일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2015년 12월 11일 15시,0,9.1,138.1,1000,18,65,150,약,소형,서북서,39,0
2015년 12월 11일 15시,24,12,133.2,994,21,76,170,약,소형,서북서,26,140
2015년 12월 11일 15시,48,13.2,130.2,990,24,86,200,약,소형,서북서,15,230
2015년 12월 11일 15시,72,13.5,127.5,980,29,104,250,중,소형,서,12,320
2015년 12월 11일 15시,96,13.7,125.1,990,24,86,220,약,소형,서,11,460
2015년 12월 11일 15시,120,14.2,123.1,994,21,76,190,약,소형,서북서,8,550
2015년 12월 11일 21시,0,9.8,136.7,998,19,68,160,약,소형,서북서,29,0
2015년 12월 11일 21시,24,12.3,131.6,992,23,83,180,약,소형,서북서,26,140
2015년 12월 11일 21시,48,13.2,128.7,985,27,97,220,중,소형,서북서,14,230
2015년 12월 11일 21시,72,13.6,125.9,980,29,104,250,중,소형,서,13,320
2015년 12월 11일 21시,96,14,123.7,990,24,86,220,약,소형,서,10,460
2015년 12월 11일 21시,120,14.3,122.5,994,21,76,190,약,소형,서북서,6,550
2015년 12월 12일 03시,0,10.1,135.5,994,21,76,170,약,소형,서북서,23,0
2015년 12월 12일 03시,24,12.2,131.1,990,24,86,200,약,소형,서북서,22,140
2015년 12월 12일 03시,48,13,127.9,985,27,97,220,중,소형,서북서,15,230
2015년 12월 12일 03시,72,13.1,124.9,980,29,104,250,중,소형,서,14,320
2015년 12월 12일 03시,96,13.5,122.5,990,24,86,230,약,소형,서,11,460
2015년 12월 12일 03시,120,13.4,120.7,994,21,76,180,약,소형,서,8,550
2015년 12월 12일 09시,0,10.4,134.5,994,21,76,180,약,소형,서북서,19,0
2015년 12월 12일 09시,24,12.3,130.2,985,27,97,230,중,소형,서북서,21,140
2015년 12월 12일 09시,48,13,127,970,35,126,300,강,중형,서북서,15,230
2015년 12월 12일 09시,72,13.3,123.9,975,32,115,270,중,소형,서,14,320
2015년 12월 12일 09시,96,13.2,121.8,985,27,97,220,중,소형,서,9,460
2015년 12월 12일 09시,120,13.1,120.1,994,21,76,180,약,소형,서,8,550
2015년 12월 12일 15시,0,10.6,133.6,992,23,83,180,약,소형,서북서,17,0
2015년 12월 12일 15시,24,12.5,129.2,980,29,104,250,중,소형,서북서,22,140
2015년 12월 12일 15시,48,13,126.2,970,35,126,300,강,중형,서,14,230
2015년 12월 12일 15시,72,13.2,123.3,975,32,115,270,중,소형,서,13,320
2015년 12월 12일 15시,96,13.1,121.3,985,27,97,220,중,소형,서,9,460
2015년 12월 12일 15시,120,12.5,119.7,994,21,76,180,약,소형,서남서,8,550
2015년 12월 12일 21시,0,11.1,132.3,990,24,86,200,약,소형,서북서,25,0
2015년 12월 12일 21시,24,12.5,128.1,980,29,104,250,중,소형,서북서,20,140
2015년 12월 12일 21시,48,12.9,124.7,970,35,126,280,강,소형,서,16,230
2015년 12월 12일 21시,72,13.1,122.1,975,32,115,250,중,소형,서,12,320
2015년 12월 12일 21시,96,12.9,120,985,27,97,220,중,소형,서,10,460
2015년 12월 12일 21시,120,12.1,118,994,21,76,180,약,소형,서남서,10,550
2015년 12월 13일 03시,0,11.4,131.3,985,27,97,200,중,소형,서북서,19,0
2015년 12월 13일 03시,24,12.4,127.3,970,35,126,270,강,소형,서북서,19,140
2015년 12월 13일 03시,48,12.7,123.9,975,32,115,250,중,소형,서,15,230
2015년 12월 13일 03시,72,12.8,120.9,980,29,104,230,중,소형,서,14,320
2015년 12월 13일 03시,96,12.8,119.1,985,27,97,200,중,소형,서,8,460
2015년 12월 13일 03시,120,11.9,116.9,996,20,72,150,약,소형,서남서,11,550
2015년 12월 13일 09시,0,11.9,130.3,975,32,115,230,중,소형,서북서,20,0
2015년 12월 13일 09시,24,12.6,126.8,960,39,140,270,강,소형,서북서,16,140
2015년 12월 13일 09시,48,13.1,123.4,970,35,126,250,강,소형,서,16,230
2015년 12월 13일 09시,72,13.6,120.3,980,29,104,220,중,소형,서,14,320
2015년 12월 13일 09시,96,12.6,118.7,990,24,86,180,약,소형,서남서,9,460
2015년 12월 13일 09시,120,10.4,115.2,1000,-1,-4,0,-,-,서남서,19,0
2015년 12월 13일 15시,0,12.3,129.1,955,40,144,250,강,소형,서북서,23,0
2015년 12월 13일 15시,24,12.7,124.8,945,45,162,270,매우강,소형,서,20,140
2015년 12월 13일 15시,48,13.3,122,970,35,126,220,강,소형,서북서,13,230
2015년 12월 13일 15시,72,13.5,120.2,985,27,97,200,중,소형,서,8,320
2015년 12월 13일 15시,96,12.2,118.8,1000,18,65,150,약,소형,남서,8,460
2015년 12월 13일 15시,120,9.8,115,1002,-1,-4,0,-,-,서남서,21,0
