일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2011년 06월 21일 15시,0,19.1,115.6,996,19,68,120,약,소형,서,14,0
2011년 06월 21일 15시,24,20.8,113.1,992,22,79,150,약,소형,북서,14,150
2011년 06월 21일 15시,48,22.3,110.4,998,-1,-4,0,-,-,서북서,14,0
2011년 06월 21일 21시,0,18.6,114.4,996,19,68,120,약,소형,서남서,23,0
2011년 06월 21일 21시,24,20.4,112,992,22,79,150,약,소형,북서,14,150
2011년 06월 21일 21시,48,21.8,109.7,998,-1,-4,0,-,-,서북서,12,0
2011년 06월 22일 03시,0,18.8,114.2,994,21,76,150,약,소형,서북서,6,0
2011년 06월 22일 03시,24,20.6,111.7,994,21,76,150,약,소형,북서,14,150
2011년 06월 22일 03시,48,21.9,109.3,1000,-1,-4,0,-,-,서북서,12,0
2011년 06월 22일 09시,0,19.5,114,994,21,76,150,약,소형,북북서,14,0
2011년 06월 22일 09시,24,20.9,111.5,994,21,76,150,약,소형,서북서,13,150
2011년 06월 22일 09시,48,21.9,108.9,1000,-1,-4,0,-,-,서북서,13,0
2011년 06월 22일 15시,0,20.7,113.1,994,21,76,150,약,소형,북서,28,0
2011년 06월 22일 15시,24,21.2,110.7,994,21,76,150,약,소형,서북서,11,150
2011년 06월 22일 15시,48,21.5,107.1,1000,-1,-4,0,-,-,서,16,0
2011년 06월 22일 21시,0,20.4,112.1,992,22,79,150,약,소형,서남서,19,0
2011년 06월 22일 21시,24,21.4,109.9,994,21,76,150,약,소형,서북서,11,150
2011년 06월 22일 21시,48,21.3,106.5,1000,-1,-4,0,-,-,서,15,0
2011년 06월 23일 03시,0,20.6,111.8,992,22,79,150,약,소형,서북서,7,0
2011년 06월 23일 03시,24,21.6,109.5,998,18,65,150,약,소형,서북서,11,150
2011년 06월 23일 03시,48,21.2,106.6,1000,-1,-4,0,-,-,서,13,0
2011년 06월 23일 09시,0,21.4,111.6,990,24,86,150,약,소형,북북서,15,0
2011년 06월 23일 09시,24,21.5,108.8,998,18,65,120,약,소형,서,10,150
2011년 06월 23일 09시,48,21.1,106.4,0,-1,-4,0,-,-,서,11,0
2011년 06월 23일 15시,0,21.4,111.1,990,24,86,150,약,소형,서북서,11,0
2011년 06월 23일 15시,24,21.4,108.4,998,18,65,120,약,소형,서,11,150
2011년 06월 23일 15시,48,21.1,106.1,0,-1,-4,0,-,-,서,9,0
2011년 06월 23일 21시,0,21.2,109.8,990,24,86,150,약,소형,서,7,0
2011년 06월 23일 21시,24,21.3,107.8,998,-1,-4,0,-,-,서,9,0
2011년 06월 24일 03시,0,21,108.9,990,24,86,120,약,소형,서남서,15,0
2011년 06월 24일 03시,24,20.9,107.1,998,-1,-4,0,-,-,서,7,0
2011년 06월 24일 09시,0,21,108.2,990,24,86,120,약,소형,서,12,0
2011년 06월 24일 09시,24,20.9,106,0,-1,-4,0,-,-,서,9,0
2011년 06월 24일 15시,0,20.7,107.4,990,24,86,120,약,소형,서남서,14,0
2011년 06월 24일 15시,24,20.4,104.2,0,-1,-4,0,-,-,서,13,0
2011년 06월 24일 21시,0,20.5,106.6,990,24,86,120,약,소형,서남서,14,0
2011년 06월 24일 21시,24,20.4,103.3,1000,-1,-4,0,-,-,서,14,0
2011년 06월 25일 03시,0,19.9,105.5,990,24,86,120,약,소형,서남서,22,0
2011년 06월 25일 03시,24,20,103.3,1000,-1,-4,0,-,-,서,9,0
2011년 06월 25일 09시,0,20,103.8,992,-1,-4,0,-,-,서,29,0
