일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2019년 11월 20일 09시,0,16.1,128.4,1000,18,65,180,-,소형,북북서,25,null
2019년 11월 20일 09시,12,17.8,126.4,996,20,72,200,-,소형,북서,23,48
2019년 11월 20일 09시,24,19.1,124.2,992,23,83,220,-,소형,서북서,23,110
2019년 11월 20일 09시,36,19.6,122.8,990,24,86,230,-,소형,서북서,13,140
2019년 11월 20일 09시,48,20.1,121.5,985,27,97,250,중,소형,서북서,12,170
2019년 11월 20일 09시,72,20.6,119.4,1002,15,54,0,-,-,서북서,10,0
2019년 11월 20일 15시,0,17.6,127.3,998,19,68,190,-,소형,북서,34,null
2019년 11월 20일 15시,12,19.2,125.2,994,21,76,210,-,소형,북서,24,48
2019년 11월 20일 15시,24,19.8,123.4,990,24,86,230,-,소형,서북서,16,110
2019년 11월 20일 15시,36,20.4,122.1,990,24,86,230,-,소형,서북서,13,140
2019년 11월 20일 15시,48,20.9,120.8,996,20,72,200,-,소형,서북서,12,170
2019년 11월 20일 15시,72,21.9,120,1004,15,54,0,-,-,북서,6,0
2019년 11월 20일 21시,0,19,126,998,19,68,200,-,소형,북서,35,null
2019년 11월 20일 21시,12,20.1,124.5,994,21,76,220,-,소형,북서,17,48
2019년 11월 20일 21시,24,21,123.3,990,24,86,230,-,소형,북서,13,110
2019년 11월 20일 21시,36,21.9,122.7,996,20,72,210,-,소형,북북서,10,140
2019년 11월 20일 21시,48,22.7,122.3,1000,17,61,180,-,소형,북북서,8,170
2019년 11월 20일 21시,60,24.1,122.7,1002,15,54,0,-,-,북북동,13,0
2019년 11월 21일 03시,0,20,125.3,992,23,83,210,-,소형,북서,22,null
2019년 11월 21일 03시,12,21,124,990,24,86,220,-,소형,북서,15,48
2019년 11월 21일 03시,24,21.8,123.3,992,23,83,220,-,소형,북서,10,110
2019년 11월 21일 03시,36,22.9,123.2,998,19,68,200,-,소형,북,10,140
2019년 11월 21일 03시,48,24.3,123.2,1002,15,54,0,-,-,북,13,0
2019년 11월 21일 09시,0,20.3,125.1,990,24,86,220,-,소형,북북서,8,null
2019년 11월 21일 09시,12,21.4,123.9,990,24,86,220,-,소형,북서,15,48
2019년 11월 21일 09시,24,22.3,123.5,994,21,76,210,-,소형,북북서,9,110
2019년 11월 21일 09시,36,23.5,123.5,1000,18,65,180,-,소형,북,11,140
2019년 11월 21일 09시,48,25.1,123.9,1004,15,54,0,-,-,북북동,15,0
2019년 11월 21일 15시,0,20.6,124.3,990,24,86,220,-,소형,서북서,14,null
2019년 11월 21일 15시,12,21.8,123.7,990,24,86,220,-,소형,북북서,12,48
2019년 11월 21일 15시,24,23.2,123.6,996,20,72,200,-,소형,북,13,110
2019년 11월 21일 15시,36,24.5,123.9,1002,15,54,0,-,-,북북동,12,0
2019년 11월 21일 21시,0,21.3,124.2,990,24,86,220,-,소형,북북서,12,null
2019년 11월 21일 21시,12,22.5,124,994,21,76,210,-,소형,북,11,48
2019년 11월 21일 21시,24,24.1,124.4,1000,18,65,190,-,소형,북북동,13,110
2019년 11월 21일 21시,36,25.4,124.7,1006,15,54,0,-,-,북북동,12,0
2019년 11월 22일 03시,0,22.3,124.2,990,24,86,220,-,소형,북,19,null
2019년 11월 22일 03시,12,23.7,124.3,998,19,68,200,-,소형,북,13,48
2019년 11월 22일 03시,24,25.2,124.7,1002,18,65,180,-,소형,북북동,14,110
2019년 11월 22일 03시,36,27.2,125.2,1008,15,54,0,-,-,북북동,19,0
2019년 11월 22일 09시,0,23,124.5,996,20,72,210,-,소형,북북동,16,null
2019년 11월 22일 09시,12,24.6,124.8,1000,18,65,190,-,소형,북,15,48
2019년 11월 22일 09시,24,26.3,125.2,1004,15,54,0,-,-,북북동,16,0
2019년 11월 22일 15시,0,23.7,124.7,996,20,72,200,-,소형,북북동,15,null
2019년 11월 22일 15시,12,25.5,125.1,1000,18,65,150,-,소형,북북동,17,48
2019년 11월 22일 15시,24,27.3,125.7,1004,15,54,0,-,-,북북동,17,0
2019년 11월 22일 21시,0,24.6,125.4,1002,17,61,150,-,소형,북동,20,null
2019년 11월 22일 21시,12,26.8,126.3,1006,15,54,0,-,-,북북동,21,0
2019년 11월 23일 03시,0,25,125.5,1004,15,54,0,-,-,북북동,8,null
