일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2001년 11월 07일 03시,0,10.5,125.3,998,18,65,250,약,소형,서,18,null
2001년 11월 07일 03시,24,11,123,null,null,null,null,null,null,null,null,170
2001년 11월 07일 03시,48,11,119.5,null,null,null,null,null,null,null,null,330
2001년 11월 08일 09시,0,11.5,121.8,992,20,72,460,약,중형,서북서,20,null
2001년 11월 08일 09시,24,13.1,119.1,null,null,null,null,null,null,null,null,170
2001년 11월 08일 09시,48,13.6,116.5,null,null,null,null,null,null,null,null,330
2001년 11월 09일 09시,0,12.7,118.9,985,26,94,480,중,중형,서,19,null
2001년 11월 09일 09시,24,13.5,116.2,null,null,null,null,null,null,null,null,190
2001년 11월 09일 09시,48,14,113.5,null,null,null,null,null,null,null,null,310
2001년 11월 10일 09시,0,13.4,115.3,955,39,140,520,강,대형,서,13,null
2001년 11월 10일 09시,24,13.5,112.8,null,null,null,null,null,null,null,null,190
2001년 11월 10일 09시,48,14.2,110.8,null,null,null,null,null,null,null,null,310
2001년 11월 11일 09시,0,13.6,112.5,940,45,162,520,매우강,대형,서,14,null
2001년 11월 11일 09시,24,14.2,110.5,null,null,null,null,null,null,null,null,190
2001년 11월 11일 09시,48,15.2,108.2,null,null,null,null,null,null,null,null,310
2001년 11월 12일 09시,0,13.7,108,985,23,83,220,약,소형,서,20,null
2001년 11월 12일 09시,24,14.3,105.7,null,null,null,null,null,null,null,null,170
2001년 11월 12일 21시,0,13.4,106.1,996,null,null,null,null,null,서,15,null
