일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2014년 09월 24일 21시,0,20.4,149.6,998,18,65,250,약,소형,북북서,11,0
2014년 09월 24일 21시,24,22.4,148,992,22,79,280,약,소형,북서,12,140
2014년 09월 24일 21시,48,24,146,985,27,97,300,중,중형,북서,11,230
2014년 09월 24일 21시,72,26.1,143.6,980,31,112,350,중,중형,북서,14,320
2014년 09월 24일 21시,96,28.4,141.7,970,36,130,400,강,중형,북서,14,460
2014년 09월 24일 21시,120,31.4,140.6,975,34,122,380,강,중형,북북서,14,550
2014년 09월 25일 03시,0,20.9,149.4,996,19,68,260,약,소형,북북서,10,0
2014년 09월 25일 03시,24,23.5,146.9,990,24,86,300,약,중형,북서,16,140
2014년 09월 25일 03시,48,25.7,144.3,980,31,112,350,중,중형,북서,15,230
2014년 09월 25일 03시,72,28.3,141.7,970,36,130,400,강,중형,북서,16,320
2014년 09월 25일 03시,96,29.9,140.2,975,34,122,380,강,중형,북서,10,460
2014년 09월 25일 03시,120,33,141.1,980,31,112,350,중,중형,북북동,15,550
2014년 09월 25일 09시,0,20.5,148.4,994,21,76,260,약,소형,서남서,19,0
2014년 09월 25일 09시,24,22.9,145.7,990,24,86,280,약,소형,북서,16,140
2014년 09월 25일 09시,48,25.8,143,980,31,112,320,중,중형,북서,18,230
2014년 09월 25일 09시,72,28.6,140.9,975,34,122,340,강,중형,북서,16,320
2014년 09월 25일 09시,96,30.7,140.6,975,34,122,340,강,중형,북,10,460
2014년 09월 25일 09시,120,34.2,143,980,31,112,320,중,중형,북동,19,550
2014년 09월 25일 15시,0,20.2,147.3,994,21,76,300,약,중형,서남서,20,0
2014년 09월 25일 15시,24,22.6,145.1,985,27,97,320,중,중형,북서,15,140
2014년 09월 25일 15시,48,25.4,143.3,975,34,122,350,강,중형,북북서,15,230
2014년 09월 25일 15시,72,28,141.5,970,36,130,380,강,중형,북서,14,320
2014년 09월 25일 15시,96,31,141.2,975,34,122,350,강,중형,북,14,460
2014년 09월 25일 15시,120,36.5,146.3,985,27,97,320,중,중형,북동,32,550
2014년 09월 25일 21시,0,20.3,147.3,994,21,76,320,약,중형,북,2,0
2014년 09월 25일 21시,24,23.1,144.5,985,27,97,350,중,중형,북서,15,140
2014년 09월 25일 21시,48,26.1,142.6,975,34,122,370,강,중형,북북서,16,230
2014년 09월 25일 21시,72,28.9,141.3,970,36,130,380,강,중형,북북서,14,320
2014년 09월 25일 21시,96,32.4,142.3,975,34,122,360,강,중형,북북동,17,460
2014년 09월 25일 21시,120,38.8,149.8,985,27,97,330,중,중형,북동,41,550
2014년 09월 26일 03시,0,20.7,147.1,992,22,79,330,약,중형,북북서,8,0
2014년 09월 26일 03시,24,24.1,144.1,980,31,112,370,중,중형,북서,18,140
2014년 09월 26일 03시,48,27.1,142,970,36,130,380,강,중형,북서,16,230
2014년 09월 26일 03시,72,29.9,141.2,970,36,130,380,강,중형,북북서,13,320
2014년 09월 26일 03시,96,34.6,145,980,31,112,330,중,중형,북동,27,460
2014년 09월 26일 03시,120,40.1,154.5,990,-1,-4,0,-,-,동북동,43,0
2014년 09월 26일 09시,0,21.9,146.4,992,22,79,330,약,중형,북북서,25,0
2014년 09월 26일 09시,24,25,143.6,980,31,112,360,중,중형,북서,20,140
2014년 09월 26일 09시,48,27.8,141.5,975,34,122,370,강,중형,북서,16,230
2014년 09월 26일 09시,72,31.1,141.5,970,36,130,380,강,중형,북,15,320
2014년 09월 26일 09시,96,35.9,146.7,985,27,97,300,중,중형,북동,30,460
2014년 09월 26일 09시,120,43,162,994,-1,-4,0,-,-,동북동,64,0
2014년 09월 26일 15시,0,22.8,146,992,22,79,330,약,중형,북북서,18,0
2014년 09월 26일 15시,24,25.9,143.7,980,31,112,360,중,중형,북서,17,140
2014년 09월 26일 15시,48,28.7,142,970,36,130,380,강,중형,북북서,14,230
2014년 09월 26일 15시,72,31.7,142.5,975,34,122,370,강,중형,북,14,320
2014년 09월 26일 15시,96,37.1,150.7,985,27,97,250,중,소형,북동,39,460
2014년 09월 26일 15시,120,44.4,164.4,996,-1,-4,0,-,-,동북동,60,0
2014년 09월 26일 21시,0,23.2,145.6,992,22,79,330,약,중형,북서,10,0
2014년 09월 26일 21시,24,26.8,143.4,980,31,112,360,중,중형,북서,19,140
2014년 09월 26일 21시,48,29.7,142.3,970,36,130,380,강,중형,북북서,14,230
2014년 09월 26일 21시,72,33.1,145,980,31,112,350,중,중형,북동,19,320
2014년 09월 26일 21시,96,38.5,154.5,990,24,86,230,약,소형,동북동,43,460
2014년 09월 26일 21시,120,44.5,170.8,998,-1,-4,0,-,-,동북동,63,0
2014년 09월 27일 03시,0,23.8,144.8,985,27,97,350,중,중형,북서,18,0
2014년 09월 27일 03시,24,27.5,142.7,975,34,122,370,강,중형,북북서,20,140
2014년 09월 27일 03시,48,30.9,143,970,36,130,380,강,중형,북,16,230
2014년 09월 27일 03시,72,34.6,147.6,985,27,97,320,중,중형,북동,25,320
2014년 09월 27일 03시,96,40.7,161.2,996,-1,-4,0,-,-,동북동,57,0
2014년 09월 27일 09시,0,24.3,144.4,985,27,97,350,중,중형,북서,11,0
2014년 09월 27일 09시,24,28.8,143,975,34,122,370,강,중형,북북서,22,140
2014년 09월 27일 09시,48,32.4,144.9,975,34,122,350,강,중형,북북동,18,230
2014년 09월 27일 09시,72,37.4,153.2,985,27,97,320,중,중형,동북동,39,320
2014년 09월 27일 09시,96,42.6,168,990,-1,-4,0,-,-,동북동,58,0
2014년 09월 27일 15시,0,26,144,985,27,97,350,중,중형,북북서,32,0
2014년 09월 27일 15시,24,30.1,143.2,980,31,112,360,중,중형,북,19,140
2014년 09월 27일 15시,48,33.9,146.8,985,27,97,330,중,중형,북동,23,230
2014년 09월 27일 15시,72,40.1,159.8,990,-1,-4,0,-,-,동북동,56,0
2014년 09월 27일 21시,0,27.5,144,985,27,97,350,중,중형,북,28,0
2014년 09월 27일 21시,24,31.2,143.9,985,27,97,350,중,중형,북,21,140
2014년 09월 27일 21시,48,35.7,150,985,27,97,300,중,중형,북동,32,230
2014년 09월 27일 21시,72,41.7,165.2,992,-1,-4,0,-,-,동북동,61,0
2014년 09월 28일 03시,0,28.2,143.8,985,27,97,350,중,중형,북북서,13,0
2014년 09월 28일 03시,24,31.9,144.2,985,27,97,320,중,중형,북,17,140
2014년 09월 28일 03시,48,36.2,149.1,990,24,86,280,약,소형,북동,27,230
2014년 09월 28일 03시,72,43.5,162.1,998,-1,-4,0,-,-,동북동,57,0
