일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2003년 09월 06일 15시,0,16,141.5,996,18,65,310,약,중형,북서,15,null
2003년 09월 06일 15시,24,19.4,136.4,null,null,null,null,null,null,null,null,200
2003년 09월 06일 15시,48,23,132,null,null,null,null,null,null,null,null,330
2003년 09월 06일 15시,72,26.5,127.5,null,null,null,null,null,null,null,null,460
2003년 09월 07일 15시,0,18.9,136.9,992,21,76,300,약,중형,북서,20,null
2003년 09월 07일 15시,24,20.3,133.3,null,null,null,null,null,null,null,null,200
2003년 09월 07일 15시,48,21.4,129.7,null,null,null,null,null,null,null,null,300
2003년 09월 07일 15시,72,23.5,127.6,null,null,null,null,null,null,null,null,450
2003년 09월 08일 15시,0,20.1,132.9,975,31,112,350,중,중형,서북서,20,null
2003년 09월 08일 15시,24,22.4,130.1,null,null,null,null,null,null,null,null,200
2003년 09월 08일 15시,48,24.1,126.3,null,null,null,null,null,null,null,null,300
2003년 09월 08일 15시,72,26,125.5,null,null,null,null,null,null,null,null,540
2003년 09월 09일 15시,0,22.4,129.4,950,41,148,350,강,중형,북서,23,null
2003년 09월 09일 15시,24,24.5,126.3,null,null,null,null,null,null,null,null,200
2003년 09월 09일 15시,48,27,126.2,null,null,null,null,null,null,null,null,350
2003년 09월 09일 15시,72,31,127.5,null,null,null,null,null,null,null,null,450
2003년 09월 10일 09시,0,23.7,127.4,925,49,176,440,매우강,중형,서북서,11,null
2003년 09월 10일 09시,24,25.2,125.6,null,null,null,null,null,null,null,null,150
2003년 09월 10일 09시,48,28.2,125.8,null,null,null,null,null,null,null,null,350
2003년 09월 10일 09시,72,33.7,127.5,null,null,null,null,null,null,null,null,500
2003년 09월 10일 21시,0,24.3,126,915,54,194,440,매우강,중형,서북서,12,null
2003년 09월 10일 21시,24,27.5,125.4,null,null,null,null,null,null,null,null,200
2003년 09월 10일 21시,48,33.9,127.3,null,null,null,null,null,null,null,null,400
2003년 09월 10일 21시,72,40.7,135.8,null,null,null,null,null,null,null,null,600
2003년 09월 11일 10시,0,25.3,125.1,910,54,194,460,매우강,중형,북북서,8,null
2003년 09월 11일 10시,23,30.2,125.8,null,null,null,null,null,null,null,null,200
2003년 09월 11일 10시,35,35.5,128,null,null,null,null,null,null,null,null,300
2003년 09월 11일 10시,47,37.5,129.6,null,null,null,null,null,null,null,null,410
2003년 09월 11일 10시,71,45,141,null,null,null,null,null,null,null,null,650
2003년 09월 11일 15시,0,25.8,125.2,915,54,194,460,매우강,중형,북,11,null
2003년 09월 11일 15시,24,31.7,126.5,null,null,null,null,null,null,null,null,200
2003년 09월 11일 15시,36,35,128,null,null,null,null,null,null,null,null,300
2003년 09월 11일 15시,48,39.3,132.1,null,null,null,null,null,null,null,null,410
2003년 09월 11일 15시,60,43.4,138,null,null,null,null,null,null,null,null,650
2003년 09월 11일 21시,0,26.8,125.4,930,49,176,460,매우강,중형,북,20,null
2003년 09월 11일 21시,12,30.2,126.2,null,null,null,null,null,null,null,null,100
2003년 09월 11일 21시,24,33.4,127.3,null,null,null,null,null,null,null,null,200
2003년 09월 11일 21시,36,37.3,130,null,null,null,null,null,null,null,null,300
2003년 09월 11일 21시,54,43.4,138,null,null,null,null,null,null,null,null,440
2003년 09월 12일 03시,0,28.5,125.8,935,46,166,460,매우강,중형,북,28,null
