일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2014년 07월 12일 15시,0,13.3,142.6,998,18,65,100,약,소형,서,27,0
2014년 07월 12일 15시,24,13.5,138.3,995,20,72,150,약,소형,서,19,150
2014년 07월 12일 15시,48,13.7,133.5,990,24,86,200,약,소형,서,22,250
2014년 07월 12일 15시,72,14.6,129,980,31,112,300,중,중형,서북서,21,400
2014년 07월 12일 15시,96,15.7,125.8,975,34,122,350,강,중형,서북서,15,550
2014년 07월 12일 15시,120,17.6,120.4,975,34,122,350,강,중형,서북서,26,700
2014년 07월 12일 21시,0,13.5,141.1,998,18,65,150,약,소형,서,27,0
2014년 07월 12일 21시,24,13.6,136.7,990,24,86,200,약,소형,서,19,150
2014년 07월 12일 21시,48,14,132,975,34,122,300,강,중형,서,21,250
2014년 07월 12일 21시,72,14.8,127.3,960,40,144,350,강,중형,서,21,400
2014년 07월 12일 21시,96,16.2,122.4,955,41,148,380,강,중형,서북서,23,550
2014년 07월 12일 21시,120,17.9,117,970,36,130,300,강,중형,서북서,25,700
2014년 07월 13일 03시,0,13.6,139.7,998,18,65,150,약,소형,서,25,0
2014년 07월 13일 03시,24,13.8,135.2,990,24,86,200,약,소형,서,20,150
2014년 07월 13일 03시,48,14.1,130.3,975,34,122,300,강,중형,서,22,250
2014년 07월 13일 03시,72,15.1,125.2,955,41,148,350,강,중형,서북서,22,400
2014년 07월 13일 03시,96,16.5,121,970,36,130,300,강,중형,서북서,20,550
2014년 07월 13일 03시,120,18,116.1,970,36,130,300,강,중형,서북서,23,700
2014년 07월 13일 09시,0,13.7,137.6,998,18,65,150,약,소형,서,38,0
2014년 07월 13일 09시,24,13.9,133.8,985,27,97,200,중,소형,서,17,150
2014년 07월 13일 09시,48,14.3,128.6,970,36,130,320,강,중형,서,22,250
2014년 07월 13일 09시,72,15.6,123.5,955,41,148,350,강,중형,서북서,25,400
2014년 07월 13일 09시,96,17.4,119.3,975,34,122,300,강,중형,서북서,21,550
2014년 07월 13일 09시,120,18.8,114.4,980,31,112,280,중,소형,서북서,23,700
