일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2008년 11월 16일 15시,0,10.4,114.5,1000,18,65,200,약,소형,서,22,null
2008년 11월 16일 15시,24,10.2,109.8,995,20,72,200,약,소형,서,21,150
2008년 11월 16일 15시,48,10.3,107.3,1000,18,65,200,약,소형,서,11,250
2008년 11월 16일 15시,72,9.6,101.8,1000,18,65,200,약,소형,서,25,400
2008년 11월 16일 21시,0,10.6,113.1,996,19,68,150,약,소형,서북서,22,null
2008년 11월 16일 21시,24,10.4,109.6,992,22,79,180,약,소형,서,16,150
2008년 11월 16일 21시,48,10.5,105.5,1000,18,65,150,약,소형,서,19,250
2008년 11월 16일 21시,72,10.2,100.8,996,19,68,150,약,소형,서,22,400
2008년 11월 17일 03시,0,10.9,112.5,996,19,68,150,약,소형,서북서,18,null
2008년 11월 17일 03시,24,10.6,109.1,992,22,79,180,약,소형,서,15,150
2008년 11월 17일 03시,48,10.5,105,1000,18,65,150,약,소형,서,19,250
2008년 11월 17일 03시,72,10.2,100.2,996,19,68,150,약,소형,서,22,400
2008년 11월 17일 09시,0,11.6,111.2,996,19,68,150,약,소형,서북서,26,null
2008년 11월 17일 09시,24,11.8,108.5,998,18,65,150,약,소형,서,12,150
2008년 11월 17일 09시,48,11.5,105.2,1000,null,null,null,null,null,서,15,0
2008년 11월 17일 15시,0,11.8,109.4,996,21,76,150,약,소형,서,31,null
2008년 11월 17일 15시,24,12.3,106.8,1000,null,null,null,null,null,서,12,0
2008년 11월 17일 21시,0,12,107,1000,null,null,null,null,null,서,25,null
