일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2013년 07월 17일 09시,0,17.8,122.4,1000,17,61,120,약,소형,북서,27,0
2013년 07월 17일 09시,24,21.3,119.3,996,19,68,200,약,소형,북서,22,160
2013년 07월 17일 09시,48,24.5,117.3,1000,-1,-4,0,-,-,북북서,18,0
2013년 07월 17일 15시,0,19,121.5,1000,17,61,120,약,소형,북서,27,0
2013년 07월 17일 15시,24,22.4,118.6,994,21,76,210,약,소형,북서,20,140
2013년 07월 17일 15시,48,26,117.3,1002,-1,-4,0,-,-,북북서,17,0
2013년 07월 17일 21시,0,19.7,120.3,1000,17,61,120,약,소형,서북서,25,0
2013년 07월 17일 21시,24,23.1,117.7,996,19,68,200,약,소형,북서,20,140
2013년 07월 17일 21시,48,26.3,115.7,1002,-1,-4,0,-,-,북북서,17,0
2013년 07월 18일 03시,0,20.2,119.8,996,19,68,150,약,소형,북서,13,0
2013년 07월 18일 03시,24,24.2,116.6,1002,-1,-4,0,-,-,북서,21,0
2013년 07월 18일 09시,0,21.6,118.1,998,18,65,150,약,소형,북서,39,0
2013년 07월 18일 09시,24,24.8,115.9,1004,-1,-4,0,-,-,북서,15,0
2013년 07월 18일 15시,0,22.8,117.3,998,18,65,150,약,소형,북북서,26,0
2013년 07월 18일 15시,12,24.4,116.1,1002,-1,-4,0,-,-,북서,18,0
2013년 07월 18일 21시,0,23.3,117.1,1000,18,65,150,약,소형,북북서,10,0
2013년 07월 18일 21시,12,24.8,116.5,1004,-1,-4,0,-,-,북북서,15,0
2013년 07월 19일 03시,0,24.5,117.7,1002,-1,-4,0,-,-,북북동,24,0
