일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2015년 04월 04일 15시,0,8.6,152.5,1000,18,65,100,약,소형,서북서,6,0
2015년 04월 04일 15시,24,8.9,151.8,990,24,86,130,약,소형,서북서,3,140
2015년 04월 04일 15시,48,9.4,151.1,994,21,76,120,약,소형,북서,4,230
2015년 04월 04일 15시,72,9.8,150.7,1000,-1,-4,0,-,-,북서,3,0
2015년 04월 04일 21시,0,8.7,152.2,998,19,68,110,약,소형,서북서,6,0
2015년 04월 04일 21시,24,9.1,151.6,990,24,86,130,약,소형,서북서,3,140
2015년 04월 04일 21시,48,9.5,150.8,996,20,72,100,약,소형,서북서,4,230
2015년 04월 04일 21시,72,10.1,150.4,1000,-1,-4,0,-,-,북서,3,0
2015년 04월 05일 03시,0,9.1,151.3,998,19,68,110,약,소형,서북서,18,0
2015년 04월 05일 03시,24,9.4,150.6,994,21,76,120,약,소형,서북서,3,140
2015년 04월 05일 03시,48,9.7,150.2,1000,18,65,100,약,소형,북서,2,230
2015년 04월 05일 03시,72,10.2,150,1002,-1,-4,0,-,-,북북서,2,0
2015년 04월 05일 09시,0,9.2,151.2,998,19,68,110,약,소형,북서,3,0
2015년 04월 05일 09시,24,9.8,150.2,994,21,76,120,약,소형,서북서,5,140
2015년 04월 05일 09시,48,10.9,149.6,996,20,72,110,약,소형,북북서,6,230
2015년 04월 05일 09시,72,11.6,148.6,1002,-1,-4,0,-,-,서북서,5,0
2015년 04월 05일 15시,0,9.4,150.8,998,19,68,170,약,소형,서북서,8,0
2015년 04월 05일 15시,24,9.7,150.7,996,20,72,200,약,소형,북북서,1,140
2015년 04월 05일 15시,48,10.5,150.1,1002,-1,-4,0,-,-,북서,5,0
2015년 04월 05일 21시,0,9.1,150.6,998,19,68,170,약,소형,남남서,7,0
2015년 04월 05일 21시,24,9.4,149.6,996,20,72,190,약,소형,서북서,5,140
2015년 04월 05일 21시,48,10,148.4,1002,-1,-4,0,-,-,서북서,6,0
2015년 04월 06일 03시,0,9.1,150.5,998,19,68,170,약,소형,서,2,0
2015년 04월 06일 03시,24,9.4,148.9,998,19,68,170,약,소형,서,7,140
2015년 04월 06일 03시,48,9.9,146.9,1002,-1,-4,0,-,-,서북서,9,0
2015년 04월 06일 09시,0,9.1,150.4,1000,-1,-4,0,-,-,서,2,0
