일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2004년 05월 14일 15시,0,8.4,131.4,990,21,76,150,약,소형,서북서,9,null
2004년 05월 14일 15시,24,10,128.2,null,null,null,null,null,null,null,null,190
2004년 05월 14일 15시,48,12.5,123.5,null,null,null,null,null,null,null,null,330
2004년 05월 14일 15시,72,15.5,120,null,null,null,null,null,null,null,null,460
2004년 05월 15일 09시,0,9.6,129.7,980,28,101,280,중,소형,서북서,17,null
2004년 05월 15일 09시,24,11.9,126,null,null,null,null,null,null,null,null,190
2004년 05월 15일 09시,48,14,123,null,null,null,null,null,null,null,null,330
2004년 05월 15일 09시,72,16.8,121,null,null,null,null,null,null,null,null,460
2004년 05월 16일 09시,0,11.3,127.1,950,41,148,430,강,중형,서북서,17,null
2004년 05월 16일 09시,24,14.2,123.4,null,null,null,null,null,null,null,null,200
2004년 05월 16일 09시,48,17.1,121.6,null,null,null,null,null,null,null,null,320
2004년 05월 16일 09시,72,20.2,123.5,null,null,null,null,null,null,null,null,460
2004년 05월 17일 09시,0,14.2,124.2,940,46,166,480,매우강,중형,북북서,15,null
2004년 05월 17일 09시,24,17.8,123.3,null,null,null,null,null,null,null,null,180
2004년 05월 17일 09시,48,20.5,125.3,null,null,null,null,null,null,null,null,320
2004년 05월 17일 09시,72,25,131.5,null,null,null,null,null,null,null,null,600
2004년 05월 18일 09시,0,16.8,123.5,940,46,166,520,매우강,대형,북,10,null
2004년 05월 18일 09시,24,20.1,125.3,null,null,null,null,null,null,null,null,180
2004년 05월 18일 09시,48,24.6,129.8,null,null,null,null,null,null,null,null,400
2004년 05월 18일 09시,72,31.7,136.3,null,null,null,null,null,null,null,null,650
2004년 05월 19일 09시,0,20.2,125.2,945,45,162,450,매우강,중형,북동,13,null
2004년 05월 19일 09시,24,25.5,130.1,null,null,null,null,null,null,null,null,200
2004년 05월 19일 09시,48,32.8,137,null,null,null,null,null,null,null,null,450
2004년 05월 19일 09시,72,40.3,143.5,null,null,null,null,null,null,null,null,650
2004년 05월 20일 09시,0,25.1,131.6,955,40,144,470,강,중형,북동,44,null
2004년 05월 20일 09시,24,35.3,142,null,null,null,null,null,null,null,null,200
2004년 05월 20일 09시,48,41.3,146.2,null,null,null,null,null,null,null,null,300
2004년 05월 21일 09시,0,34.5,143,980,26,94,460,중,중형,북동,78,null
2004년 05월 21일 09시,24,41,150.5,null,null,null,null,null,null,null,null,200
2004년 05월 21일 15시,0,37.2,145.6,984,null,null,null,null,null,북동,64,null
