일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2022년 09월 28일 21시,0,22.9,131.7,1000,18,65,180,-,소형,북북동,22,null
2022년 09월 28일 21시,12,24.3,131.4,1000,18,65,180,-,소형,북,14,60
2022년 09월 28일 21시,24,26,132,998,19,68,190,-,소형,북북동,16,110
2022년 09월 28일 21시,36,27.2,133.9,996,20,72,200,-,소형,북동,19,140
2022년 09월 28일 21시,48,28.4,135.5,994,21,76,200,-,소형,북동,17,170
2022년 09월 28일 21시,72,29.8,138.2,994,21,76,210,-,소형,동북동,13,230
2022년 09월 28일 21시,96,30.4,139,1000,17,61,200,-,소형,북동,4,280
2022년 09월 28일 21시,120,30.8,139.4,1000,17,61,200,-,소형,북동,2,380
2022년 09월 29일 03시,0,23.9,131.6,1000,18,65,180,-,소형,북북동,21,null
2022년 09월 29일 03시,12,25.6,131.7,998,19,68,190,-,소형,북,16,60
2022년 09월 29일 03시,24,26.9,133,996,20,72,200,-,소형,북동,16,110
2022년 09월 29일 03시,36,28.1,135,994,21,76,200,-,소형,북동,19,140
2022년 09월 29일 03시,48,29,136.7,994,21,76,200,-,소형,동북동,17,170
2022년 09월 29일 03시,72,30,139.1,996,20,72,210,-,소형,동북동,11,230
2022년 09월 29일 03시,96,30.4,139.4,1000,17,61,200,-,소형,북북동,3,280
2022년 09월 29일 03시,120,30.8,139.5,1002,15,54,0,-,-,북북동,2,380
2022년 09월 29일 09시,0,24.9,131.7,994,21,76,190,-,소형,북북동,16,null
2022년 09월 29일 09시,12,26.6,132.6,992,23,83,200,-,소형,북북동,17,60
2022년 09월 29일 09시,24,27.8,134.3,990,24,86,210,-,소형,북동,18,110
2022년 09월 29일 09시,36,28.9,136.9,990,24,86,210,-,소형,동북동,24,140
2022년 09월 29일 09시,48,29.7,138.8,990,24,86,210,-,소형,동북동,17,170
2022년 09월 29일 09시,72,30.2,140.6,992,23,83,200,-,소형,동북동,8,230
2022년 09월 29일 09시,96,30.6,141,1000,17,61,190,-,소형,북동,2,280
2022년 09월 29일 09시,120,30.9,141.5,1002,15,54,0,-,-,북동,3,380
2022년 09월 29일 15시,0,25.8,132.2,990,24,86,200,-,소형,북북동,21,null
2022년 09월 29일 15시,12,27.6,134,990,24,86,210,-,소형,북동,22,60
2022년 09월 29일 15시,24,28.7,136.5,985,27,97,220,중,소형,동북동,23,110
2022년 09월 29일 15시,36,29.7,138.4,985,27,97,220,중,소형,동북동,17,140
2022년 09월 29일 15시,48,30.4,140,990,24,86,210,-,소형,동북동,15,170
2022년 09월 29일 15시,72,31.2,141.9,994,21,76,200,-,소형,동북동,8,230
2022년 09월 29일 15시,96,32.3,142.9,1000,17,61,190,-,소형,북동,7,280
2022년 09월 29일 15시,120,33.1,143.7,1004,15,54,0,-,-,북동,5,380
2022년 09월 29일 21시,0,27,132.9,980,29,104,220,중,소형,북북동,33,null
2022년 09월 29일 21시,12,28.2,135.2,975,32,115,240,중,소형,동북동,22,60
2022년 09월 29일 21시,24,29.2,137.5,970,35,126,250,강,소형,동북동,21,110
2022년 09월 29일 21시,36,30.5,140.3,975,32,115,240,중,소형,동북동,25,140
2022년 09월 29일 21시,48,31.8,143.7,985,27,97,220,중,소형,동북동,29,170
2022년 09월 29일 21시,72,33.7,147.8,990,24,86,200,-,소형,동북동,18,230
2022년 09월 29일 21시,96,34.1,148.7,994,21,76,180,-,소형,동북동,4,280
2022년 09월 29일 21시,120,36.4,151.9,998,15,54,0,-,-,북동,22,380
