일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2001년 10월 04일 15시,0,15.5,142.8,996,18,65,180,약,소형,서,7,null
2001년 10월 04일 15시,24,17.5,140.2,null,null,null,null,null,null,null,null,180
2001년 10월 04일 15시,48,19.8,136.5,null,null,null,null,null,null,null,null,330
2001년 10월 05일 15시,0,18.9,138.3,970,34,122,350,강,중형,북서,22,null
2001년 10월 05일 15시,24,21.6,136,null,null,null,null,null,null,null,null,180
2001년 10월 05일 15시,48,23.8,134.2,null,null,null,null,null,null,null,null,330
2001년 10월 06일 09시,0,21.5,135.9,955,38,137,410,강,중형,북서,15,null
2001년 10월 06일 09시,24,23.6,134.4,null,null,null,null,null,null,null,null,180
2001년 10월 06일 09시,48,25.4,134,null,null,null,null,null,null,null,null,330
2001년 10월 06일 21시,0,23.3,135.3,950,40,144,480,강,중형,북,20,null
2001년 10월 06일 21시,24,26.1,135,null,null,null,null,null,null,null,null,190
2001년 10월 06일 21시,48,30.2,138.8,null,null,null,null,null,null,null,null,330
2001년 10월 07일 09시,0,24.8,135.4,950,40,144,450,강,중형,북,15,null
2001년 10월 07일 09시,24,28,136.7,null,null,null,null,null,null,null,null,180
2001년 10월 07일 09시,48,31.2,139.8,null,null,null,null,null,null,null,null,330
2001년 10월 07일 21시,0,26.4,137,955,40,144,450,강,중형,북동,20,null
2001년 10월 07일 21시,24,29.5,139.5,null,null,null,null,null,null,null,null,180
2001년 10월 07일 21시,48,32.2,144.2,null,null,null,null,null,null,null,null,330
2001년 10월 08일 09시,0,28.1,139.7,960,36,130,420,강,중형,북동,26,null
2001년 10월 08일 09시,24,31.7,144,null,null,null,null,null,null,null,null,180
2001년 10월 08일 09시,48,34,149.7,null,null,null,null,null,null,null,null,330
2001년 10월 08일 21시,0,29.6,142.3,965,34,122,480,강,중형,동북동,29,null
2001년 10월 08일 21시,24,33.1,150.5,null,null,null,null,null,null,null,null,180
2001년 10월 08일 21시,48,35.6,163,null,null,null,null,null,null,null,null,400
2001년 10월 09일 09시,0,32.4,147.6,985,25,90,400,중,중형,동북동,52,null
2001년 10월 09일 09시,24,36,161,null,null,null,null,null,null,null,null,180
2001년 10월 09일 15시,0,34.6,151.7,984,25,90,null,중,null,동북동,74,null
