일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2021년 11월 30일 09시,0,12.9,139.7,1000,18,65,190,-,소형,북서,10,null
2021년 11월 30일 09시,12,13.4,137.8,998,19,68,200,-,소형,서북서,18,60
2021년 11월 30일 09시,24,14.2,135.9,996,20,72,210,-,소형,서북서,19,110
2021년 11월 30일 09시,36,15.3,135.1,992,23,83,220,-,소형,북서,12,140
2021년 11월 30일 09시,48,16.4,135,985,27,97,230,중,소형,북,10,170
2021년 11월 30일 09시,72,19.2,137,980,29,104,250,중,소형,북동,16,230
2021년 11월 30일 09시,96,22.1,140.5,990,24,86,230,-,소형,북동,20,310
2021년 11월 30일 09시,120,22.2,142.3,994,21,76,210,-,소형,동,8,430
2021년 11월 30일 15시,0,12.9,138.2,998,19,68,220,-,소형,서,20,null
2021년 11월 30일 15시,12,13.8,136.8,996,20,72,230,-,소형,서북서,15,60
2021년 11월 30일 15시,24,14.7,135.5,992,23,83,240,-,소형,북서,15,110
2021년 11월 30일 15시,36,15.7,135.1,985,27,97,250,중,소형,북북서,10,140
2021년 11월 30일 15시,48,17,135.3,980,29,104,260,중,소형,북,12,170
2021년 11월 30일 15시,72,20.2,137.8,975,32,115,270,중,소형,북동,18,230
2021년 11월 30일 15시,96,22,140.2,990,24,86,250,-,소형,북동,13,310
2021년 11월 30일 15시,120,21.8,140.7,998,19,68,220,-,소형,동남동,2,430
2021년 11월 30일 21시,0,13.1,137.2,996,20,72,230,-,소형,서북서,17,null
2021년 11월 30일 21시,12,14.1,135.9,994,21,76,240,-,소형,북서,15,60
2021년 11월 30일 21시,24,15.1,135.1,990,24,86,250,-,소형,북서,12,110
2021년 11월 30일 21시,36,16.1,134.9,980,29,104,260,중,소형,북,9,140
2021년 11월 30일 21시,48,17.5,135.6,975,32,115,270,중,소형,북북동,14,170
2021년 11월 30일 21시,72,21.2,139,980,29,104,260,중,소형,북동,23,230
2021년 11월 30일 21시,96,22.5,141,994,21,76,240,-,소형,북동,10,310
2021년 11월 30일 21시,120,22.1,141.4,1000,15,54,0,-,-,남동,3,0
2021년 12월 01일 03시,0,13.5,136.5,994,21,76,240,-,소형,북북서,12,null
2021년 12월 01일 03시,12,14.5,135.5,992,23,83,250,-,소형,북서,13,60
2021년 12월 01일 03시,24,15.5,135.1,985,27,97,260,중,소형,북북서,10,110
2021년 12월 01일 03시,36,16.9,135.5,980,29,104,270,중,소형,북북동,13,140
2021년 12월 01일 03시,48,18.8,136.7,975,32,115,270,중,소형,북북동,20,170
2021년 12월 01일 03시,72,22.5,140.7,985,27,97,260,중,소형,북동,24,230
2021년 12월 01일 03시,96,23.1,142.3,994,21,76,240,-,소형,동북동,7,310
2021년 12월 01일 03시,120,22.3,142,1002,15,54,0,-,-,남남서,4,0
2021년 12월 01일 09시,0,14.1,136.2,990,24,86,250,-,소형,북북서,12,null
2021년 12월 01일 09시,12,15.2,135.7,985,27,97,260,중,소형,북북서,11,60
2021년 12월 01일 09시,24,16.4,135.4,980,29,104,270,중,소형,북북서,11,110
2021년 12월 01일 09시,36,18.2,136.6,975,32,115,270,중,소형,북북동,20,140
2021년 12월 01일 09시,48,20.6,138.4,970,35,126,270,강,소형,북동,27,170
2021년 12월 01일 09시,72,25,143.7,990,24,86,260,-,소형,북동,31,230
2021년 12월 01일 09시,96,26.2,147,1002,15,54,0,-,-,동북동,15,0
2021년 12월 01일 15시,0,14.4,135.7,985,27,97,260,중,소형,서북서,11,null
2021년 12월 01일 15시,12,15.9,135.4,980,29,104,270,중,소형,북,14,60
2021년 12월 01일 15시,24,17.6,136,975,32,115,270,중,소형,북북동,16,110
2021년 12월 01일 15시,36,20,137.8,965,37,133,280,강,소형,북동,28,140
2021년 12월 01일 15시,48,22.3,140.2,970,35,126,270,강,소형,북동,29,170
2021년 12월 01일 15시,72,26.7,145.9,1000,15,54,0,-,-,북동,30,0
2021년 12월 01일 21시,0,14.9,135.6,985,27,97,260,중,소형,북북서,8,null
2021년 12월 01일 21시,12,16.7,135.6,975,32,115,270,중,소형,북,16,60
2021년 12월 01일 21시,24,18.8,136.8,965,37,133,280,강,소형,북북동,22,110
2021년 12월 01일 21시,36,21,138.8,960,39,140,300,강,중형,북동,27,140
2021년 12월 01일 21시,48,23.4,141.3,970,35,126,270,강,소형,북동,31,170
2021년 12월 01일 21시,72,27.6,147.4,1000,15,54,0,-,-,북동,32,0
2021년 12월 02일 03시,0,15.8,135.5,975,32,115,280,중,소형,북,22,null
2021년 12월 02일 03시,12,18,136.2,970,35,126,300,강,중형,북북동,21,60
2021년 12월 02일 03시,24,20,137.6,965,37,133,300,강,중형,북북동,22,110
2021년 12월 02일 03시,36,22.1,139.8,970,35,126,300,강,중형,북동,27,140
2021년 12월 02일 03시,48,24.1,142.3,985,27,97,250,중,소형,북동,29,170
2021년 12월 02일 03시,72,26.4,146.4,1002,15,54,0,-,-,동북동,20,0
2021년 12월 02일 09시,0,16.5,135.5,970,35,126,290,강,소형,북,7,null
2021년 12월 02일 09시,12,18.5,136.5,965,37,133,300,강,중형,북북동,21,60
2021년 12월 02일 09시,24,20.8,138.4,965,37,133,300,강,중형,북동,26,110
2021년 12월 02일 09시,36,23,141,975,32,115,280,중,소형,북동,31,140
2021년 12월 02일 09시,48,24.7,143.7,990,24,86,250,-,소형,북동,28,170
2021년 12월 02일 09시,72,25.4,145.5,1004,15,54,0,-,-,동북동,8,0
2021년 12월 02일 15시,0,17.4,135.7,965,37,133,320,강,중형,북,19,null
2021년 12월 02일 15시,12,19.7,137.3,960,39,140,320,강,중형,북동,25,60
2021년 12월 02일 15시,24,21.9,139.6,970,35,126,300,강,중형,북동,29,110
2021년 12월 02일 15시,36,23.8,142.4,980,29,104,280,중,소형,북동,29,140
2021년 12월 02일 15시,48,24.8,144,992,23,83,270,-,소형,동북동,16,170
2021년 12월 02일 15시,72,24.8,144.8,1006,15,54,0,-,-,동,3,0
2021년 12월 02일 21시,0,18.3,136.6,960,39,140,320,강,중형,북동,26,null
2021년 12월 02일 21시,12,20.7,138.7,960,39,140,310,강,중형,북동,28,60
2021년 12월 02일 21시,24,22.8,141.2,975,32,115,290,중,소형,북동,30,110
2021년 12월 02일 21시,36,24.4,143.6,990,24,86,280,-,소형,북동,25,140
2021년 12월 02일 21시,48,24.8,144.8,998,15,54,0,-,-,동북동,10,0
2021년 12월 03일 03시,0,19.5,137.3,955,40,144,320,강,중형,북동,18,null
2021년 12월 03일 03시,12,21.8,139.9,965,37,133,300,강,중형,북동,31,60
2021년 12월 03일 03시,24,24.1,142.9,980,29,104,290,중,소형,북동,33,110
2021년 12월 03일 03시,36,25.5,145.6,994,21,76,280,-,소형,동북동,26,140
2021년 12월 03일 03시,48,25.8,146.5,1000,14,50,0,-,-,동북동,8,0
2021년 12월 03일 09시,0,20.8,138.7,935,49,176,380,매우 강,중형,북동,34,null
2021년 12월 03일 09시,12,23.3,141.5,960,39,140,330,강,중형,북동,33,60
2021년 12월 03일 09시,24,25.2,144.2,980,29,104,300,중,중형,북동,29,110
2021년 12월 03일 09시,36,25.6,146.2,1000,15,54,0,-,-,동북동,17,0
2021년 12월 03일 15시,0,22.5,140.4,935,49,176,380,매우 강,중형,북동,44,null
2021년 12월 03일 15시,12,25.1,143.4,960,39,140,330,강,중형,북동,35,60
2021년 12월 03일 15시,24,27.2,146.6,985,27,97,280,중,소형,북동,33,110
2021년 12월 03일 15시,36,27.2,147.7,1000,15,54,0,-,-,동,9,0
2021년 12월 03일 21시,0,23.9,142.3,955,40,144,340,강,중형,북동,40,null
2021년 12월 03일 21시,12,26.8,145.5,980,29,104,300,중,중형,북동,38,60
2021년 12월 03일 21시,24,28.3,148.2,1000,15,54,0,-,-,동북동,26,0
2021년 12월 04일 03시,0,25.4,144.1,970,35,126,330,강,중형,북동,45,null
