일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2014년 02월 28일 21시,0,8.9,148,1000,18,65,180,약,소형,동북동,4,0
2014년 02월 28일 21시,24,9.3,149.2,992,22,79,220,약,소형,동북동,6,150
2014년 02월 28일 21시,48,10.8,150,985,27,97,250,중,소형,북북동,8,250
2014년 02월 28일 21시,72,13.3,150.5,980,31,112,300,중,중형,북북동,12,400
2014년 02월 28일 21시,96,17.7,151.6,980,31,112,300,중,중형,북북동,21,550
2014년 02월 28일 21시,120,21.4,156.1,985,27,97,250,중,소형,북동,26,700
2014년 03월 01일 03시,0,9,148.9,998,18,65,200,약,소형,동,17,0
2014년 03월 01일 03시,24,9.6,149.6,990,24,86,250,약,소형,북동,4,150
2014년 03월 01일 03시,48,11.5,150.2,980,31,112,300,중,중형,북북동,9,250
2014년 03월 01일 03시,72,15,150.7,975,34,122,350,강,중형,북,16,400
2014년 03월 01일 03시,96,18.8,152.4,980,31,112,300,중,중형,북북동,19,550
2014년 03월 01일 03시,120,22,156.9,985,27,97,250,중,소형,북동,25,700
2014년 03월 01일 09시,0,8.7,149.4,998,18,65,200,약,소형,동남동,11,0
2014년 03월 01일 09시,24,9.5,150.1,990,24,86,250,약,소형,북동,5,150
2014년 03월 01일 09시,48,11.7,150.5,985,27,97,280,중,소형,북,11,250
2014년 03월 01일 09시,72,15.3,151.1,980,31,112,330,중,중형,북,17,400
2014년 03월 01일 09시,96,18.8,152.8,985,27,97,280,중,소형,북북동,18,550
2014년 03월 01일 09시,120,22.1,157.2,990,24,86,250,약,소형,북동,24,700
2014년 03월 01일 15시,0,8.7,149.4,998,18,65,200,약,소형,북,0,0
2014년 03월 01일 15시,24,9.8,150.3,990,24,86,250,약,소형,북동,7,150
2014년 03월 01일 15시,48,12.5,150.2,985,27,97,280,중,소형,북,13,250
2014년 03월 01일 15시,72,16,151.1,980,31,112,300,중,중형,북북동,17,400
2014년 03월 01일 15시,96,19.6,153,985,27,97,280,중,소형,북북동,20,550
2014년 03월 01일 15시,120,21.9,157.2,994,21,76,240,약,소형,동북동,21,700
2014년 03월 01일 21시,0,9,149.5,996,19,68,220,약,소형,북북동,6,0
2014년 03월 01일 21시,24,10.5,150.2,990,24,86,250,약,소형,북북동,8,150
2014년 03월 01일 21시,48,14,150.1,985,27,97,280,중,소형,북,16,250
2014년 03월 01일 21시,72,18,151,980,31,112,300,중,중형,북북동,19,400
2014년 03월 01일 21시,96,20.7,153.7,990,24,86,250,약,소형,북동,17,550
2014년 03월 01일 21시,120,22.7,158.6,996,19,68,220,약,소형,동북동,23,700
2014년 03월 02일 03시,0,9.4,149.7,992,22,79,240,약,소형,북북동,8,0
2014년 03월 02일 03시,24,10.9,150.3,985,27,97,280,중,소형,북북동,7,150
2014년 03월 02일 03시,48,14.9,150.1,980,31,112,300,중,중형,북,18,250
2014년 03월 02일 03시,72,18.7,151,985,27,97,280,중,소형,북북동,18,400
2014년 03월 02일 03시,96,21.6,155.1,990,24,86,250,약,소형,북동,23,550
2014년 03월 02일 03시,120,23.8,160.5,998,-1,-4,0,-,-,동북동,25,0
2014년 03월 02일 09시,0,9.4,149.2,992,22,79,240,약,소형,서,9,0
2014년 03월 02일 09시,24,11.3,149.9,985,27,97,280,중,소형,북,8,150
2014년 03월 02일 09시,48,15.4,149.9,980,31,112,300,중,중형,북,19,250
2014년 03월 02일 09시,72,20,152,985,27,97,280,중,소형,북북동,23,400
2014년 03월 02일 09시,96,22.5,156.1,990,24,86,250,약,소형,동북동,23,550
2014년 03월 02일 09시,120,24.4,161.8,998,-1,-4,0,-,-,동북동,26,0
2014년 03월 02일 15시,0,9.4,148.8,992,22,79,250,약,소형,서,7,0
2014년 03월 02일 15시,24,11.8,149,985,27,97,280,중,소형,북,11,150
2014년 03월 02일 15시,48,16.2,149.8,980,31,112,300,중,중형,북,21,250
2014년 03월 02일 15시,72,20.4,152.7,985,27,97,280,중,소형,북동,23,400
2014년 03월 02일 15시,96,22.8,157.1,994,-1,-4,0,-,-,동북동,22,0
2014년 03월 02일 21시,0,9.5,148.8,992,22,79,250,약,소형,북,2,0
2014년 03월 02일 21시,24,12.3,148.9,985,27,97,280,중,소형,북,13,150
2014년 03월 02일 21시,48,16.9,149.9,980,31,112,300,중,중형,북북동,22,250
2014년 03월 02일 21시,72,20.7,153,985,27,97,280,중,소형,북동,22,400
2014년 03월 02일 21시,96,23.1,157.7,994,-1,-4,0,-,-,동북동,23,0
2014년 03월 03일 03시,0,9.6,148.8,992,22,79,250,약,소형,북,2,0
2014년 03월 03일 03시,24,12.4,149.1,985,27,97,280,중,소형,북,12,150
2014년 03월 03일 03시,48,17.3,150.2,980,31,112,300,중,중형,북북동,23,250
2014년 03월 03일 03시,72,21.1,153.6,985,27,97,280,중,소형,북동,23,400
2014년 03월 03일 03시,96,23.5,158.4,994,-1,-4,0,-,-,동북동,24,0
2014년 03월 03일 09시,0,10.6,149.3,990,24,86,250,약,소형,북북동,21,0
2014년 03월 03일 09시,24,15.5,150.2,980,31,112,280,중,소형,북,23,150
2014년 03월 03일 09시,48,20,152.2,985,27,97,300,중,중형,북북동,23,250
2014년 03월 03일 09시,72,23.4,156.6,994,21,76,280,약,소형,북동,25,400
2014년 03월 03일 09시,96,25.8,162.7,998,-1,-4,0,-,-,동북동,28,0
2014년 03월 03일 15시,0,11.7,149.4,985,27,97,280,중,소형,북,20,0
2014년 03월 03일 15시,24,16.5,150.1,980,31,112,300,중,중형,북,22,150
2014년 03월 03일 15시,48,21.2,152.6,985,27,97,280,중,소형,북북동,24,250
2014년 03월 03일 15시,72,24.1,158.8,998,-1,-4,0,-,-,동북동,29,0
2014년 03월 03일 21시,0,13,149.3,985,27,97,280,중,소형,북,24,0
2014년 03월 03일 21시,24,17.4,150.4,980,31,112,300,중,중형,북북동,21,150
2014년 03월 03일 21시,48,22.2,154,990,24,86,280,약,소형,북동,27,250
2014년 03월 03일 21시,72,24.6,160.9,998,-1,-4,0,-,-,동북동,31,0
2014년 03월 04일 03시,0,13.8,149.6,985,27,97,280,중,소형,북북동,16,0
2014년 03월 04일 03시,24,18.7,150.9,980,31,112,300,중,중형,북북동,23,150
2014년 03월 04일 03시,48,22.8,155.3,992,22,79,280,약,소형,북동,27,250
2014년 03월 04일 03시,72,24.8,162.2,998,-1,-4,0,-,-,동북동,31,0
2014년 03월 04일 09시,0,14.6,150,980,31,112,300,중,중형,북북동,16,0
2014년 03월 04일 09시,24,19.9,152.1,985,27,97,280,중,소형,북북동,26,150
2014년 03월 04일 09시,48,23.9,156.9,992,22,79,250,약,소형,북동,28,250
2014년 03월 04일 09시,72,24.6,164.5,998,-1,-4,0,-,-,동,32,0
2014년 03월 04일 15시,0,15.8,150.5,980,31,112,300,중,중형,북북동,24,0
2014년 03월 04일 15시,24,20.8,153,985,27,97,280,중,소형,북북동,26,150
2014년 03월 04일 15시,48,24.3,158.6,994,21,76,220,약,소형,동북동,29,250
2014년 03월 04일 15시,72,25,165.7,1000,-1,-4,0,-,-,동,30,0
2014년 03월 04일 21시,0,17.5,151.2,980,31,112,300,중,중형,북북동,34,0
2014년 03월 04일 21시,24,22.6,155,990,24,86,250,약,소형,북동,29,150
2014년 03월 04일 21시,48,25,162.8,998,-1,-4,0,-,-,동북동,35,0
2014년 03월 05일 03시,0,19,151.7,975,34,122,320,강,중형,북북동,29,0
2014년 03월 05일 03시,24,23.8,155.9,990,24,86,250,약,소형,북동,29,150
