일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2009년 10월 09일 15시,0,19.4,142.7,1000,17,61,150,약,소형,북북서,15,0
2009년 10월 09일 15시,24,21.2,141.7,998,18,65,180,약,소형,북북서,10,150
2009년 10월 09일 15시,48,21.8,141.5,990,24,86,200,약,소형,북북서,4,250
2009년 10월 09일 15시,72,22.1,141.2,985,27,97,250,중,소형,북북서,2,400
2009년 10월 09일 21시,0,20,142.5,995,20,72,180,약,소형,북북서,12,0
2009년 10월 09일 21시,24,21.5,141.9,990,24,86,200,약,소형,북북서,8,150
2009년 10월 09일 21시,48,22.1,141.6,990,24,86,250,약,소형,북북서,4,250
2009년 10월 09일 21시,72,22.8,141.5,985,27,97,300,중,중형,북,4,400
2009년 10월 10일 03시,0,20.4,142.5,998,17,61,200,약,소형,북,8,0
2009년 10월 10일 03시,24,21.5,142.3,990,24,86,200,약,소형,북북서,6,150
2009년 10월 10일 03시,48,22.5,142.5,990,24,86,250,약,소형,북북동,5,250
2009년 10월 10일 03시,72,23.7,142.5,985,27,97,250,중,소형,북,6,400
2009년 10월 10일 09시,0,20.9,142.7,998,17,61,200,약,소형,북북동,10,0
2009년 10월 10일 09시,24,22,142.6,990,24,86,200,약,소형,북,6,150
2009년 10월 10일 09시,48,23,142.7,990,24,86,250,약,소형,북,5,250
2009년 10월 10일 09시,72,23.8,142.8,985,27,97,250,중,소형,북,4,400
2009년 10월 10일 15시,0,21.3,142.6,998,17,61,200,약,소형,북북서,8,0
2009년 10월 10일 15시,24,22.1,142.5,990,24,86,200,약,소형,북,4,150
2009년 10월 10일 15시,48,23.1,142.6,990,24,86,250,약,소형,북,5,250
2009년 10월 10일 15시,72,24,142.7,985,27,97,250,중,소형,북,5,400
2009년 10월 10일 21시,0,21.6,142.4,998,17,61,200,약,소형,북북서,7,0
2009년 10월 10일 21시,24,22.5,142.2,990,24,86,220,약,소형,북북서,5,150
2009년 10월 10일 21시,48,23.9,142.7,990,24,86,220,약,소형,북북동,7,250
2009년 10월 10일 21시,72,25.5,144,985,27,97,250,중,소형,북동,10,400
2009년 10월 11일 03시,0,22.2,143,998,17,61,200,약,소형,북동,16,0
2009년 10월 11일 03시,24,24,143.3,990,24,86,220,약,소형,북,9,150
2009년 10월 11일 03시,48,26.6,145.3,990,24,86,220,약,소형,북동,15,250
2009년 10월 11일 03시,72,29.5,150,998,17,61,200,약,소형,동북동,24,400
2009년 10월 11일 09시,0,22.3,142.7,996,19,68,200,약,소형,서북서,6,0
2009년 10월 11일 09시,24,24.3,144.1,990,24,86,220,약,소형,북동,12,150
2009년 10월 11일 09시,48,28.4,148.8,985,27,97,250,중,소형,북동,28,250
2009년 10월 11일 09시,72,33.1,156.8,985,27,97,250,중,소형,동북동,39,400
2009년 10월 11일 15시,0,22.7,142.7,996,19,68,200,약,소형,북,8,0
2009년 10월 11일 15시,24,24.6,144.7,985,27,97,250,중,소형,북동,13,150
2009년 10월 11일 15시,48,30,150.5,985,27,97,250,중,소형,북동,35,250
2009년 10월 11일 15시,72,36.1,161,990,-1,-4,0,-,-,동북동,50,0
2009년 10월 11일 21시,0,22.9,143.3,996,19,68,200,약,소형,동북동,11,0
2009년 10월 11일 21시,24,25,145.2,985,27,97,250,중,소형,북동,13,150
2009년 10월 11일 21시,48,30.5,151.2,985,27,97,250,중,소형,북동,36,250
2009년 10월 11일 21시,72,36.8,161.8,990,-1,-4,0,-,-,동북동,51,0
2009년 10월 12일 03시,0,23.2,143.6,990,24,86,200,약,소형,북동,8,0
2009년 10월 12일 03시,24,25.7,145.6,985,27,97,250,중,소형,북동,15,150
2009년 10월 12일 03시,48,31.3,151.8,985,27,97,250,중,소형,북동,37,250
2009년 10월 12일 03시,72,37.4,163.3,990,-1,-4,0,-,-,동북동,53,0
2009년 10월 12일 09시,0,23.5,144.3,992,22,79,180,약,소형,동북동,14,0
2009년 10월 12일 09시,24,27.2,147.8,985,27,97,250,중,소형,북동,23,150
2009년 10월 12일 09시,48,33.7,156,985,27,97,250,중,소형,북동,45,250
2009년 10월 12일 09시,72,40.2,170.6,992,-1,-4,0,-,-,동북동,62,0
2009년 10월 12일 15시,0,24.3,145.1,985,27,97,250,중,소형,북동,21,0
2009년 10월 12일 15시,24,28.7,149.2,985,27,97,250,중,소형,북동,27,150
2009년 10월 12일 15시,48,35.7,159.3,992,-1,-4,0,-,-,북동,52,0
2009년 10월 12일 21시,0,25.5,146.2,992,22,79,250,약,소형,북동,29,0
2009년 10월 12일 21시,24,30.8,152.4,985,27,97,250,중,소형,북동,36,150
2009년 10월 12일 21시,48,37,163.7,992,-1,-4,0,-,-,동북동,53,0
2009년 10월 13일 03시,0,27.2,148.1,992,22,79,250,약,소형,북동,45,0
2009년 10월 13일 03시,24,33.9,156.8,985,27,97,250,중,소형,북동,47,150
2009년 10월 13일 03시,48,39.4,169.3,992,-1,-4,0,-,-,동북동,53,0
2009년 10월 13일 09시,0,28.6,150,992,22,79,250,약,소형,북동,41,0
2009년 10월 13일 09시,24,35,159,995,-1,-4,0,-,-,북동,47,0
2009년 10월 13일 15시,0,30.5,153,992,22,79,250,약,소형,동북동,57,0
2009년 10월 13일 15시,24,37,164,995,-1,-4,0,-,-,동북동,52,0
2009년 10월 13일 21시,0,31.1,154.6,0,-1,-4,0,-,-,동북동,28,0
