일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2004년 09월 05일 06시,0,17,149.5,996,21,76,110,약,소형,서북서,26,null
2004년 09월 05일 06시,24,18.5,144.5,992,23,83,null,약,null,null,null,150
2004년 09월 05일 06시,48,19.5,142,990,28,101,null,중,null,null,null,280
2004년 09월 05일 06시,72,20,140,null,null,null,null,null,null,null,null,410
2004년 09월 06일 09시,0,19.3,142.7,980,28,101,185,중,소형,서,22,null
2004년 09월 06일 09시,24,22.1,138.9,985,26,94,null,중,null,null,null,150
2004년 09월 06일 09시,48,24,136.7,990,23,83,null,약,null,null,null,280
2004년 09월 06일 09시,72,27.8,134.7,995,21,76,null,약,null,null,null,410
2004년 09월 07일 09시,0,21.8,138.7,985,26,94,180,중,소형,북북서,15,null
2004년 09월 07일 09시,24,25.1,136.5,985,26,94,null,중,null,null,null,150
2004년 09월 07일 09시,48,29.9,135.1,990,23,83,null,약,null,null,null,250
2004년 09월 07일 09시,72,37.7,139.7,null,null,null,null,null,null,null,null,400
2004년 09월 08일 09시,0,25.7,137.4,1000,null,null,null,null,null,북,28,null
