일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2011년 05월 07일 15시,0,13.1,126.4,998,18,65,200,약,소형,서북서,18,0
2011년 05월 07일 15시,24,15.1,124,992,22,79,250,약,소형,북서,15,150
2011년 05월 07일 15시,48,18.2,121.9,985,27,97,300,중,중형,북서,18,250
2011년 05월 07일 15시,72,19.9,120.9,985,27,97,300,중,중형,북북서,10,400
2011년 05월 07일 15시,96,22.9,121.8,990,24,86,250,약,소형,북북동,15,550
2011년 05월 07일 15시,120,26.8,124,995,20,72,220,약,소형,북북동,21,700
2011년 05월 07일 21시,0,13.4,125.4,994,21,76,230,약,소형,서북서,19,0
2011년 05월 07일 21시,24,16.3,122.9,990,24,86,280,약,소형,북서,18,150
2011년 05월 07일 21시,48,19.3,120.8,984,28,101,320,중,중형,북서,17,250
2011년 05월 07일 21시,72,21.9,121.2,988,25,90,300,중,중형,북,13,400
2011년 05월 07일 21시,96,24.9,123.4,992,22,79,250,약,소형,북동,18,550
2011년 05월 07일 21시,120,28.1,126.2,996,19,68,200,약,소형,북동,19,700
2011년 05월 08일 03시,0,13.4,124.4,990,24,86,230,약,소형,서,19,0
2011년 05월 08일 03시,24,16.3,122,988,25,90,300,중,중형,북서,18,150
2011년 05월 08일 03시,48,19.8,120.5,984,28,101,320,중,중형,북북서,18,250
2011년 05월 08일 03시,72,23.3,122.2,986,27,97,300,중,중형,북북동,18,400
2011년 05월 08일 03시,96,26.3,125.4,990,24,86,280,약,소형,북동,20,550
2011년 05월 08일 03시,120,29.5,128.5,994,21,76,250,약,소형,북동,20,700
2011년 05월 08일 09시,0,13.4,124.2,990,24,86,230,약,소형,서,4,0
2011년 05월 08일 09시,24,16.1,122,985,27,97,300,중,중형,북서,16,150
2011년 05월 08일 09시,48,20.2,120.9,985,27,97,300,중,중형,북북서,20,250
2011년 05월 08일 09시,72,24,122.8,990,24,86,280,약,소형,북북동,20,400
2011년 05월 08일 09시,96,27.1,126.3,994,21,76,250,약,소형,북동,21,550
2011년 05월 08일 09시,120,29.9,130.9,996,19,68,230,약,소형,동북동,23,700
2011년 05월 08일 15시,0,14.6,123.4,990,24,86,230,약,소형,북서,27,0
2011년 05월 08일 15시,24,17.5,121.5,985,27,97,270,중,소형,북북서,16,150
2011년 05월 08일 15시,48,21,121,987,26,94,230,중,소형,북,17,250
2011년 05월 08일 15시,72,24.3,123.7,990,24,86,200,약,소형,북동,20,400
2011년 05월 08일 15시,96,27,127.2,994,21,76,180,약,소형,북동,20,550
2011년 05월 08일 15시,120,29.9,131.9,998,18,65,160,약,소형,동북동,24,700
2011년 05월 08일 21시,0,15.1,123.1,994,21,76,230,약,소형,북북서,11,0
2011년 05월 08일 21시,24,19.3,121.4,994,21,76,250,약,소형,북북서,21,150
2011년 05월 08일 21시,48,21.8,121.8,998,17,61,230,약,소형,북,12,250
2011년 05월 08일 21시,72,25,125.3,1000,-1,-4,0,-,-,북동,22,0
2011년 05월 09일 03시,0,15.4,123,994,21,76,230,약,소형,북북서,6,0
2011년 05월 09일 03시,24,20,121.4,994,21,76,230,약,소형,북북서,23,150
2011년 05월 09일 03시,48,22.1,122.3,998,17,61,200,약,소형,북북동,11,250
2011년 05월 09일 03시,72,26.1,126.1,1002,-1,-4,0,-,-,북동,25,0
2011년 05월 09일 09시,0,16.4,122.5,994,21,76,230,약,소형,북북서,21,0
2011년 05월 09일 09시,24,20.8,121.7,994,21,76,230,약,소형,북,21,150
2011년 05월 09일 09시,48,24.2,124.2,998,18,65,200,약,소형,북동,20,250
2011년 05월 09일 09시,72,29.1,129.3,1002,-1,-4,0,-,-,북동,32,0
2011년 05월 09일 15시,0,17.1,122.1,994,21,76,230,약,소형,북북서,15,0
2011년 05월 09일 15시,24,21,122.1,994,21,76,230,약,소형,북,19,150
2011년 05월 09일 15시,48,25,125.8,998,18,65,200,약,소형,북동,25,250
2011년 05월 09일 15시,72,30.2,132.6,1002,-1,-4,0,-,-,북동,37,0
2011년 05월 09일 21시,0,17.9,122.2,996,19,68,210,약,소형,북,15,0
2011년 05월 09일 21시,24,22.5,123.3,996,19,68,210,약,소형,북북동,22,150
2011년 05월 09일 21시,48,26.4,128,1000,18,65,200,약,소형,북동,27,250
2011년 05월 09일 21시,72,31.2,134.2,1002,-1,-4,0,-,-,북동,34,0
2011년 05월 10일 03시,0,19.2,122.9,996,19,68,210,약,소형,북북동,28,0
2011년 05월 10일 03시,24,23.2,125.1,998,18,65,200,약,소형,북북동,21,150
