일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2014년 08월 07일 15시,0,14.5,180,950,43,155,280,강,소형,북서,25,0
2014년 08월 07일 15시,24,16.5,176.1,940,47,169,320,매우강,중형,서북서,20,150
2014년 08월 07일 15시,48,20.9,174.5,945,45,162,300,매우강,중형,북북서,21,250
2014년 08월 07일 15시,72,26.6,173.8,960,40,144,250,강,소형,북,26,400
2014년 08월 07일 15시,96,31.6,169.7,970,36,130,200,강,소형,북서,29,550
2014년 08월 07일 15시,120,33.8,166.6,985,27,97,180,중,소형,북서,16,700
2014년 08월 07일 21시,0,15.1,178.7,935,48,173,350,매우강,중형,서북서,26,0
2014년 08월 07일 21시,24,18,175,920,53,191,400,매우강,중형,북서,21,150
2014년 08월 07일 21시,48,22.2,173.6,925,51,184,370,매우강,중형,북북서,20,250
2014년 08월 07일 21시,72,27.4,171.7,950,43,155,300,강,중형,북북서,25,400
2014년 08월 07일 21시,96,31.7,168.9,970,36,130,200,강,소형,북북서,23,550
2014년 08월 07일 21시,120,35,164.7,985,27,97,180,중,소형,북서,22,700
2014년 08월 08일 03시,0,15.7,177.6,920,53,191,330,매우강,중형,서북서,23,0
2014년 08월 08일 03시,24,19,174.3,915,54,194,350,매우강,중형,북서,21,150
2014년 08월 08일 03시,48,24,173.1,925,51,184,320,매우강,중형,북북서,24,250
2014년 08월 08일 03시,72,29.4,170.4,945,45,162,250,매우강,소형,북북서,27,400
2014년 08월 08일 03시,96,33.7,166.5,965,38,137,200,강,소형,북서,25,550
2014년 08월 08일 03시,120,37.4,162.5,985,27,97,180,중,소형,북서,23,700
2014년 08월 08일 09시,0,16.3,176.7,915,54,194,340,매우강,중형,서북서,20,0
2014년 08월 08일 09시,24,20,174.7,915,54,194,350,매우강,중형,북북서,19,150
2014년 08월 08일 09시,48,26.1,172.7,925,51,184,300,매우강,중형,북북서,30,250
2014년 08월 08일 09시,72,30.9,169.2,950,43,155,250,강,소형,북서,26,400
2014년 08월 08일 09시,96,34.4,165.3,970,36,130,200,강,소형,북서,22,550
2014년 08월 08일 09시,120,37.6,161,990,24,86,170,약,소형,북서,22,700
2014년 08월 08일 15시,0,16.9,176,915,54,194,330,매우강,중형,북서,17,0
2014년 08월 08일 15시,24,22,175.5,920,53,191,300,매우강,중형,북,24,150
2014년 08월 08일 15시,48,28.5,172.3,935,48,173,270,매우강,소형,북북서,33,250
2014년 08월 08일 15시,72,32.7,168.1,960,40,144,230,강,소형,북서,26,400
2014년 08월 08일 15시,96,35.4,164.7,975,34,122,180,강,소형,북서,18,550
2014년 08월 08일 15시,120,38.1,161.2,992,22,79,150,약,소형,북서,18,700
2014년 08월 08일 21시,0,17.6,176,920,53,191,300,매우강,중형,북,13,0
2014년 08월 08일 21시,24,23,175.8,930,50,180,280,매우강,소형,북,25,150
2014년 08월 08일 21시,48,29.8,171.7,940,47,169,250,매우강,소형,북북서,36,250
2014년 08월 08일 21시,72,33,166.8,965,38,137,200,강,소형,서북서,24,400
2014년 08월 08일 21시,96,34.1,164.4,980,31,112,180,중,소형,서북서,10,550
2014년 08월 08일 21시,120,34.7,162.2,994,21,76,150,약,소형,서북서,9,700
2014년 08월 09일 03시,0,18.5,176.2,920,53,191,280,매우강,소형,북북동,17,0
2014년 08월 09일 03시,24,24.3,175.4,935,48,173,250,매우강,소형,북,27,150
2014년 08월 09일 03시,48,30.2,171.4,945,45,162,230,매우강,소형,북서,32,250
2014년 08월 09일 03시,72,33.3,166.3,975,34,122,180,강,소형,서북서,25,400
2014년 08월 09일 03시,96,34.2,163.8,985,27,97,160,중,소형,서북서,10,550
2014년 08월 09일 03시,120,34.7,161.8,998,18,65,140,약,소형,서북서,8,700
2014년 08월 09일 09시,0,19.6,176.4,925,51,184,280,매우강,소형,북,21,0
2014년 08월 09일 09시,24,26.1,174.7,935,48,173,250,매우강,소형,북북서,31,150
2014년 08월 09일 09시,48,31.7,169.8,950,43,155,220,강,소형,북서,33,250
2014년 08월 09일 09시,72,33.8,166.3,975,34,122,180,강,소형,서북서,16,400
