일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2013년 09월 17일 03시,0,18,130.6,1000,18,65,250,약,소형,서,15,0
2013년 09월 17일 03시,24,18.4,129,990,24,86,300,약,중형,서북서,7,140
2013년 09월 17일 03시,48,19,126.6,980,31,112,350,중,중형,서북서,11,230
2013년 09월 17일 03시,72,20.2,123.9,970,36,130,400,강,중형,서북서,13,320
2013년 09월 17일 03시,96,21.5,121,970,36,130,400,강,중형,서북서,14,460
2013년 09월 17일 03시,120,22.5,117.1,975,34,122,350,강,중형,서북서,17,550
2013년 09월 17일 09시,0,17.5,131,1000,18,65,250,약,소형,남동,12,0
2013년 09월 17일 09시,24,18,128.7,990,24,86,300,약,중형,서북서,11,140
2013년 09월 17일 09시,48,18.6,126.4,980,31,112,350,중,중형,서북서,11,230
2013년 09월 17일 09시,72,20.1,123.6,970,36,130,400,강,중형,서북서,14,320
2013년 09월 17일 09시,96,21.5,120.4,965,38,137,430,강,중형,서북서,15,460
2013년 09월 17일 09시,120,22.4,116.7,970,36,130,400,강,중형,서북서,16,550
2013년 09월 17일 15시,0,17.7,131.2,996,19,68,270,약,소형,북동,5,0
2013년 09월 17일 15시,24,17.9,128.8,985,27,97,300,중,중형,서,11,140
2013년 09월 17일 15시,48,18.4,126.1,975,34,122,350,강,중형,서,12,230
2013년 09월 17일 15시,72,20.1,123.3,965,38,137,400,강,중형,서북서,14,320
2013년 09월 17일 15시,96,21.5,120.3,960,40,144,430,강,중형,서북서,14,460
2013년 09월 17일 15시,120,22.7,116.4,965,38,137,380,강,중형,서북서,18,550
2013년 09월 17일 21시,0,17.4,130.4,994,21,76,280,약,소형,서남서,15,0
2013년 09월 17일 21시,24,17.6,128.5,985,27,97,300,중,중형,서,8,140
2013년 09월 17일 21시,48,18.7,125.3,975,34,122,350,강,중형,서북서,15,230
2013년 09월 17일 21시,72,20.5,122.8,960,40,144,430,강,중형,북서,14,320
2013년 09월 17일 21시,96,22.1,120.1,960,40,144,430,강,중형,서북서,14,460
2013년 09월 17일 21시,120,23.7,116.5,970,36,130,350,강,중형,서북서,17,550
2013년 09월 18일 03시,0,17.6,130.5,990,24,86,250,약,소형,북북동,4,0
2013년 09월 18일 03시,24,17.8,128,980,31,112,280,중,소형,서,11,140
2013년 09월 18일 03시,48,19.2,125,970,36,130,320,강,중형,서북서,15,230
2013년 09월 18일 03시,72,21.4,122.4,960,40,144,380,강,중형,북서,15,320
2013년 09월 18일 03시,96,23.1,119.3,965,38,137,350,강,중형,서북서,16,460
2013년 09월 18일 03시,120,24.7,115.7,975,34,122,300,강,중형,서북서,17,550
2013년 09월 18일 09시,0,17.3,130.4,985,27,97,280,중,소형,남남서,6,0
2013년 09월 18일 09시,24,17.7,127.3,975,34,122,300,강,중형,서,12,140
2013년 09월 18일 09시,48,19.3,124.5,965,38,137,350,강,중형,서북서,14,230
2013년 09월 18일 09시,72,21.4,121.6,955,41,148,400,강,중형,북서,16,320
2013년 09월 18일 09시,96,23.4,118.2,965,38,137,350,강,중형,서북서,17,460
2013년 09월 18일 09시,120,24.6,115.1,980,31,112,280,중,소형,서북서,14,550
2013년 09월 18일 15시,0,17.3,130.1,980,31,112,300,중,중형,서,5,0
2013년 09월 18일 15시,24,17.9,126.9,970,36,130,320,강,중형,서,14,140
2013년 09월 18일 15시,48,19.8,123.8,960,40,144,380,강,중형,서북서,16,230
2013년 09월 18일 15시,72,21.7,120.8,955,41,148,400,강,중형,서북서,16,320
2013년 09월 18일 15시,96,23.3,117.4,965,38,137,350,강,중형,서북서,17,460
2013년 09월 18일 15시,120,24.3,114.4,985,27,97,250,중,소형,서북서,13,550
2013년 09월 18일 21시,0,17.4,129.5,975,34,122,350,강,중형,서,11,0
2013년 09월 18일 21시,24,18,126.6,965,38,137,380,강,중형,서,13,140
2013년 09월 18일 21시,48,19.7,123.4,955,41,148,400,강,중형,서북서,16,230
2013년 09월 18일 21시,72,21.6,120.3,955,41,148,400,강,중형,서북서,16,320
2013년 09월 18일 21시,96,22.9,117,965,38,137,380,강,중형,서북서,15,460
2013년 09월 18일 21시,120,23.7,114.1,990,24,86,250,약,소형,서북서,13,550
2013년 09월 19일 03시,0,17.3,128.6,960,40,144,380,강,중형,서,16,0
2013년 09월 19일 03시,24,18.5,125.6,955,41,148,400,강,중형,서북서,15,140
2013년 09월 19일 03시,48,20.1,122.6,950,43,155,420,강,중형,서북서,15,230
2013년 09월 19일 03시,72,21.6,119.6,955,41,148,400,강,중형,서북서,15,320
2013년 09월 19일 03시,96,22.5,116.4,970,36,130,360,강,중형,서북서,15,460
2013년 09월 19일 03시,120,23.1,113.3,996,19,68,200,약,소형,서북서,13,550
2013년 09월 19일 09시,0,17,128.3,955,41,148,400,강,중형,남서,8,0
2013년 09월 19일 09시,24,18.9,124.9,945,45,162,450,매우강,중형,서북서,17,140
2013년 09월 19일 09시,48,20.7,121.5,940,47,169,460,매우강,중형,서북서,17,230
2013년 09월 19일 09시,72,22,118.2,950,43,155,400,강,중형,서북서,16,320
2013년 09월 19일 09시,96,22.6,114.5,965,38,137,350,강,중형,서,16,460
2013년 09월 19일 09시,120,22.7,110.7,990,24,86,280,약,소형,서,16,550
2013년 09월 19일 15시,0,17.6,127.9,935,48,173,420,매우강,중형,북북서,13,0
2013년 09월 19일 15시,24,19.5,124.1,925,51,184,470,매우강,중형,서북서,19,140
2013년 09월 19일 15시,48,21.2,120.6,920,53,191,480,매우강,중형,서북서,17,230
2013년 09월 19일 15시,72,22.2,117.3,940,47,169,450,매우강,중형,서북서,15,320
2013년 09월 19일 15시,96,22.7,113.5,965,38,137,350,강,중형,서,16,460
2013년 09월 19일 15시,120,22.7,109.8,995,20,72,250,약,소형,서,16,550
2013년 09월 19일 21시,0,18.2,127.3,915,54,194,460,매우강,중형,북서,15,0
2013년 09월 19일 21시,24,19.8,123.9,910,56,202,470,매우강,중형,서북서,17,140
2013년 09월 19일 21시,48,21.4,120.3,920,53,191,460,매우강,중형,서북서,17,230
2013년 09월 19일 21시,72,22.3,116.5,940,47,169,450,매우강,중형,서북서,17,320
2013년 09월 19일 21시,96,22.6,112.7,965,38,137,350,강,중형,서,16,460
2013년 09월 19일 21시,120,22.6,108.6,990,24,86,250,약,소형,서,18,550
2013년 09월 20일 03시,0,18.8,126.4,915,54,194,460,매우강,중형,서북서,19,0
2013년 09월 20일 03시,24,20.5,123.1,910,56,202,470,매우강,중형,서북서,17,140
2013년 09월 20일 03시,48,21.8,119.1,930,50,180,450,매우강,중형,서북서,18,230
2013년 09월 20일 03시,72,22.5,114.9,945,45,162,430,매우강,중형,서,18,320
2013년 09월 20일 03시,96,22.4,111.5,970,36,130,300,강,중형,서,15,460
2013년 09월 20일 03시,120,22.5,108,994,21,76,230,약,소형,서,15,550
2013년 09월 20일 09시,0,19.3,125.5,915,54,194,460,매우강,중형,서북서,18,0
2013년 09월 20일 09시,24,21.1,121.6,910,56,202,470,매우강,중형,서북서,19,140
2013년 09월 20일 09시,48,22.3,117.4,935,48,173,420,매우강,중형,서북서,19,230
2013년 09월 20일 09시,72,22.6,113.3,960,40,144,380,강,중형,서,18,320
2013년 09월 20일 09시,96,22.4,110.1,980,31,112,280,중,소형,서,14,460
2013년 09월 20일 09시,120,22.2,107.3,998,18,65,180,약,소형,서,12,550
2013년 09월 20일 15시,0,19.8,124.6,915,54,194,470,매우강,중형,서북서,18,0
2013년 09월 20일 15시,24,21.3,120.8,910,56,202,480,매우강,중형,서북서,18,140
2013년 09월 20일 15시,48,22.4,116.5,935,48,173,400,매우강,중형,서북서,19,230
2013년 09월 20일 15시,72,22.8,112,980,31,112,300,중,중형,서,19,320
2013년 09월 20일 15시,96,22.3,108,990,24,86,200,약,소형,서,18,460
2013년 09월 20일 15시,120,20.9,104.8,1000,-1,-4,0,-,-,서남서,15,0
2013년 09월 20일 21시,0,20.2,123.8,920,53,191,460,매우강,중형,서북서,16,0
2013년 09월 20일 21시,24,21.6,119.5,930,50,180,430,매우강,중형,서북서,19,140
2013년 09월 20일 21시,48,22.6,115.1,945,45,162,350,매우강,중형,서북서,20,230
2013년 09월 20일 21시,72,22.7,110.1,980,31,112,280,중,소형,서,21,320
2013년 09월 20일 21시,96,21.7,106.3,994,-1,-4,0,-,-,서남서,17,0
2013년 09월 21일 03시,0,20.4,122.6,925,51,184,440,매우강,중형,서,21,0
2013년 09월 21일 03시,24,21.6,118.4,935,48,173,400,매우강,중형,서북서,19,140
2013년 09월 21일 03시,48,22.7,113.8,955,41,148,300,강,중형,서북서,20,230
2013년 09월 21일 03시,72,22.4,109.3,990,24,86,220,약,소형,서,19,320
2013년 09월 21일 03시,96,21.3,105.5,1002,-1,-4,0,-,-,서남서,17,0
2013년 09월 21일 09시,0,20.7,121.7,925,51,184,440,매우강,중형,서북서,17,0
2013년 09월 21일 09시,24,21.9,117.4,940,47,169,380,매우강,중형,서북서,20,140
2013년 09월 21일 09시,48,22.9,112.6,970,36,130,320,강,중형,서북서,21,230
2013년 09월 21일 09시,72,22.3,107.9,998,18,65,200,약,소형,서,19,320
2013년 09월 21일 09시,96,20.3,104.4,1002,-1,-4,0,-,-,서남서,18,0
2013년 09월 21일 15시,0,20.9,120.8,935,48,173,420,매우강,중형,서북서,16,0
2013년 09월 21일 15시,24,22,116.7,970,36,130,320,강,중형,서북서,19,140
2013년 09월 21일 15시,48,23,112.1,990,24,86,220,약,소형,서북서,20,230
2013년 09월 21일 15시,72,22.1,107.4,1000,-1,-4,0,-,-,서,20,0
2013년 09월 21일 21시,0,21.1,119.6,940,47,169,380,매우강,중형,서,21,0
2013년 09월 21일 21시,24,22.1,115.5,970,36,130,320,강,중형,서북서,19,140
2013년 09월 21일 21시,48,22.9,110.9,992,22,79,200,약,소형,서,20,230
2013년 09월 21일 21시,72,21.7,107.3,1002,-1,-4,0,-,-,서남서,16,0
2013년 09월 22일 03시,0,21.4,118.9,945,45,162,370,매우강,중형,서북서,13,0
2013년 09월 22일 03시,24,22.4,114.3,970,36,130,320,강,중형,서북서,20,140
