일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2002년 07월 08일 09시,0,9.4,154.6,998,18,65,180,약,소형,서북서,19,null
2002년 07월 08일 09시,24,12,152.6,null,null,null,null,null,null,null,null,180
2002년 07월 08일 09시,48,14,151,null,null,null,null,null,null,null,null,320
2002년 07월 09일 09시,0,10.8,149.3,985,23,83,220,약,소형,서북서,27,null
2002년 07월 09일 09시,24,14.5,145.7,null,null,null,null,null,null,null,null,200
2002년 07월 09일 09시,48,17.7,143.7,null,null,null,null,null,null,null,null,300
2002년 07월 10일 09시,0,12,145.1,980,28,101,280,중,소형,서북서,17,null
2002년 07월 10일 09시,24,13.7,142.6,null,null,null,null,null,null,null,null,200
2002년 07월 10일 09시,48,15.9,139,null,null,null,null,null,null,null,null,320
2002년 07월 11일 09시,0,12.9,141.6,970,34,122,350,강,중형,서북서,15,null
2002년 07월 11일 09시,24,14.8,138.7,null,null,null,null,null,null,null,null,180
2002년 07월 11일 09시,48,17.7,135.6,null,null,null,null,null,null,null,null,320
2002년 07월 12일 09시,0,15,137.5,960,38,137,370,강,중형,북서,18,null
2002년 07월 12일 09시,24,18,134,null,null,null,null,null,null,null,null,180
2002년 07월 12일 09시,48,21,130.2,null,null,null,null,null,null,null,null,330
2002년 07월 13일 09시,0,18.8,133.7,945,43,155,690,강,대형,북서,24,null
2002년 07월 13일 09시,24,22,129.4,null,null,null,null,null,null,null,null,200
2002년 07월 13일 09시,48,27.6,127.5,null,null,null,null,null,null,null,null,370
2002년 07월 14일 09시,0,24.1,128.4,950,41,148,400,강,중형,북서,28,null
2002년 07월 14일 09시,12,27,126.8,null,null,null,null,null,null,null,null,130
2002년 07월 14일 09시,24,29.5,127.1,null,null,null,null,null,null,null,null,190
2002년 07월 14일 09시,36,32.1,130.3,null,null,null,null,null,null,null,null,300
2002년 07월 14일 09시,48,34.3,133.4,null,null,null,null,null,null,null,null,410
2002년 07월 14일 21시,0,26.2,127.5,960,36,130,300,강,중형,북,20,null
2002년 07월 14일 21시,12,28.7,127.5,null,null,null,null,null,null,null,null,130
2002년 07월 14일 21시,24,31.5,130.3,null,null,null,null,null,null,null,null,200
2002년 07월 14일 21시,36,34.3,134,null,null,null,null,null,null,null,null,320
2002년 07월 14일 21시,48,39,140,null,null,null,null,null,null,null,null,440
2002년 07월 15일 03시,0,27.4,127.6,960,36,130,600,강,대형,북,24,null
2002년 07월 15일 03시,12,30.8,129,null,null,null,null,null,null,null,null,130
2002년 07월 15일 03시,24,34,133.5,null,null,null,null,null,null,null,null,200
2002년 07월 15일 03시,36,37,138.5,null,null,null,null,null,null,null,null,320
2002년 07월 15일 03시,48,41.5,145,null,null,null,null,null,null,null,null,440
2002년 07월 15일 09시,0,28.7,128.3,965,33,119,480,강,중형,북동,30,null
2002년 07월 15일 09시,12,33,131.5,null,null,null,null,null,null,null,null,130
2002년 07월 15일 09시,24,37.1,139,null,null,null,null,null,null,null,null,200
2002년 07월 15일 09시,36,41,143,null,null,null,null,null,null,null,null,320
2002년 07월 15일 09시,48,45.6,150.3,null,null,null,null,null,null,null,null,440
2002년 07월 15일 15시,0,30.2,130,965,36,130,480,강,중형,북동,30,null
2002년 07월 15일 15시,12,34.3,135,null,null,null,null,null,null,null,null,150
2002년 07월 15일 15시,24,39,142,null,null,null,null,null,null,null,null,220
2002년 07월 15일 15시,36,44.2,148.1,null,null,null,null,null,null,null,null,320
2002년 07월 15일 15시,48,47.5,153.8,null,null,null,null,null,null,null,null,440
2002년 07월 15일 21시,0,31,132.2,975,31,112,150,중,소형,북동,44,null
2002년 07월 15일 21시,12,35.4,137.2,null,null,null,null,null,null,null,null,150
2002년 07월 15일 21시,24,40.3,143.7,null,null,null,null,null,null,null,null,220
2002년 07월 15일 21시,36,44.6,148.5,null,null,null,null,null,null,null,null,320
2002년 07월 16일 03시,0,32,135,980,28,101,110,중,소형,북동,50,null
2002년 07월 16일 03시,12,36.9,141,null,null,null,null,null,null,null,null,130
2002년 07월 16일 03시,24,42.1,147,null,null,null,null,null,null,null,null,220
2002년 07월 16일 03시,36,47.1,152.2,null,null,null,null,null,null,null,null,320
2002년 07월 16일 09시,0,34.5,138.6,975,30,108,110,중,소형,동북동,60,null
2002년 07월 16일 09시,12,39.7,144.1,null,null,null,null,null,null,null,null,130
2002년 07월 16일 09시,24,44.1,150.2,null,null,null,null,null,null,null,null,220
2002년 07월 16일 21시,0,39.8,146.3,985,26,94,310,중,중형,북동,80,null
2002년 07월 16일 21시,24,49.5,156.5,null,null,null,null,null,null,null,null,200
2002년 07월 17일 09시,0,45,151.4,990,20,72,null,약,null,북북동,46,null
