일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2003년 09월 18일 06시,0,20.3,128.9,998,18,65,90,약,소형,북서,7,null
2003년 09월 18일 06시,24,22.2,127,null,null,null,null,null,null,null,null,200
2003년 09월 18일 06시,48,24.1,125.5,null,null,null,null,null,null,null,null,350
2003년 09월 18일 21시,0,23,127.4,990,23,83,220,약,소형,북북서,19,null
2003년 09월 18일 21시,24,24.8,126.7,null,null,null,null,null,null,null,null,150
2003년 09월 18일 21시,48,26.2,127,null,null,null,null,null,null,null,null,250
2003년 09월 18일 21시,72,27.8,128.3,null,null,null,null,null,null,null,null,400
2003년 09월 19일 09시,0,24.9,127.4,985,26,94,370,중,중형,북,24,null
2003년 09월 19일 09시,24,27.4,128.4,null,null,null,null,null,null,null,null,170
2003년 09월 19일 09시,48,29.5,131,null,null,null,null,null,null,null,null,350
2003년 09월 19일 09시,72,34,135,null,null,null,null,null,null,null,null,550
2003년 09월 19일 21시,0,27,128.2,980,31,112,480,중,중형,북,15,null
2003년 09월 19일 21시,24,29.1,131.6,null,null,null,null,null,null,null,null,180
2003년 09월 19일 21시,48,32.6,136.5,null,null,null,null,null,null,null,null,350
2003년 09월 19일 21시,72,39.4,145.7,null,null,null,null,null,null,null,null,600
2003년 09월 20일 09시,0,28.4,129.4,970,33,119,500,강,대형,북동,13,null
2003년 09월 20일 09시,24,30.8,134.5,null,null,null,null,null,null,null,null,200
2003년 09월 20일 09시,48,37,143.2,null,null,null,null,null,null,null,null,400
2003년 09월 20일 15시,0,28.8,130.5,970,33,119,500,강,대형,동북동,18,null
2003년 09월 20일 15시,24,31,135.4,null,null,null,null,null,null,null,null,200
2003년 09월 20일 15시,48,36.7,143.4,null,null,null,null,null,null,null,null,450
2003년 09월 20일 15시,72,46,164,null,null,null,null,null,null,null,null,650
2003년 09월 20일 21시,0,28.9,132,970,33,119,500,강,대형,동북동,22,null
2003년 09월 20일 21시,24,32.2,137.9,null,null,null,null,null,null,null,null,200
2003년 09월 20일 21시,48,38.5,148,null,null,null,null,null,null,null,null,450
2003년 09월 20일 21시,60,42.8,159,null,null,null,null,null,null,null,null,650
2003년 09월 21일 09시,0,30,135.8,965,36,130,530,강,대형,동,30,null
2003년 09월 21일 09시,24,34,141.8,null,null,null,null,null,null,null,null,180
2003년 09월 21일 09시,48,38.5,150,null,null,null,null,null,null,null,null,450
2003년 09월 21일 21시,0,32.1,139,965,36,130,530,강,대형,북동,37,null
2003년 09월 21일 21시,24,36.5,146,null,null,null,null,null,null,null,null,200
2003년 09월 21일 21시,48,41,162,null,null,null,null,null,null,null,null,450
2003년 09월 22일 09시,0,34.4,142.8,965,36,130,550,강,대형,북동,39,null
2003년 09월 22일 09시,12,37.7,148.6,null,null,null,null,null,null,null,null,200
2003년 09월 22일 09시,24,41.2,157.5,null,null,null,null,null,null,null,null,300
2003년 09월 23일 09시,0,40.7,153.7,988,null,null,null,null,null,동북동,93,null
