일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2014년 06월 14일 15시,0,20.7,116.7,994,21,76,200,약,소형,북동,5,0
2014년 06월 14일 15시,24,22.3,116.8,990,24,86,220,약,소형,북,7,150
2014년 06월 14일 15시,48,25.5,118.4,998,-1,-4,0,-,-,북북동,16,0
2014년 06월 14일 21시,0,21.1,116.7,994,21,76,200,약,소형,북,7,0
2014년 06월 14일 21시,24,22.8,117,990,24,86,220,약,소형,북,8,150
2014년 06월 14일 21시,48,25.9,118.6,998,-1,-4,0,-,-,북북동,16,0
2014년 06월 15일 03시,0,21.4,116.8,994,21,76,200,약,소형,북북동,6,0
2014년 06월 15일 03시,24,23.5,117,992,22,79,220,약,소형,북,10,150
2014년 06월 15일 03시,48,26.6,118.8,998,-1,-4,0,-,-,북북동,16,0
2014년 06월 15일 09시,0,21.9,116.7,994,21,76,200,약,소형,북북서,9,0
2014년 06월 15일 09시,24,24.5,117,998,-1,-4,0,-,-,북,12,0
2014년 06월 15일 15시,0,22.7,116.7,996,19,68,200,약,소형,북,15,0
2014년 06월 15일 15시,24,25.4,117.5,1000,-1,-4,0,-,-,북북동,13,0
2014년 06월 15일 21시,0,23.4,116.7,998,18,65,180,약,소형,북,13,0
2014년 06월 15일 21시,24,25.7,118.2,1000,-1,-4,0,-,-,북북동,12,0
2014년 06월 16일 03시,0,23.7,116.5,1000,-1,-4,0,-,-,북북서,7,0
2014년 06월 17일 15시,0,28.5,125.7,996,19,68,150,약,소형,동북동,44,0
2014년 06월 17일 15시,24,32.5,138.5,996,-1,-4,0,-,-,동북동,54,0
2014년 06월 17일 21시,0,29,129.7,996,19,68,150,약,소형,동,66,0
2014년 06월 17일 21시,24,32.4,143.3,996,-1,-4,0,-,-,동북동,57,0
2014년 06월 18일 03시,0,29.8,133.8,996,19,68,150,약,소형,동,68,0
2014년 06월 18일 03시,24,32.3,146.3,996,-1,-4,0,-,-,동,54,0
2014년 06월 18일 09시,0,30.3,139.1,996,19,68,150,약,소형,동,86,0
2014년 06월 18일 09시,12,31.8,150.4,996,-1,-4,0,-,-,동,90,0
2014년 06월 18일 12시,0,30.3,141.4,998,-1,-4,0,-,-,동,74,0
