일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2002년 12월 03일 21시,0,8.7,161,1000,18,65,330,약,중형,서,13,null
2002년 12월 03일 21시,24,8.6,157.5,null,null,null,null,null,null,null,null,200
2002년 12월 03일 21시,48,8.7,153,null,null,null,null,null,null,null,null,330
2002년 12월 04일 15시,0,7.8,159.5,990,23,83,410,약,중형,서남서,11,null
2002년 12월 04일 15시,24,8.3,154,null,null,null,null,null,null,null,null,200
2002년 12월 04일 15시,48,9.2,151,null,null,null,null,null,null,null,null,330
2002년 12월 05일 15시,0,8,156.7,980,28,101,410,중,중형,서,12,null
2002년 12월 05일 15시,24,9.1,153,null,null,null,null,null,null,null,null,190
2002년 12월 05일 15시,48,11.9,148.5,null,null,null,null,null,null,null,null,320
2002년 12월 06일 15시,0,9,151.9,970,33,119,560,강,대형,서,19,null
2002년 12월 06일 15시,24,11.9,147.9,null,null,null,null,null,null,null,null,200
2002년 12월 06일 15시,48,15.2,146.2,null,null,null,null,null,null,null,null,320
2002년 12월 07일 15시,0,10.9,148.1,955,41,148,600,강,대형,서북서,22,null
2002년 12월 07일 15시,24,14.3,146.3,null,null,null,null,null,null,null,null,200
2002년 12월 07일 15시,48,17.8,145.8,null,null,null,null,null,null,null,null,250
2002년 12월 08일 15시,0,13.5,145.2,950,41,148,600,강,대형,북북서,18,null
2002년 12월 08일 15시,24,16.8,144,null,null,null,null,null,null,null,null,190
2002년 12월 08일 15시,48,21.6,147.3,null,null,null,null,null,null,null,null,320
2002년 12월 09일 15시,0,16.9,143.9,940,46,166,600,매우강,대형,북,20,null
2002년 12월 09일 15시,24,22.5,147.5,null,null,null,null,null,null,null,null,200
2002년 12월 09일 15시,48,29.3,159.5,null,null,null,null,null,null,null,null,460
2002년 12월 10일 15시,0,22.4,147.4,945,44,158,650,매우강,대형,북북동,43,null
2002년 12월 10일 15시,24,29.1,159.2,null,null,null,null,null,null,null,null,200
2002년 12월 10일 15시,48,33.4,175,null,null,null,null,null,null,null,null,460
2002년 12월 11일 15시,0,28.5,159.5,996,23,83,500,약,대형,동북동,56,null
