일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2006년 11월 09일 21시,0,15.9,130.1,1000,17,61,180,약,소형,서,21,null
2006년 11월 09일 21시,24,15.3,124.8,998,18,65,250,약,소형,서,35,150
2006년 11월 09일 21시,48,15,120.6,996,20,72,350,약,중형,서,28,250
2006년 11월 09일 21시,72,14.4,116.7,990,23,83,400,약,중형,서,26,400
2006년 11월 10일 09시,0,16.1,127.2,985,28,101,250,중,소형,서,24,null
2006년 11월 10일 09시,24,15.5,122.5,970,33,119,300,강,중형,서,31,150
2006년 11월 10일 09시,48,14.8,118.8,970,33,119,300,강,중형,서,25,250
2006년 11월 10일 09시,72,14.3,115.3,965,35,126,350,강,중형,서,24,400
2006년 11월 10일 15시,0,16.2,125.6,945,49,176,280,매우강,소형,서,28,null
2006년 11월 10일 15시,24,15.7,121,945,49,176,300,매우강,중형,서,30,150
2006년 11월 10일 15시,48,15,117.8,940,51,184,350,매우강,중형,서남서,22,250
2006년 11월 10일 15시,72,14.5,114.2,940,51,184,400,매우강,중형,서,24,400
2006년 11월 11일 03시,0,16.3,122.8,930,51,184,280,매우강,소형,서,24,null
2006년 11월 11일 03시,24,15.5,118.8,950,43,155,260,강,소형,서남서,27,150
2006년 11월 11일 03시,48,14.8,114.8,940,47,169,320,매우강,중형,서,27,250
2006년 11월 11일 03시,72,15.3,111.6,945,46,166,320,매우강,중형,서,21,400
2006년 11월 11일 15시,0,16.1,120.3,960,43,155,330,강,중형,서,23,null
2006년 11월 11일 15시,24,15.7,117.4,955,45,162,240,매우강,소형,서,19,150
2006년 11월 11일 15시,48,15.6,115.1,960,43,155,260,강,소형,서,15,250
2006년 11월 11일 15시,72,16.2,112,965,41,148,260,강,소형,서,21,400
2006년 11월 12일 03시,0,15.6,119.1,975,37,133,240,강,소형,서남서,10,null
2006년 11월 12일 03시,24,15.6,115.6,965,41,148,280,강,소형,서,23,150
2006년 11월 12일 03시,48,16.3,112.6,965,41,148,280,강,소형,서북서,20,250
2006년 11월 12일 03시,72,17.3,110.4,970,39,140,250,강,소형,서북서,16,400
2006년 11월 12일 15시,0,15,116.7,985,27,97,240,중,소형,서,20,null
2006년 11월 12일 15시,24,15.3,113.1,985,27,97,240,중,소형,서,24,150
2006년 11월 12일 15시,48,16.9,110.3,990,25,90,200,중,소형,서북서,21,250
2006년 11월 12일 15시,72,18.6,108.4,995,21,76,150,약,소형,북서,16,400
2006년 11월 13일 03시,0,15.2,113.8,990,25,90,240,중,소형,서,20,null
2006년 11월 13일 03시,24,15.9,110.3,992,27,97,240,중,소형,서북서,23,150
2006년 11월 13일 03시,48,16.5,107.5,995,23,83,150,약,소형,서북서,19,250
2006년 11월 13일 03시,72,17.5,104.5,1000,null,null,null,null,null,서북서,20,0
2006년 11월 13일 15시,0,15.9,113.2,992,25,90,180,중,소형,북북서,9,null
2006년 11월 13일 15시,24,16.9,110.9,995,23,83,160,약,소형,서북서,16,150
2006년 11월 13일 15시,48,18.2,108.9,998,21,76,130,약,소형,서북서,15,250
2006년 11월 13일 15시,72,19.8,107.7,1000,null,null,null,null,null,북서,13,0
2006년 11월 14일 03시,0,16.3,112,1000,18,65,150,약,소형,서,9,null
2006년 11월 14일 03시,24,17.1,110,1004,18,65,130,약,소형,서북서,14,150
2006년 11월 14일 03시,48,18.4,108.4,1004,null,null,null,null,null,북서,13,0
2006년 11월 14일 15시,0,18,111,1006,null,null,null,null,null,서북서,19,null
