일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2003년 04월 11일 09시,0,9,157.7,1004,18,65,110,약,소형,서,17,null
2003년 04월 11일 09시,24,10.2,155,null,null,null,null,null,null,null,null,190
2003년 04월 11일 09시,48,10.7,152,null,null,null,null,null,null,null,null,320
2003년 04월 12일 09시,0,9.9,154.1,992,21,76,280,약,소형,서,15,null
2003년 04월 12일 09시,24,10.2,151.7,null,null,null,null,null,null,null,null,190
2003년 04월 12일 09시,48,10.4,148.1,null,null,null,null,null,null,null,null,320
2003년 04월 13일 09시,0,10.2,150.7,980,28,101,370,중,중형,서,15,null
2003년 04월 13일 09시,24,10.8,147,null,null,null,null,null,null,null,null,190
2003년 04월 13일 09시,48,12.4,142.8,null,null,null,null,null,null,null,null,320
2003년 04월 14일 09시,0,10.4,147.3,970,36,130,430,강,중형,서,17,null
2003년 04월 14일 09시,24,11.6,142.6,null,null,null,null,null,null,null,null,200
2003년 04월 14일 09시,48,13.2,137.4,null,null,null,null,null,null,null,null,330
2003년 04월 15일 09시,0,11.5,142.3,945,41,148,460,강,중형,서,28,null
2003년 04월 15일 09시,24,13.4,137.3,null,null,null,null,null,null,null,null,200
2003년 04월 15일 09시,48,14.4,133.4,null,null,null,null,null,null,null,null,310
2003년 04월 16일 09시,0,13.1,137,930,46,166,460,매우강,중형,서,24,null
2003년 04월 16일 09시,24,14.4,133,null,null,null,null,null,null,null,null,200
2003년 04월 16일 09시,48,15.2,129.8,null,null,null,null,null,null,null,null,310
2003년 04월 17일 09시,0,13.8,133.6,940,44,158,410,매우강,중형,서,7,null
2003년 04월 17일 09시,24,14.6,129.9,null,null,null,null,null,null,null,null,190
2003년 04월 17일 09시,48,15.7,127.5,null,null,null,null,null,null,null,null,330
2003년 04월 18일 09시,0,13.5,130.5,940,44,158,370,매우강,중형,서,13,null
2003년 04월 18일 09시,24,14.4,129,null,null,null,null,null,null,null,null,190
2003년 04월 18일 09시,48,15.9,126.2,null,null,null,null,null,null,null,null,310
2003년 04월 19일 09시,0,14.1,128.7,945,41,148,370,강,중형,서북서,7,null
2003년 04월 19일 09시,24,16.1,126.9,null,null,null,null,null,null,null,null,190
2003년 04월 19일 09시,48,18.1,125.6,null,null,null,null,null,null,null,null,330
2003년 04월 20일 09시,0,16.2,126.7,955,39,140,330,강,중형,북서,11,null
2003년 04월 20일 09시,24,17.8,124.8,null,null,null,null,null,null,null,null,190
2003년 04월 20일 09시,48,19,123,null,null,null,null,null,null,null,null,330
2003년 04월 21일 09시,0,18.3,124.6,950,41,148,370,강,중형,서북서,11,null
2003년 04월 21일 09시,24,19.8,122.7,null,null,null,null,null,null,null,null,190
2003년 04월 21일 09시,48,20.8,121.8,null,null,null,null,null,null,null,null,330
2003년 04월 22일 09시,0,20.2,124.4,975,28,101,240,중,소형,북,11,null
2003년 04월 22일 09시,24,22,122.7,null,null,null,null,null,null,null,null,170
2003년 04월 22일 09시,48,24,122.3,null,null,null,null,null,null,null,null,330
2003년 04월 23일 09시,0,20.8,122.5,994,20,72,200,약,소형,서북서,7,null
2003년 04월 23일 09시,24,22.3,122.2,null,null,null,null,null,null,null,null,170
2003년 04월 24일 09시,0,22,122.7,998,18,65,200,약,소형,북,9,null
2003년 04월 24일 09시,24,28,125.8,null,null,null,null,null,null,null,null,190
2003년 04월 24일 21시,0,24.7,124,996,23,83,200,약,소형,북북동,26,null
2003년 04월 24일 21시,24,33,129.8,null,null,null,null,null,null,null,null,200
2003년 04월 25일 09시,0,29,127.1,998,20,72,190,약,소형,북북동,50,null
2003년 04월 25일 09시,12,35.2,131.8,null,null,null,null,null,null,null,null,190
2003년 04월 25일 09시,24,41.2,140.8,null,null,null,null,null,null,null,null,280
2003년 04월 25일 12시,0,30.3,128.8,1000,null,null,null,null,null,북북동,56,null
