일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2001년 08월 27일 21시,0,18,141.2,994,21,76,220,약,소형,북북동,15,null
2001년 08월 27일 21시,24,20,143.9,null,null,null,null,null,null,null,null,190
2001년 08월 27일 21시,48,22.6,146.3,null,null,null,null,null,null,null,null,320
2001년 08월 28일 15시,0,20.4,143.6,980,30,108,350,중,중형,북북동,15,null
2001년 08월 28일 15시,24,21.8,144.6,null,null,null,null,null,null,null,null,170
2001년 08월 28일 15시,48,23.7,145,null,null,null,null,null,null,null,null,330
2001년 08월 29일 15시,0,23.4,145.9,940,44,158,430,매우강,중형,북동,14,null
2001년 08월 29일 15시,24,26.3,146.8,null,null,null,null,null,null,null,null,180
2001년 08월 29일 15시,48,29.7,147.8,null,null,null,null,null,null,null,null,310
2001년 08월 30일 03시,0,24.6,146.8,930,46,166,460,매우강,중형,북북동,13,null
2001년 08월 30일 03시,24,27.3,147.6,null,null,null,null,null,null,null,null,180
2001년 08월 30일 03시,48,32,149.8,null,null,null,null,null,null,null,null,330
2001년 08월 30일 15시,0,25.5,147.4,935,43,155,460,강,중형,북북동,10,null
2001년 08월 30일 15시,24,29.6,148.6,null,null,null,null,null,null,null,null,180
2001년 08월 30일 15시,48,33.7,151.3,null,null,null,null,null,null,null,null,330
2001년 08월 31일 03시,0,26.9,147.7,945,39,140,410,강,중형,북,17,null
2001년 08월 31일 03시,24,29.5,148.6,null,null,null,null,null,null,null,null,180
2001년 08월 31일 03시,48,33.5,151.3,null,null,null,null,null,null,null,null,330
2001년 08월 31일 15시,0,28.5,148,950,38,137,380,강,중형,북북동,15,null
2001년 08월 31일 15시,24,33,150,null,null,null,null,null,null,null,null,180
2001년 08월 31일 15시,48,38,155,null,null,null,null,null,null,null,null,330
2001년 09월 01일 03시,0,30.3,149.2,965,33,119,330,강,중형,북동,17,null
2001년 09월 01일 03시,24,35.1,152.9,null,null,null,null,null,null,null,null,200
2001년 09월 01일 03시,48,40.4,158.6,null,null,null,null,null,null,null,null,380
2001년 09월 01일 15시,0,32,151.1,970,31,112,350,중,중형,북동,25,null
2001년 09월 01일 15시,24,36.5,154,null,null,null,null,null,null,null,null,180
2001년 09월 01일 15시,48,44.2,165,null,null,null,null,null,null,null,null,460
2001년 09월 02일 03시,0,33.3,153.5,980,28,101,330,중,중형,북동,20,null
2001년 09월 02일 03시,24,40.2,160,null,null,null,null,null,null,null,null,180
