일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2013년 07월 08일 09시,0,19.2,145.4,1000,18,65,150,약,소형,서,29,0
2013년 07월 08일 09시,24,19.8,139.8,994,21,76,200,약,소형,서,21,140
2013년 07월 08일 09시,48,20.9,135,985,27,97,250,중,소형,서북서,21,230
2013년 07월 08일 09시,72,22.2,130.4,975,34,122,300,강,중형,서북서,21,320
2013년 07월 08일 09시,96,23.7,127,970,36,130,350,강,중형,서북서,16,460
2013년 07월 08일 09시,120,25.5,123.7,975,34,122,330,강,중형,서북서,16,550
2013년 07월 08일 15시,0,19.1,143.9,996,19,68,200,약,소형,서,26,0
2013년 07월 08일 15시,24,19.9,138.5,990,24,86,250,약,소형,서,23,140
2013년 07월 08일 15시,48,21.1,134.3,980,31,112,300,중,중형,서북서,19,230
2013년 07월 08일 15시,72,22.2,130,970,36,130,350,강,중형,서북서,19,320
2013년 07월 08일 15시,96,23.7,125.9,965,38,137,400,강,중형,서북서,19,460
2013년 07월 08일 15시,120,25.9,122.4,970,36,130,350,강,중형,서북서,18,550
2013년 07월 08일 21시,0,19.2,142.8,985,27,97,280,중,소형,서,19,0
2013년 07월 08일 21시,24,20.3,138.1,970,36,130,350,강,중형,서북서,21,140
2013년 07월 08일 21시,48,21.7,133,960,40,144,400,강,중형,서북서,23,250
2013년 07월 08일 21시,72,23,127.9,950,43,155,430,강,중형,서북서,23,400
2013년 07월 08일 21시,96,24.5,124.7,945,45,162,450,매우강,중형,서북서,16,500
2013년 07월 08일 21시,120,26.9,122,950,43,155,430,강,중형,북서,15,600
2013년 07월 09일 03시,0,19.5,141.6,975,31,112,300,중,중형,서북서,22,0
2013년 07월 09일 03시,24,20.7,136.8,960,40,144,350,강,중형,서북서,22,140
2013년 07월 09일 03시,48,22,131.7,950,43,155,430,강,중형,서북서,23,250
2013년 07월 09일 03시,72,23.3,127,945,45,162,450,매우강,중형,서북서,21,400
2013년 07월 09일 03시,96,25.3,123.9,945,45,162,450,매우강,중형,서북서,16,500
2013년 07월 09일 03시,120,28,121.9,955,41,148,400,강,중형,북서,15,600
2013년 07월 09일 09시,0,19.6,140.5,970,36,130,320,강,중형,서,19,0
2013년 07월 09일 09시,24,21,135.5,960,40,144,350,강,중형,서북서,22,140
2013년 07월 09일 09시,48,22.2,130.9,950,43,155,430,강,중형,서북서,21,230
2013년 07월 09일 09시,72,23.8,126.1,940,47,169,480,매우강,중형,서북서,22,320
2013년 07월 09일 09시,96,26.1,122.8,955,41,148,420,강,중형,북서,17,460
2013년 07월 09일 09시,120,28.5,120.5,970,36,130,350,강,중형,북서,15,550
2013년 07월 09일 15시,0,19.8,139.3,965,38,137,350,강,중형,서,21,0
2013년 07월 09일 15시,24,21.3,134.2,950,43,155,400,강,중형,서북서,23,140
2013년 07월 09일 15시,48,22.9,128.9,935,48,173,480,매우강,중형,서북서,24,230
2013년 07월 09일 15시,72,24.6,124.7,940,47,169,450,매우강,중형,서북서,20,320
2013년 07월 09일 15시,96,27.1,121.1,960,40,144,380,강,중형,북서,19,460
2013년 07월 09일 15시,120,30.3,118.2,980,31,112,300,중,중형,북서,19,600
2013년 07월 09일 21시,0,20.4,138.1,955,41,148,380,강,중형,서북서,24,0
2013년 07월 09일 21시,24,21.4,132.6,940,47,169,450,매우강,중형,서,24,140
2013년 07월 09일 21시,48,22.8,127.4,930,50,180,480,매우강,중형,서북서,23,230
2013년 07월 09일 21시,72,24.9,123.4,940,47,169,450,매우강,중형,서북서,20,320
2013년 07월 09일 21시,96,27.7,120.5,970,36,130,320,강,중형,북서,18,460
2013년 07월 09일 21시,120,30.9,118.1,998,18,65,150,약,소형,북서,18,550
2013년 07월 10일 03시,0,20.7,137.1,935,48,173,400,매우강,중형,서북서,18,0
2013년 07월 10일 03시,24,21.6,131.8,925,51,184,430,매우강,중형,서,22,140
2013년 07월 10일 03시,48,22.7,126.8,925,51,184,430,매우강,중형,서북서,22,230
2013년 07월 10일 03시,72,25,122.6,950,43,155,350,강,중형,서북서,21,320
2013년 07월 10일 03시,96,28.3,119.7,980,31,112,250,중,소형,북서,19,460
2013년 07월 10일 03시,120,31.9,117.8,1000,-1,-4,0,-,-,북북서,19,0
2013년 07월 10일 09시,0,21.1,135.9,925,51,184,450,매우강,중형,서북서,22,0
2013년 07월 10일 09시,24,22,130.6,915,54,194,480,매우강,중형,서,23,140
2013년 07월 10일 09시,48,23.5,125.5,915,54,194,480,매우강,중형,서북서,23,230
2013년 07월 10일 09시,72,25.9,121.3,950,43,155,380,강,중형,서북서,21,320
2013년 07월 10일 09시,96,29.9,118.2,985,27,97,250,중,소형,북서,23,460
2013년 07월 10일 09시,120,33.5,117.1,1000,-1,-4,0,-,-,북북서,17,0
2013년 07월 10일 15시,0,21.4,134.8,925,51,184,450,매우강,중형,서북서,20,0
2013년 07월 10일 15시,24,22.1,129.9,915,54,194,480,매우강,중형,서,21,140
2013년 07월 10일 15시,48,23.6,124.8,920,53,191,470,매우강,중형,서북서,23,230
2013년 07월 10일 15시,72,26.4,120.6,960,40,144,330,강,중형,서북서,22,320
2013년 07월 10일 15시,96,30,117.9,990,24,86,220,약,소형,북서,20,460
2013년 07월 10일 15시,120,34.4,116.6,1004,-1,-4,0,-,-,북북서,21,0
2013년 07월 10일 21시,0,21.8,133.5,925,51,184,450,매우강,중형,서북서,24,0
2013년 07월 10일 21시,24,22.5,128.6,915,54,194,480,매우강,중형,서,22,140
2013년 07월 10일 21시,48,24.2,123.5,925,51,184,420,매우강,중형,서북서,23,230
2013년 07월 10일 21시,72,27.4,119.5,970,36,130,300,강,중형,북서,22,320
2013년 07월 10일 21시,96,30.9,117.3,1000,-1,-4,0,-,-,북북서,18,0
2013년 07월 11일 03시,0,21.9,132.2,935,48,173,430,매우강,중형,서,22,0
2013년 07월 11일 03시,24,23,126.9,915,54,194,480,매우강,중형,서,24,140
2013년 07월 11일 03시,48,24.8,122.4,930,50,180,400,매우강,중형,서북서,21,230
2013년 07월 11일 03시,72,27.8,118.8,980,31,112,250,중,소형,북서,21,320
2013년 07월 11일 03시,96,32.4,117.6,1002,-1,-4,0,-,-,북북서,22,0
2013년 07월 11일 09시,0,22.1,130.9,930,50,180,450,매우강,중형,서,23,0
2013년 07월 11일 09시,24,23.3,125.6,920,53,191,480,매우강,중형,서북서,23,140
2013년 07월 11일 09시,48,25.4,121,960,40,144,330,강,중형,서북서,22,230
2013년 07월 11일 09시,72,29.9,117.5,990,24,86,180,약,소형,북서,25,320
2013년 07월 11일 09시,96,34.9,117,1004,-1,-4,0,-,-,북,23,0
2013년 07월 11일 15시,0,22.3,129.7,930,50,180,450,매우강,중형,서,21,0
2013년 07월 11일 15시,24,23.5,125.1,920,53,191,480,매우강,중형,서북서,21,140
2013년 07월 11일 15시,48,26.2,120.4,970,36,130,280,강,소형,서북서,24,230
2013년 07월 11일 15시,72,30.7,117.1,992,22,79,160,약,소형,북북서,24,320
2013년 07월 11일 15시,96,35.4,117.3,1004,-1,-4,0,-,-,북,22,0
2013년 07월 11일 21시,0,22.4,128.5,935,48,173,430,매우강,중형,서,21,0
2013년 07월 11일 21시,24,23.9,123.5,930,50,180,450,매우강,중형,서북서,22,140
2013년 07월 11일 21시,48,27.1,119.4,975,34,122,250,강,소형,북서,22,230
2013년 07월 11일 21시,72,31.2,117.5,998,18,65,150,약,소형,북북서,21,320
2013년 07월 11일 21시,96,34.8,117.9,1004,-1,-4,0,-,-,북,17,0
2013년 07월 12일 03시,0,22.6,127.1,940,47,169,400,매우강,중형,서,24,0
2013년 07월 12일 03시,24,24.9,122,940,47,169,400,매우강,중형,서북서,24,140
2013년 07월 12일 03시,48,28.6,118.1,985,27,97,230,중,소형,북서,23,230
2013년 07월 12일 03시,72,33.1,116.9,1000,-1,-4,0,-,-,북북서,21,0
2013년 07월 12일 09시,0,22.7,126,945,45,162,370,매우강,중형,서,19,0
2013년 07월 12일 09시,24,25.6,120.9,960,40,144,320,강,중형,서북서,24,140
2013년 07월 12일 09시,48,29.5,117.3,990,24,86,170,약,소형,북서,23,250
2013년 07월 12일 09시,72,33.4,117.3,1002,-1,-4,0,-,-,북,18,0
2013년 07월 12일 15시,0,23.3,125,955,41,148,360,강,중형,서북서,20,0
2013년 07월 12일 15시,24,25.9,120.5,975,34,122,300,강,중형,서북서,23,150
2013년 07월 12일 15시,48,30.2,117,998,-1,-4,0,-,-,북서,25,0
2013년 07월 12일 21시,0,23.9,123.8,950,43,155,380,강,중형,서북서,23,0
2013년 07월 12일 21시,24,27,119.2,985,27,97,250,중,소형,북서,24,150
2013년 07월 12일 21시,48,31.4,116.7,1002,-1,-4,0,-,-,북북서,23,0
2013년 07월 13일 03시,0,24.8,122.4,955,41,148,380,강,중형,서북서,29,0
2013년 07월 13일 03시,24,27.9,118.1,990,24,86,200,약,소형,북서,23,150
2013년 07월 13일 03시,48,32.3,117.1,1004,-1,-4,0,-,-,북북서,20,0
2013년 07월 13일 09시,0,24.9,121,965,38,137,380,강,중형,서,24,0
2013년 07월 13일 09시,24,29,117.5,996,19,68,180,약,소형,북서,24,140
2013년 07월 13일 09시,48,33,117,1004,-1,-4,0,-,-,북북서,21,0
2013년 07월 13일 15시,0,25.9,120,975,34,122,350,강,중형,북서,25,0
2013년 07월 13일 15시,24,29.9,117.3,1000,-1,-4,0,-,-,북서,22,0
2013년 07월 13일 21시,0,26.8,118.9,985,27,97,280,중,소형,북서,25,0
2013년 07월 13일 21시,24,30.4,116.9,1002,-1,-4,0,-,-,북북서,20,0
2013년 07월 14일 03시,0,27.3,118,994,21,76,180,약,소형,서북서,18,0
2013년 07월 14일 03시,24,31.6,116.4,1003,-1,-4,0,-,-,북북서,19,0
2013년 07월 14일 09시,0,28.2,116.3,998,-1,-4,0,-,-,서북서,32,0
