일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2018년 09월 11일 09시,0,20.9,118.4,1000,18,65,130,약,소형,서,19,null
2018년 09월 11일 09시,24,20.9,114.6,998,19,68,150,약,소형,서,16,110
2018년 09월 11일 09시,48,21.1,111,994,21,76,180,약,소형,서,16,170
2018년 09월 11일 09시,72,21.4,107.1,998,19,68,150,약,소형,서,17,250
2018년 09월 11일 09시,96,21.8,102.9,1004,13,47,0,-,-,서,18,0
2018년 09월 11일 15시,0,20.7,117.7,996,20,72,140,약,소형,서남서,13,null
2018년 09월 11일 15시,24,21,113.9,994,21,76,160,약,소형,서,16,110
2018년 09월 11일 15시,48,21.3,110,994,21,76,160,약,소형,서,17,170
2018년 09월 11일 15시,72,21.7,105.5,1002,15,54,0,-,-,서,19,0
2018년 09월 11일 21시,0,20.5,117.3,996,20,72,140,약,소형,서남서,8,null
2018년 09월 11일 21시,24,21,113,994,21,76,160,약,소형,서,19,110
2018년 09월 11일 21시,48,21.4,108.9,996,20,72,150,약,소형,서,18,170
2018년 09월 11일 21시,72,21.8,104.5,1002,15,54,0,-,-,서,19,0
2018년 09월 12일 03시,0,20.4,116.7,996,20,72,140,약,소형,서,11,null
2018년 09월 12일 03시,24,20.9,111.9,994,21,76,150,약,소형,서,21,110
2018년 09월 12일 03시,48,21.3,107.1,1000,18,65,130,약,소형,서,21,170
2018년 09월 12일 03시,72,21.9,102.7,1002,14,50,0,-,-,서,19,0
2018년 09월 12일 09시,0,20.6,115.3,996,20,72,140,약,소형,서,25,null
2018년 09월 12일 09시,24,21,110.7,994,21,76,150,약,소형,서,20,110
2018년 09월 12일 09시,48,21.4,105.9,1000,18,65,130,약,소형,서,21,170
2018년 09월 12일 09시,72,22,102.1,1004,14,50,0,-,-,서,19,0
2018년 09월 12일 15시,0,20.9,114.5,996,20,72,140,약,소형,서북서,15,null
2018년 09월 12일 15시,24,21.1,109.5,998,19,68,120,약,소형,서,22,110
2018년 09월 12일 15시,48,21.7,104.4,1002,15,54,0,-,-,서,22,0
2018년 09월 12일 21시,0,20.9,113.6,996,20,72,140,약,소형,서,16,null
2018년 09월 12일 21시,24,21.2,108.1,1000,18,65,120,약,소형,서,24,110
2018년 09월 12일 21시,48,21.8,103.6,1004,14,50,0,-,-,서,22,0
2018년 09월 13일 03시,0,20.8,112.1,996,20,72,140,약,소형,서,26,null
2018년 09월 13일 03시,24,21.4,106.8,1000,18,65,120,약,소형,서,23,110
2018년 09월 13일 03시,48,21.9,102.9,1004,14,50,0,-,-,서,22,0
2018년 09월 13일 09시,0,20.9,110.7,996,20,72,140,약,소형,서,24,null
2018년 09월 13일 09시,24,21.5,105.6,1002,14,50,0,-,-,서,22,0
2018년 09월 13일 15시,0,21,109.5,1002,15,54,0,-,-,서,21,null
