일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2003년 06월 13일 18시,0,11.2,130.7,998,18,65,280,약,소형,서,18,null
2003년 06월 13일 18시,24,12.5,128.5,null,null,null,null,null,null,null,null,170
2003년 06월 13일 18시,48,15.7,126.1,null,null,null,null,null,null,null,null,370
2003년 06월 13일 18시,72,18.9,124.8,null,null,null,null,null,null,null,null,560
2003년 06월 14일 15시,0,12.8,126.9,998,21,76,280,약,소형,북서,15,null
2003년 06월 14일 15시,24,17.1,126,null,null,null,null,null,null,null,null,200
2003년 06월 14일 15시,48,21.1,125.9,null,null,null,null,null,null,null,null,320
2003년 06월 14일 15시,72,25.8,127.4,null,null,null,null,null,null,null,null,460
2003년 06월 15일 15시,0,14.6,125.8,990,23,83,280,약,소형,북,15,null
2003년 06월 15일 15시,24,17.4,125,null,null,null,null,null,null,null,null,180
2003년 06월 15일 15시,48,21.6,125.7,null,null,null,null,null,null,null,null,320
2003년 06월 15일 15시,72,27,128,null,null,null,null,null,null,null,null,460
2003년 06월 16일 15시,0,17.6,124.1,980,28,101,400,중,중형,북서,15,null
2003년 06월 16일 15시,24,21.5,124.1,null,null,null,null,null,null,null,null,180
2003년 06월 16일 15시,48,26.2,125.2,null,null,null,null,null,null,null,null,320
2003년 06월 16일 15시,72,32.3,129,null,null,null,null,null,null,null,null,600
2003년 06월 17일 09시,0,19.7,122.8,980,28,101,400,중,중형,북북서,11,null
2003년 06월 17일 09시,24,24.7,123.8,null,null,null,null,null,null,null,null,200
2003년 06월 17일 09시,48,31.4,126.9,null,null,null,null,null,null,null,null,350
2003년 06월 17일 09시,72,38.2,132.9,null,null,null,null,null,null,null,null,650
2003년 06월 17일 21시,0,22,123.5,970,33,119,430,강,중형,북,26,null
2003년 06월 17일 21시,24,28.2,125.1,null,null,null,null,null,null,null,null,200
2003년 06월 17일 21시,48,35,129.6,null,null,null,null,null,null,null,null,400
2003년 06월 17일 21시,72,41.3,135.6,null,null,null,null,null,null,null,null,600
2003년 06월 18일 09시,0,25,123.8,960,39,140,500,강,대형,북,26,null
2003년 06월 18일 09시,24,31.3,127,null,null,null,null,null,null,null,null,200
2003년 06월 18일 09시,48,37.5,133,null,null,null,null,null,null,null,null,400
2003년 06월 18일 09시,72,41.4,142,null,null,null,null,null,null,null,null,600
2003년 06월 18일 15시,0,26.2,124.5,960,39,140,500,강,대형,북북동,25,null
2003년 06월 18일 15시,12,30,126.3,null,null,null,null,null,null,null,null,100
2003년 06월 18일 15시,24,34.2,129.4,null,null,null,null,null,null,null,null,200
2003년 06월 18일 15시,48,40.1,138,null,null,null,null,null,null,null,null,440
2003년 06월 18일 15시,66,41.4,142,null,null,null,null,null,null,null,null,600
2003년 06월 18일 21시,0,27.8,125.4,955,41,148,500,강,대형,북북동,33,null
2003년 06월 18일 21시,12,32.1,127.5,null,null,null,null,null,null,null,null,100
2003년 06월 18일 21시,24,35.8,131,null,null,null,null,null,null,null,null,200
2003년 06월 18일 21시,36,39.6,135.7,null,null,null,null,null,null,null,null,300
2003년 06월 18일 21시,48,40.5,141,null,null,null,null,null,null,null,null,450
2003년 06월 19일 03시,0,29.9,127.1,965,36,130,430,강,중형,북북동,46,null
2003년 06월 19일 03시,12,34.1,128.8,null,null,null,null,null,null,null,null,100
2003년 06월 19일 03시,24,37.8,132.8,null,null,null,null,null,null,null,null,200
2003년 06월 19일 03시,36,40.1,138.2,null,null,null,null,null,null,null,null,300
2003년 06월 19일 03시,42,40.5,141,null,null,null,null,null,null,null,null,400
2003년 06월 19일 09시,0,32.4,128,975,32,115,450,중,중형,북북동,50,null
2003년 06월 19일 09시,6,34.5,129,null,null,null,null,null,null,null,null,100
2003년 06월 19일 09시,12,36.4,130.7,null,null,null,null,null,null,null,null,150
2003년 06월 19일 09시,18,38.2,133.7,null,null,null,null,null,null,null,null,200
2003년 06월 19일 09시,24,40,137.4,null,null,null,null,null,null,null,null,250
2003년 06월 19일 09시,30,40.5,141,null,null,null,null,null,null,null,null,300
2003년 06월 19일 12시,0,33.8,128.8,975,31,112,430,중,중형,북북동,52,null
2003년 06월 19일 12시,6,35.9,130.3,null,null,null,null,null,null,null,null,70
2003년 06월 19일 12시,12,37.7,132.7,null,null,null,null,null,null,null,null,120
2003년 06월 19일 12시,18,39.4,135.9,null,null,null,null,null,null,null,null,200
2003년 06월 19일 12시,27,40.5,141,null,null,null,null,null,null,null,null,300
2003년 06월 19일 15시,0,34.9,129.8,980,28,101,330,중,중형,북북동,52,null
2003년 06월 19일 15시,6,37.5,132.8,null,null,null,null,null,null,null,null,70
2003년 06월 19일 15시,12,39.5,136.6,null,null,null,null,null,null,null,null,120
2003년 06월 19일 15시,18,41,142,null,null,null,null,null,null,null,null,250
2003년 06월 19일 18시,0,36.5,131.1,980,28,101,390,중,중형,북동,60,null
2003년 06월 19일 18시,6,39.1,134.9,null,null,null,null,null,null,null,null,70
2003년 06월 19일 18시,12,41,139.7,null,null,null,null,null,null,null,null,120
2003년 06월 19일 21시,0,37.2,132.3,985,23,83,280,약,소형,북동,45,null
2003년 06월 19일 21시,6,38.8,134.5,null,null,null,null,null,null,null,null,70
2003년 06월 19일 21시,12,40.3,137.6,null,null,null,null,null,null,null,null,120
2003년 06월 20일 03시,0,38,135,988,23,83,400,약,중형,동북동,46,null
