일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2020년 06월 12일 21시,0,16.8,117.3,998,18,65,220,-,-,서북서,15,null
2020년 06월 12일 21시,12,18.1,115.5,994,21,76,230,-,소형,북서,20,60
2020년 06월 12일 21시,24,19.8,113.8,992,23,83,250,-,소형,북서,21,120
2020년 06월 12일 21시,36,21.5,112.3,996,20,72,220,-,소형,북서,21,150
2020년 06월 12일 21시,48,23.1,110.8,1002,15,54,0,-,-,북서,20,0
2020년 06월 13일 03시,0,17.4,116.4,996,20,72,220,-,-,서북서,19,null
2020년 06월 13일 03시,12,18.9,114.7,994,21,76,230,-,소형,북서,21,60
2020년 06월 13일 03시,24,20.6,113,992,23,83,230,-,소형,북서,21,120
2020년 06월 13일 03시,36,22.2,111.3,1000,18,65,150,-,소형,북서,21,150
2020년 06월 13일 03시,48,23.8,109.8,1002,15,54,0,-,-,북서,19,0
2020년 06월 13일 09시,0,18.3,115.6,996,20,72,220,-,-,북북서,25,null
2020년 06월 13일 09시,12,20,113.6,992,23,83,230,-,소형,북서,24,60
2020년 06월 13일 09시,24,21.7,111.9,998,19,68,190,-,소형,북서,21,120
2020년 06월 13일 09시,36,23.1,110.5,1004,15,54,0,-,-,북서,18,0
2020년 06월 13일 15시,0,19.6,115.1,996,20,72,230,-,-,북북서,23,null
2020년 06월 13일 15시,12,21.2,113,992,23,83,230,-,소형,북서,24,60
2020년 06월 13일 15시,24,22.4,111.1,1000,18,65,180,-,소형,북서,19,120
2020년 06월 13일 15시,36,23.8,109.8,1004,14,50,0,-,-,북서,18,0
2020년 06월 13일 21시,0,20.1,114.3,996,20,72,230,-,-,북서,18,null
2020년 06월 13일 21시,12,21.4,112.4,998,19,68,200,-,소형,북서,20,60
2020년 06월 13일 21시,24,23.1,110.3,1002,15,54,0,-,-,북서,24,0
2020년 06월 14일 03시,0,20.7,113.3,998,19,68,210,-,-,서북서,21,null
2020년 06월 14일 03시,12,22.2,111.3,1002,15,54,0,-,-,북서,22,0
2020년 06월 14일 09시,0,21.9,112,1002,15,54,0,-,-,북서,36,null
