일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2003년 07월 18일 15시,0,12.3,119.1,998,18,65,110,약,소형,서,20,null
2003년 07월 18일 15시,24,15.5,116,null,null,null,null,null,null,null,null,200
2003년 07월 18일 15시,48,18,113.5,null,null,null,null,null,null,null,null,320
2003년 07월 18일 15시,72,20,112,null,null,null,null,null,null,null,null,450
2003년 07월 19일 15시,0,14.2,117.1,992,18,65,110,약,소형,북서,22,null
2003년 07월 19일 15시,24,17,114,null,null,null,null,null,null,null,null,200
2003년 07월 19일 15시,48,18.5,112.5,null,null,null,null,null,null,null,null,320
2003년 07월 19일 15시,72,20.5,110,null,null,null,null,null,null,null,null,450
2003년 07월 20일 15시,0,17,114.2,975,31,112,230,중,소형,서북서,17,null
2003년 07월 20일 15시,24,18.5,112,null,null,null,null,null,null,null,null,180
2003년 07월 20일 15시,48,19.5,109,null,null,null,null,null,null,null,null,320
2003년 07월 20일 15시,72,20,105,null,null,null,null,null,null,null,null,450
2003년 07월 21일 15시,0,18.6,110.9,975,28,101,180,중,소형,서북서,10,null
2003년 07월 21일 15시,24,20.2,107.8,null,null,null,null,null,null,null,null,180
2003년 07월 21일 15시,48,20.7,103,null,null,null,null,null,null,null,null,320
2003년 07월 21일 15시,72,21,102.5,null,null,null,null,null,null,null,null,450
2003년 07월 22일 15시,0,19.9,106.2,985,23,83,180,약,소형,서북서,20,null
2003년 07월 22일 15시,24,22.4,101.6,null,null,null,null,null,null,null,null,200
2003년 07월 23일 03시,0,20,103,998,null,null,null,null,null,서,33,null
