일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2021년 06월 12일 15시,0,19.4,108.7,996,18,65,220,-,소형,북서,38,null
2021년 06월 12일 15시,12,19.8,106.9,994,21,76,230,-,소형,서북서,16,60
2021년 06월 12일 15시,24,20.5,105.3,996,18,65,180,-,소형,서북서,15,110
2021년 06월 12일 15시,36,21.2,104.3,1002,14,50,0,-,-,북서,11,0
2021년 06월 12일 21시,0,19.8,107.5,996,18,65,220,-,소형,서북서,27,null
2021년 06월 12일 21시,12,20.3,105.7,996,18,65,220,-,소형,서북서,16,60
2021년 06월 12일 21시,24,21.2,104.2,1000,15,54,0,-,-,서북서,15,0
2021년 06월 13일 03시,0,20,106.4,996,18,65,220,-,소형,서남서,14,null
2021년 06월 13일 03시,12,20.2,104.9,1000,15,54,0,-,-,서,13,0
2021년 06월 13일 09시,0,19.9,105.5,996,18,65,200,-,소형,서,17,null
2021년 06월 13일 09시,12,20.7,104.2,1000,15,54,0,-,-,서북서,14,0
2021년 06월 13일 15시,0,19.9,104.6,1000,14,50,0,-,-,서,18,null
