일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2020년 10월 25일 03시,0,13.4,127.9,1000,18,65,220,-,소형,서,26,null
2020년 10월 25일 03시,12,13.7,125.3,992,23,83,240,-,소형,서,23,60
2020년 10월 25일 03시,24,13.7,122.7,985,27,97,300,중,중형,서,24,120
2020년 10월 25일 03시,36,13.5,120.1,980,29,104,320,중,중형,서,23,150
2020년 10월 25일 03시,48,13.6,117.6,975,32,115,330,중,중형,서,23,180
2020년 10월 25일 03시,72,14.6,112.5,970,35,126,350,강,중형,서,23,250
2020년 10월 25일 03시,96,15.4,107.7,990,24,86,260,-,소형,서,22,350
2020년 10월 25일 03시,120,15.5,104.6,1004,15,54,0,-,-,서,19,0
2020년 10월 25일 09시,0,13.5,126.5,996,20,72,250,-,소형,서,25,null
2020년 10월 25일 09시,12,13.7,124,985,27,97,270,중,소형,서,23,60
2020년 10월 25일 09시,24,13.6,121.4,980,29,104,310,중,중형,서,24,120
2020년 10월 25일 09시,36,13.5,119,975,32,115,320,중,중형,서,22,150
2020년 10월 25일 09시,48,13.8,116.5,970,35,126,330,강,중형,서,23,180
2020년 10월 25일 09시,72,14.8,111.2,975,32,115,320,중,중형,서,24,250
2020년 10월 25일 09시,96,15.5,106.8,998,19,68,250,-,소형,서,20,350
2020년 10월 25일 09시,120,15.5,104.2,1004,14,50,0,-,-,서,19,0
2020년 10월 25일 15시,0,13.5,125.1,992,23,83,270,-,소형,서,25,null
2020년 10월 25일 15시,12,13.6,122.5,985,27,97,290,중,소형,서,23,60
2020년 10월 25일 15시,24,13.5,119.9,980,29,104,310,중,중형,서,23,120
2020년 10월 25일 15시,36,13.6,117.4,975,32,115,320,중,중형,서,22,150
2020년 10월 25일 15시,48,14.1,114.8,970,35,126,330,강,중형,서,24,180
2020년 10월 25일 15시,72,15.1,109.6,975,32,115,320,중,중형,서,24,250
2020년 10월 25일 15시,96,15.6,105.1,1000,15,54,0,-,-,서,20,0
2020년 10월 25일 21시,0,13.6,123.3,980,29,104,270,중,소형,서,39,null
2020년 10월 25일 21시,12,13.6,121.2,980,29,104,290,중,소형,서,19,60
2020년 10월 25일 21시,24,13.5,118.7,975,32,115,310,중,중형,서,23,120
2020년 10월 25일 21시,36,13.9,115.9,970,35,126,320,강,중형,서,26,150
2020년 10월 25일 21시,48,14.4,113.1,965,37,133,330,강,중형,서,25,180
2020년 10월 25일 21시,72,15.4,107.8,980,29,104,330,중,중형,서,24,250
2020년 10월 25일 21시,96,15.6,104.4,1004,15,54,0,-,-,서,15,0
2020년 10월 26일 03시,0,13.2,121.7,980,29,104,270,중,소형,서남서,29,null
2020년 10월 26일 03시,12,13.4,119.5,975,32,115,300,중,중형,서,20,60
2020년 10월 26일 03시,24,13.8,116.7,965,37,133,310,강,중형,서,26,120
2020년 10월 26일 03시,36,14.2,114.2,960,39,140,320,강,중형,서,23,150
2020년 10월 26일 03시,48,14.7,111.4,960,39,140,320,강,중형,서,26,180
2020년 10월 26일 03시,72,15.6,105.9,994,21,76,280,-,소형,서,25,250
2020년 10월 26일 03시,96,15.6,101.2,1006,15,54,0,-,-,서,21,0
2020년 10월 26일 09시,0,13.2,120.3,980,29,104,270,중,소형,서,36,null
2020년 10월 26일 09시,12,13.5,118.1,970,35,126,300,강,중형,서,20,60
2020년 10월 26일 09시,24,13.9,115.4,965,37,133,310,강,중형,서,24,120
