일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2018년 08월 14일 03시,0,25.8,179.3,996,20,72,160,약,소형,서북서,20,null
2018년 08월 14일 03시,24,28,173.1,996,20,72,150,약,소형,서북서,28,110
2018년 08월 14일 03시,48,30.2,167.4,998,18,65,130,약,소형,서북서,25,170
2018년 08월 14일 03시,72,33.3,164.3,1000,16,58,0,-,-,북서,19,0
2018년 08월 14일 09시,0,26.3,177,996,20,72,160,약,소형,서북서,39,null
2018년 08월 14일 09시,24,28.4,171,996,20,72,160,약,소형,서북서,26,110
2018년 08월 14일 09시,48,31.4,165.7,998,19,68,150,약,소형,서북서,26,170
2018년 08월 14일 09시,72,34.6,163.2,1002,15,54,0,-,-,북서,18,0
2018년 08월 14일 15시,0,26.6,175.7,998,19,68,150,약,소형,서북서,22,null
2018년 08월 14일 15시,24,29.2,169.1,998,19,68,150,약,소형,서북서,29,110
2018년 08월 14일 15시,48,32.4,164.5,1000,18,65,130,약,소형,북서,24,170
2018년 08월 14일 15시,72,36.5,162.9,1002,13,47,0,-,-,북북서,20,0
2018년 08월 14일 21시,0,27,174.3,1000,18,65,150,약,소형,서북서,24,null
2018년 08월 14일 21시,24,29.8,167.8,1000,18,65,150,약,소형,서북서,29,110
2018년 08월 14일 21시,48,33.3,163.6,1002,15,54,0,-,-,북서,24,0
2018년 08월 15일 03시,0,27.7,171.5,1000,18,65,130,약,소형,서북서,48,null
2018년 08월 15일 03시,24,30.7,166.6,1000,18,65,100,약,소형,서북서,24,110
2018년 08월 15일 03시,48,34.5,164,1004,12,43,0,-,-,북북서,20,0
2018년 08월 15일 09시,0,28.8,170.6,1002,15,54,0,-,-,북서,25,null
