일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2013년 07월 31일 09시,0,15,116,1000,18,65,200,약,소형,서북서,9,0
2013년 07월 31일 09시,24,16.5,114.6,994,21,76,220,약,소형,북서,9,140
2013년 07월 31일 09시,48,18.5,112,992,22,79,240,약,소형,북서,15,230
2013년 07월 31일 09시,72,20.4,108,990,24,86,260,약,소형,서북서,19,320
2013년 07월 31일 09시,96,21.3,104.1,1002,-1,-4,0,-,-,서북서,18,0
2013년 07월 31일 15시,0,15.2,115.4,998,18,65,200,약,소형,서북서,11,0
2013년 07월 31일 15시,24,16.8,113.9,994,21,76,220,약,소형,북서,10,140
2013년 07월 31일 15시,48,18.7,111.5,990,24,86,240,약,소형,북서,14,230
2013년 07월 31일 15시,72,20.4,107.5,992,22,79,230,약,소형,서북서,19,320
2013년 07월 31일 15시,96,21.2,103.8,1002,-1,-4,0,-,-,서북서,16,0
2013년 07월 31일 21시,0,15.3,115.2,996,19,68,220,약,소형,서북서,4,0
2013년 07월 31일 21시,24,17.1,113.6,992,22,79,230,약,소형,북서,11,140
2013년 07월 31일 21시,48,19.3,110.7,990,24,86,250,약,소형,북서,17,230
2013년 07월 31일 21시,72,21,106.3,992,22,79,230,약,소형,서북서,21,320
2013년 07월 31일 21시,96,22.2,102.2,1002,-1,-4,0,-,-,서북서,19,0
2013년 08월 01일 03시,0,15.3,114.5,994,21,76,230,약,소형,서,13,0
2013년 08월 01일 03시,24,17.5,113.1,990,24,86,250,약,소형,북북서,12,140
2013년 08월 01일 03시,48,19.8,109.6,992,22,79,200,약,소형,북서,19,230
2013년 08월 01일 03시,72,22,103.7,1000,-1,-4,0,-,-,서북서,27,0
2013년 08월 01일 09시,0,15.3,113.8,994,21,76,230,약,소형,서,13,0
2013년 08월 01일 09시,24,17.5,111.4,990,24,86,250,약,소형,북서,15,140
2013년 08월 01일 09시,48,20,108,992,22,79,180,약,소형,북서,19,230
2013년 08월 01일 09시,72,21.7,103.2,1000,-1,-4,0,-,-,서북서,22,0
2013년 08월 01일 15시,0,16,113.5,994,21,76,250,약,소형,북북서,14,0
2013년 08월 01일 15시,24,18.5,111.1,985,27,97,300,중,중형,북서,16,140
2013년 08월 01일 15시,48,20.6,107,990,24,86,200,약,소형,서북서,21,230
2013년 08월 01일 15시,72,22.4,102.8,1004,-1,-4,0,-,-,서북서,20,0
2013년 08월 01일 21시,0,16.5,112.7,992,22,79,260,약,소형,서북서,17,0
2013년 08월 01일 21시,24,19.3,110,985,27,97,280,중,소형,북서,18,140
2013년 08월 01일 21시,48,21.4,105.1,998,-1,-4,0,-,-,서북서,23,0
2013년 08월 02일 03시,0,16.6,112.4,985,27,97,280,중,소형,서북서,6,0
2013년 08월 02일 03시,24,19.2,109.6,990,24,86,270,약,소형,북서,17,140
2013년 08월 02일 03시,48,21.5,103.9,1000,-1,-4,0,-,-,서북서,27,0
2013년 08월 02일 09시,0,17.1,112.3,985,27,97,280,중,소형,북북서,9,0
2013년 08월 02일 09시,24,20,108.8,990,24,86,250,약,소형,북서,20,140
2013년 08월 02일 09시,48,21.7,103.5,1002,-1,-4,0,-,-,서북서,24,0
2013년 08월 02일 15시,0,18.8,111.8,980,31,112,280,중,소형,북북서,33,0
2013년 08월 02일 15시,24,21.3,107.1,994,21,76,200,약,소형,서북서,24,140
2013년 08월 02일 15시,48,22.5,103.4,1002,-1,-4,0,-,-,서북서,17,0
2013년 08월 02일 21시,0,19.7,110.8,985,27,97,270,중,소형,북서,24,0
2013년 08월 02일 21시,24,21.6,106,998,18,65,150,약,소형,서북서,23,140
2013년 08월 02일 21시,48,22.6,103,1002,-1,-4,0,-,-,서북서,14,0
2013년 08월 03일 03시,0,20.4,109.2,985,27,97,270,중,소형,서북서,31,0
2013년 08월 03일 03시,24,22.2,104,1002,-1,-4,0,-,-,서북서,24,0
2013년 08월 03일 09시,0,20.9,108.4,985,27,97,270,중,소형,서북서,17,0
2013년 08월 03일 09시,24,22.6,103.1,1002,-1,-4,0,-,-,서북서,24,0
2013년 08월 03일 15시,0,21.6,106.1,990,24,86,260,약,소형,서북서,42,0
2013년 08월 03일 15시,24,23.3,100.9,1002,-1,-4,0,-,-,서북서,24,0
2013년 08월 03일 21시,0,22.3,104.3,998,-1,-4,0,-,-,서북서,34,0
