일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2012년 11월 27일 03시,0,4.1,156,1002,18,65,100,약,소형,서,10,0
2012년 11월 27일 03시,24,4.9,153.8,996,19,68,150,약,소형,서북서,11,150
2012년 11월 27일 03시,48,5.3,150.3,990,24,86,180,약,소형,서,16,250
2012년 11월 27일 03시,72,5.3,146.4,980,31,112,200,중,소형,서,18,400
2012년 11월 27일 03시,96,5.6,142.5,970,36,130,230,강,소형,서,18,550
2012년 11월 27일 03시,120,6.5,138.8,965,38,137,250,강,소형,서북서,18,700
2012년 11월 27일 09시,0,4.2,155.9,1000,18,65,200,약,소형,북서,3,0
2012년 11월 27일 09시,24,4.5,153.6,990,24,86,230,약,소형,서,11,150
2012년 11월 27일 09시,48,4.8,150.3,985,27,97,250,중,소형,서,16,250
2012년 11월 27일 09시,72,5.4,146,975,34,122,280,강,소형,서,20,400
2012년 11월 27일 09시,96,5.9,142.2,970,36,130,300,강,중형,서,18,550
2012년 11월 27일 09시,120,6.9,138.7,960,40,144,320,강,중형,서북서,17,700
2012년 11월 27일 15시,0,4.4,155.4,1000,18,65,200,약,소형,서북서,10,0
2012년 11월 27일 15시,24,4.6,153.3,990,24,86,230,약,소형,서,10,150
2012년 11월 27일 15시,48,4.9,149.8,985,27,97,250,중,소형,서,16,250
2012년 11월 27일 15시,72,5.5,146,975,34,122,280,강,소형,서,18,400
2012년 11월 27일 15시,96,5.9,142.1,970,36,130,300,강,중형,서,18,550
2012년 11월 27일 15시,120,7,138.3,960,40,144,320,강,중형,서북서,18,700
2012년 11월 27일 21시,0,4.4,155.3,1000,18,65,200,약,소형,서,2,0
2012년 11월 27일 21시,24,4.7,152.9,990,24,86,230,약,소형,서,11,150
2012년 11월 27일 21시,48,5.1,149.3,985,27,97,250,중,소형,서,17,250
2012년 11월 27일 21시,72,5.6,145.3,975,34,122,280,강,소형,서,19,400
2012년 11월 27일 21시,96,6.4,141.4,970,36,130,300,강,중형,서북서,18,550
2012년 11월 27일 21시,120,7.7,137.4,960,40,144,320,강,중형,서북서,19,700
2012년 11월 28일 03시,0,4.4,155.1,996,19,68,210,약,소형,서,4,0
2012년 11월 28일 03시,24,4.8,152.3,990,24,86,230,약,소형,서,13,150
2012년 11월 28일 03시,48,5.3,148.5,980,31,112,250,중,소형,서,17,250
2012년 11월 28일 03시,72,5.8,144.7,970,36,130,280,강,소형,서,18,400
2012년 11월 28일 03시,96,6.6,140.9,965,38,137,300,강,중형,서북서,18,550
2012년 11월 28일 03시,120,7.8,137,960,40,144,320,강,중형,서북서,19,700
2012년 11월 28일 09시,0,4.7,154.5,996,19,68,210,약,소형,서북서,12,0
2012년 11월 28일 09시,24,4.8,151,990,24,86,230,약,소형,서,16,150
2012년 11월 28일 09시,48,5.2,146.8,980,31,112,250,중,소형,서,19,250
2012년 11월 28일 09시,72,6.1,142.3,970,36,130,280,강,소형,서,21,400
2012년 11월 28일 09시,96,7.3,138.1,965,38,137,300,강,중형,서북서,20,550
2012년 11월 28일 09시,120,8.8,134.2,960,40,144,320,강,중형,서북서,19,700
2012년 11월 28일 15시,0,4.8,153.3,996,19,68,210,약,소형,서,22,0
2012년 11월 28일 15시,24,5.1,149.8,985,27,97,230,중,소형,서,16,150
2012년 11월 28일 15시,48,5.3,145.5,975,34,122,270,강,소형,서,20,250
2012년 11월 28일 15시,72,6.2,141.4,970,36,130,280,강,소형,서북서,19,400
2012년 11월 28일 15시,96,7.4,137.4,965,38,137,300,강,중형,서북서,19,550
2012년 11월 28일 15시,120,9.1,133.6,960,40,144,320,강,중형,서북서,19,700
2012년 11월 28일 21시,0,4.9,151.7,996,19,68,210,약,소형,서,30,0
2012년 11월 28일 21시,24,4.8,147.9,985,27,97,230,중,소형,서,18,150
2012년 11월 28일 21시,48,5.6,144.1,975,34,122,270,강,소형,서북서,18,250
2012년 11월 28일 21시,72,6.8,140.1,970,36,130,280,강,소형,서북서,19,400
2012년 11월 28일 21시,96,8.2,136.2,965,38,137,300,강,중형,서북서,19,550
2012년 11월 28일 21시,120,9.8,132.1,960,40,144,320,강,중형,서북서,20,700
2012년 11월 29일 03시,0,4.6,150.9,996,19,68,210,약,소형,서남서,16,0
2012년 11월 29일 03시,24,5.1,146.9,985,27,97,230,중,소형,서,19,150
2012년 11월 29일 03시,48,6,142.7,970,36,130,280,강,소형,서북서,20,250
2012년 11월 29일 03시,72,7.4,139,965,38,137,300,강,중형,서북서,18,400
2012년 11월 29일 03시,96,8.7,135.2,960,40,144,320,강,중형,서북서,19,550
2012년 11월 29일 03시,120,9.9,131,960,40,144,320,강,중형,서북서,20,700
2012년 11월 29일 09시,0,4.1,150,994,21,76,220,약,소형,서남서,19,0
2012년 11월 29일 09시,24,4.5,145.8,985,27,97,250,중,소형,서,19,150
2012년 11월 29일 09시,48,5.7,141.6,970,36,130,280,강,소형,서북서,20,250
2012년 11월 29일 09시,72,7.1,137.4,965,38,137,300,강,중형,서북서,20,400
2012년 11월 29일 09시,96,8.3,133.6,960,40,144,320,강,중형,서북서,19,550
2012년 11월 29일 09시,120,9.6,129.6,960,40,144,320,강,중형,서북서,19,700
2012년 11월 29일 15시,0,3.8,149.2,992,22,79,230,약,소형,서남서,16,0
2012년 11월 29일 15시,24,4.5,144.9,980,31,112,250,중,소형,서,20,150
2012년 11월 29일 15시,48,5.9,140.6,970,36,130,280,강,소형,서북서,20,250
2012년 11월 29일 15시,72,7.2,136.4,965,38,137,300,강,중형,서북서,20,400
2012년 11월 29일 15시,96,8.5,132.5,960,40,144,320,강,중형,서북서,19,550
2012년 11월 29일 15시,120,9.8,128.5,960,40,144,320,강,중형,서북서,19,700
2012년 11월 29일 21시,0,3.5,148.3,992,22,79,230,약,소형,서남서,18,0
2012년 11월 29일 21시,24,4.3,143.9,980,31,112,250,중,소형,서,21,150
2012년 11월 29일 21시,48,5.8,139.5,970,36,130,280,강,소형,서북서,21,250
2012년 11월 29일 21시,72,7.4,135.2,965,38,137,300,강,중형,서북서,21,400
2012년 11월 29일 21시,96,8.9,131.2,960,40,144,320,강,중형,서북서,20,550
2012년 11월 29일 21시,120,10,127.1,960,40,144,320,강,중형,서북서,19,700
2012년 11월 30일 03시,0,3.6,146.9,992,22,79,230,약,소형,서,26,0
2012년 11월 30일 03시,24,4.9,142.9,980,31,112,250,중,소형,서북서,20,150
2012년 11월 30일 03시,48,6.3,138.7,970,36,130,280,강,소형,서북서,20,250
2012년 11월 30일 03시,72,7.6,134.7,965,38,137,300,강,중형,서북서,19,400
2012년 11월 30일 03시,96,9,130.8,960,40,144,320,강,중형,서북서,19,550
2012년 11월 30일 03시,120,10.6,127.1,960,40,144,320,강,중형,서북서,18,700
2012년 11월 30일 09시,0,3.6,146.3,985,27,97,240,중,소형,서,11,0
2012년 11월 30일 09시,24,4.8,142.6,980,31,112,250,중,소형,서북서,18,150
2012년 11월 30일 09시,48,6.2,138.5,970,36,130,280,강,소형,서북서,20,250
2012년 11월 30일 09시,72,7.7,134.4,960,40,144,300,강,중형,서북서,20,400
2012년 11월 30일 09시,96,9.1,130.3,950,43,155,320,강,중형,서북서,20,550
2012년 11월 30일 09시,120,10.7,127,950,43,155,320,강,중형,서북서,17,700
2012년 11월 30일 15시,0,3.9,145.3,985,27,97,240,중,소형,서북서,19,0
2012년 11월 30일 15시,24,5.2,141.4,980,31,112,250,중,소형,서북서,19,150
2012년 11월 30일 15시,48,6.5,137.6,970,36,130,280,강,소형,서북서,19,250
2012년 11월 30일 15시,72,8,133.5,960,40,144,300,강,중형,서북서,20,400
2012년 11월 30일 15시,96,9.6,129.3,950,43,155,320,강,중형,서북서,20,550
2012년 11월 30일 15시,120,11.2,126.3,950,43,155,320,강,중형,서북서,16,700
2012년 11월 30일 21시,0,4,144.2,980,31,112,250,중,소형,서,20,0
2012년 11월 30일 21시,24,5.4,140.2,970,36,130,280,강,소형,서북서,20,150
2012년 11월 30일 21시,48,6.9,136.4,960,40,144,300,강,중형,서북서,19,250
2012년 11월 30일 21시,72,8.4,132.3,950,43,155,320,강,중형,서북서,20,400
2012년 11월 30일 21시,96,9.9,128.5,950,43,155,320,강,중형,서북서,19,550
2012년 11월 30일 21시,120,11.5,125.6,960,40,144,300,강,중형,서북서,15,700
2012년 12월 01일 03시,0,4.5,142.9,965,38,137,280,강,소형,서북서,26,0
2012년 12월 01일 03시,24,5.8,138.9,955,41,148,310,강,중형,서북서,19,150
2012년 12월 01일 03시,48,7.3,135.1,945,45,162,330,매우강,중형,서북서,19,250
2012년 12월 01일 03시,72,8.8,131.2,940,47,169,350,매우강,중형,서북서,19,400
2012년 12월 01일 03시,96,10.6,127.3,945,45,162,330,매우강,중형,서북서,19,550
2012년 12월 01일 03시,120,12.1,123.6,960,40,144,300,강,중형,서북서,18,700
2012년 12월 01일 09시,0,4.7,142.1,940,47,169,360,매우강,중형,서북서,15,0
2012년 12월 01일 09시,24,6,138.3,935,48,173,370,매우강,중형,서북서,19,150
2012년 12월 01일 09시,48,7.4,134.2,930,50,180,400,매우강,중형,서북서,20,250
2012년 12월 01일 09시,72,8.6,129.2,935,48,173,380,매우강,중형,서북서,23,400
2012년 12월 01일 09시,96,10.2,124.9,940,47,169,360,매우강,중형,서북서,21,550
2012년 12월 01일 09시,120,12.6,121.3,955,41,148,300,강,중형,북서,20,700
2012년 12월 01일 15시,0,5.1,141.1,940,47,169,340,매우강,중형,서북서,20,0
2012년 12월 01일 15시,24,6.4,137.4,935,48,173,350,매우강,중형,서북서,18,150
2012년 12월 01일 15시,48,7.9,132.9,930,50,180,360,매우강,중형,서북서,22,250
2012년 12월 01일 15시,72,9.1,128.4,935,48,173,350,매우강,중형,서북서,21,400
2012년 12월 01일 15시,96,10.4,124.5,945,45,162,330,매우강,중형,서북서,19,550
2012년 12월 01일 15시,120,12.4,121.2,955,41,148,300,강,중형,서북서,18,700
2012년 12월 01일 21시,0,5.5,140,940,47,169,340,매우강,중형,서북서,22,0
2012년 12월 01일 21시,24,6.6,135.8,930,50,180,360,매우강,중형,서북서,20,150
2012년 12월 01일 21시,48,7.9,131.1,935,48,173,340,매우강,중형,서북서,22,250
2012년 12월 01일 21시,72,9.2,126.5,950,43,155,280,강,소형,서북서,22,400
2012년 12월 01일 21시,96,10.9,122.5,965,38,137,260,강,소형,서북서,20,550
2012년 12월 01일 21시,120,12.5,119.3,975,34,122,240,강,소형,서북서,16,700
2012년 12월 02일 03시,0,5.8,138.8,935,48,173,340,매우강,중형,서북서,23,0
2012년 12월 02일 03시,24,7.1,134.1,930,50,180,350,매우강,중형,서북서,22,150
2012년 12월 02일 03시,48,8.4,129.2,935,48,173,340,매우강,중형,서북서,24,250
2012년 12월 02일 03시,72,9.9,124.2,955,41,148,270,강,소형,서북서,24,400
2012년 12월 02일 03시,96,11.8,120.9,965,38,137,250,강,소형,서북서,17,550
2012년 12월 02일 03시,120,12.5,118.4,975,34,122,240,강,소형,서북서,12,700
2012년 12월 02일 09시,0,6.2,137.6,935,48,173,340,매우강,중형,서북서,23,0
2012년 12월 02일 09시,24,7.4,133,930,50,180,350,매우강,중형,서북서,22,150
2012년 12월 02일 09시,48,8.8,128.1,935,48,173,340,매우강,중형,서북서,24,250
2012년 12월 02일 09시,72,10.5,123.4,955,41,148,270,강,소형,서북서,23,400
2012년 12월 02일 09시,96,12.2,120.4,965,38,137,250,강,소형,서북서,16,550
2012년 12월 02일 09시,120,13.3,118.2,975,34,122,240,강,소형,서북서,11,700
