일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2006년 10월 03일 09시,0,14.8,130.7,992,18,65,370,약,중형,북,5,null
2006년 10월 03일 09시,24,16.7,131,990,21,76,380,약,중형,북,13,150
2006년 10월 03일 09시,48,19.8,132,980,25,90,400,중,중형,북북동,21,250
2006년 10월 03일 09시,72,23.5,133.5,975,27,97,430,중,중형,북북동,25,400
2006년 10월 03일 15시,0,15.9,130.8,990,18,65,380,약,중형,북,10,null
2006년 10월 03일 15시,24,17.6,131.2,985,23,83,400,약,중형,북북동,12,160
2006년 10월 03일 15시,48,20.4,132.4,980,25,90,420,중,중형,북북동,20,250
2006년 10월 03일 15시,72,24.4,134.1,970,32,115,450,중,중형,북북동,27,400
2006년 10월 04일 03시,0,18.3,131,990,21,76,400,약,중형,북,20,null
2006년 10월 04일 03시,24,21.4,132.1,985,23,83,420,약,중형,북북동,21,200
2006년 10월 04일 03시,48,24.4,133.9,975,27,97,430,중,중형,북북동,21,300
2006년 10월 04일 03시,72,25.6,135.3,965,31,112,450,중,중형,북동,11,400
2006년 10월 04일 15시,0,19.4,131,990,21,76,400,약,중형,북,11,null
2006년 10월 04일 15시,24,21.8,132.3,985,23,83,420,약,중형,북북동,17,200
2006년 10월 04일 15시,48,23.8,133.5,975,27,97,430,중,중형,북북동,14,300
2006년 10월 04일 15시,72,25,134.8,970,27,97,430,중,중형,북동,10,500
2006년 10월 05일 03시,0,21.7,131.9,990,21,76,400,약,중형,북북동,13,null
2006년 10월 05일 03시,24,23.3,133,985,23,83,420,약,중형,북동,12,200
2006년 10월 05일 03시,48,24.7,133.9,980,25,90,430,중,중형,북북동,10,300
2006년 10월 05일 03시,72,25.6,135,975,27,97,430,중,중형,북동,8,500
2006년 10월 05일 15시,0,25.8,134.8,990,21,76,400,약,중형,북북동,37,null
2006년 10월 05일 15시,24,29.1,138.5,990,21,76,380,약,중형,북동,28,150
2006년 10월 05일 15시,48,31.7,142.2,990,21,76,380,약,중형,북동,24,250
2006년 10월 05일 15시,72,34.8,145.6,995,19,68,300,약,중형,북동,23,400
2006년 10월 06일 03시,0,27.5,138,990,21,76,350,약,중형,동,37,null
2006년 10월 06일 03시,24,30.7,143.5,995,null,null,null,null,null,동북동,34,0
2006년 10월 06일 09시,0,29,139,990,null,null,null,null,null,북북동,28,null
