일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2012년 06월 26일 21시,0,14.3,130.6,1004,18,65,400,약,중형,서북서,13,0
2012년 06월 26일 21시,24,16.3,127.3,996,19,68,420,약,중형,서북서,17,150
2012년 06월 26일 21시,48,18.5,123.7,990,24,86,430,약,중형,서북서,19,250
2012년 06월 26일 21시,72,20.3,119.1,985,27,97,440,중,중형,서북서,22,400
2012년 06월 26일 21시,96,22.1,113.6,990,24,86,380,약,중형,서북서,25,550
2012년 06월 26일 21시,120,23.5,109.2,996,-1,-4,0,-,-,서북서,20,0
2012년 06월 27일 03시,0,14.7,129.4,1004,18,65,400,약,중형,서북서,23,0
2012년 06월 27일 03시,24,16.8,125.5,994,21,76,410,약,중형,서북서,20,150
2012년 06월 27일 03시,48,18.9,121.2,990,24,86,420,약,중형,서북서,22,250
2012년 06월 27일 03시,72,20.5,117.7,985,27,97,420,중,중형,서북서,17,400
2012년 06월 27일 03시,96,21.9,114.1,992,22,79,350,약,중형,서북서,17,550
2012년 06월 27일 03시,120,23.8,110.2,998,-1,-4,0,-,-,서북서,19,0
2012년 06월 27일 09시,0,15.2,127.7,1000,18,65,400,약,중형,서북서,32,0
2012년 06월 27일 09시,24,17.7,123.8,992,22,79,410,약,중형,서북서,21,150
2012년 06월 27일 09시,48,19.9,119.5,985,27,97,420,중,중형,서북서,21,250
2012년 06월 27일 09시,72,21.7,115.6,985,27,97,420,중,중형,서북서,19,400
2012년 06월 27일 09시,96,23.4,112.3,992,22,79,350,약,중형,서북서,16,550
2012년 06월 27일 09시,120,25.7,110.6,1000,-1,-4,0,-,-,북서,13,0
2012년 06월 27일 15시,0,15.7,127.1,1000,18,65,400,약,중형,북서,14,0
2012년 06월 27일 15시,24,18,122.7,992,22,79,420,약,중형,서북서,22,150
2012년 06월 27일 15시,48,20.5,118.3,985,27,97,450,중,중형,서북서,22,250
2012년 06월 27일 15시,72,22.7,113.9,990,24,86,350,약,중형,서북서,22,400
2012년 06월 27일 15시,96,24.8,110.1,1000,-1,-4,0,-,-,서북서,19,0
2012년 06월 27일 21시,0,17.2,126.9,1000,18,65,400,약,중형,북,28,0
2012년 06월 27일 21시,24,19.1,122.2,992,22,79,420,약,중형,서북서,23,150
2012년 06월 27일 21시,48,21.2,117.7,985,27,97,450,중,중형,서북서,22,250
2012년 06월 27일 21시,72,23,112.8,990,24,86,350,약,중형,서북서,22,400
2012년 06월 27일 21시,96,24.7,109,1002,-1,-4,0,-,-,서북서,18,0
2012년 06월 28일 03시,0,18.4,125.7,998,18,65,400,약,중형,북서,31,0
2012년 06월 28일 03시,24,19.9,121.4,992,22,79,420,약,중형,서북서,20,150
2012년 06월 28일 03시,48,21.8,116.6,985,25,90,350,중,중형,서북서,23,250
2012년 06월 28일 03시,72,24.2,112.5,1000,-1,-4,0,-,-,서북서,21,0
2012년 06월 28일 09시,0,19,124.1,998,18,65,300,약,중형,서북서,30,0
2012년 06월 28일 09시,24,20.8,119.1,992,22,79,320,약,중형,서북서,23,150
2012년 06월 28일 09시,48,23.1,114.3,994,21,76,250,약,소형,서북서,23,250
2012년 06월 28일 09시,72,24.3,111.2,1000,-1,-4,0,-,-,서북서,14,0
2012년 06월 28일 15시,0,19.5,123.1,998,18,65,200,약,소형,서북서,20,0
2012년 06월 28일 15시,24,21.4,118.2,994,21,76,230,약,소형,서북서,23,150
2012년 06월 28일 15시,48,23,113.2,998,18,65,180,약,소형,서북서,23,250
2012년 06월 28일 15시,72,24,109.5,1000,-1,-4,0,-,-,서북서,16,0
2012년 06월 28일 21시,0,19.8,120.8,996,19,68,200,약,소형,서,41,0
2012년 06월 28일 21시,24,21.9,116.3,996,19,68,200,약,소형,서북서,22,150
2012년 06월 28일 21시,48,23.4,111.6,1000,-1,-4,0,-,-,서북서,21,0
2012년 06월 29일 03시,0,19.5,119.3,996,19,68,200,약,소형,서남서,27,0
2012년 06월 29일 03시,24,22.1,114.8,996,19,68,200,약,소형,서북서,23,150
2012년 06월 29일 03시,48,23.7,110.7,1000,-1,-4,0,-,-,서북서,19,0
2012년 06월 29일 09시,0,20.8,117.7,996,19,68,200,약,소형,북서,37,0
2012년 06월 29일 09시,24,22.5,112.8,998,18,65,180,약,소형,서북서,23,150
2012년 06월 29일 09시,48,23.5,109.4,1000,-1,-4,0,-,-,서북서,15,0
2012년 06월 29일 15시,0,21,116,992,22,79,220,약,소형,서,30,0
2012년 06월 29일 15시,24,22.1,110.8,998,18,65,150,약,소형,서북서,23,150
2012년 06월 29일 15시,48,23.4,105.1,1002,-1,-4,0,-,-,서북서,25,0
2012년 06월 29일 21시,0,21.5,115,992,22,79,200,약,소형,서북서,20,0
2012년 06월 29일 21시,24,22.6,110,1000,-1,-4,0,-,-,서북서,22,0
2012년 06월 30일 03시,0,21.9,113.4,996,19,68,200,약,소형,서북서,29,0
2012년 06월 30일 03시,24,23.1,108.7,1000,-1,-4,0,-,-,서북서,21,0
2012년 06월 30일 09시,0,22.2,112.2,1000,-1,-4,0,-,-,서북서,21,0
