일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2001년 09월 04일 09시,0,18.5,152.8,996,18,65,110,약,소형,서,5,null
2001년 09월 04일 09시,24,21.5,150.5,null,null,null,null,null,null,null,null,190
2001년 09월 04일 09시,48,24.5,148.5,null,null,null,null,null,null,null,null,320
2001년 09월 05일 09시,0,19.9,151.1,970,35,126,320,강,중형,북북서,13,null
2001년 09월 05일 09시,24,22.5,148,null,null,null,null,null,null,null,null,190
2001년 09월 05일 09시,48,23.7,144.7,null,null,null,null,null,null,null,null,320
2001년 09월 06일 09시,0,23,150.5,955,40,144,400,강,중형,북,13,null
2001년 09월 06일 09시,24,25.2,147.5,null,null,null,null,null,null,null,null,190
2001년 09월 06일 09시,48,26.4,143.4,null,null,null,null,null,null,null,null,320
2001년 09월 07일 09시,0,26.3,148.7,945,43,155,450,강,중형,북서,16,null
2001년 09월 07일 09시,24,28,144,null,null,null,null,null,null,null,null,200
2001년 09월 07일 09시,48,28.6,140,null,null,null,null,null,null,null,null,330
2001년 09월 08일 09시,0,28.4,143.6,950,41,148,550,강,대형,서,22,null
2001년 09월 08일 09시,24,29.6,139.5,null,null,null,null,null,null,null,null,200
2001년 09월 08일 09시,48,32.9,135.5,null,null,null,null,null,null,null,null,330
2001년 09월 08일 21시,0,28.4,141.9,950,40,144,550,강,대형,서,12,null
2001년 09월 08일 21시,24,30.9,137.2,null,null,null,null,null,null,null,null,170
2001년 09월 08일 21시,48,34.2,135.8,null,null,null,null,null,null,null,null,330
2001년 09월 09일 09시,0,29.7,140.7,950,40,144,550,강,대형,북서,23,null
2001년 09월 09일 09시,24,31.6,137,null,null,null,null,null,null,null,null,170
2001년 09월 09일 09시,48,34,136.1,null,null,null,null,null,null,null,null,330
2001년 09월 09일 21시,0,31.1,138.5,950,40,144,550,강,대형,북서,17,null
2001년 09월 09일 21시,24,33.5,136.5,null,null,null,null,null,null,null,null,170
2001년 09월 09일 21시,48,38.4,138.5,null,null,null,null,null,null,null,null,330
2001년 09월 10일 09시,0,32.4,137.3,955,38,137,510,강,대형,북북서,12,null
2001년 09월 10일 09시,24,37,138.5,null,null,null,null,null,null,null,null,200
2001년 09월 10일 09시,48,43.2,142.2,null,null,null,null,null,null,null,null,330
2001년 09월 10일 21시,0,33.7,137.7,960,36,130,510,강,대형,북북동,12,null
2001년 09월 10일 21시,24,38.5,140,null,null,null,null,null,null,null,null,200
2001년 09월 10일 21시,48,45.9,146.8,null,null,null,null,null,null,null,null,330
2001년 09월 11일 09시,0,35.2,139.5,975,28,101,510,중,대형,북북동,22,null
2001년 09월 11일 09시,24,41.5,143.5,null,null,null,null,null,null,null,null,190
2001년 09월 11일 09시,48,47.5,151.5,null,null,null,null,null,null,null,null,330
2001년 09월 11일 21시,0,37.6,141.9,980,23,83,400,약,중형,북동,29,null
2001년 09월 11일 21시,24,44.5,148.7,null,null,null,null,null,null,null,null,190
2001년 09월 12일 09시,0,42,145.8,990,18,65,400,약,중형,북동,50,null
2001년 09월 12일 09시,12,45,149.5,null,null,null,null,null,null,null,null,150
