일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2003년 08월 30일 03시,0,16.2,134.5,998,18,65,250,약,소형,서,7,null
2003년 08월 30일 03시,24,16.6,133,null,null,null,null,null,null,null,null,200
2003년 08월 30일 03시,48,18.5,132,null,null,null,null,null,null,null,null,350
2003년 08월 30일 03시,72,19.5,129.5,null,null,null,null,null,null,null,null,500
2003년 08월 30일 15시,0,16.4,134.1,985,26,94,500,중,대형,서북서,7,null
2003년 08월 30일 15시,24,18.2,131.6,null,null,null,null,null,null,null,null,200
2003년 08월 30일 15시,48,20,127.5,null,null,null,null,null,null,null,null,300
2003년 08월 30일 15시,72,22,122.5,null,null,null,null,null,null,null,null,500
2003년 08월 31일 15시,0,19.8,129.6,960,36,130,500,강,대형,서북서,28,null
2003년 08월 31일 15시,24,21.3,122.7,null,null,null,null,null,null,null,null,200
2003년 08월 31일 15시,48,22.2,116.4,null,null,null,null,null,null,null,null,350
2003년 08월 31일 15시,72,23.7,111.3,null,null,null,null,null,null,null,null,450
2003년 09월 01일 15시,0,20.9,123.9,950,41,148,650,강,대형,서,25,null
2003년 09월 01일 15시,24,21.8,117.5,null,null,null,null,null,null,null,null,200
2003년 09월 01일 15시,48,22.7,111.4,null,null,null,null,null,null,null,null,350
2003년 09월 01일 15시,72,23.8,107,null,null,null,null,null,null,null,null,450
2003년 09월 02일 15시,0,22.4,116.6,960,36,130,600,강,대형,서,24,null
2003년 09월 02일 15시,12,22.4,113,null,null,null,null,null,null,null,null,150
2003년 09월 02일 15시,24,22.3,110,null,null,null,null,null,null,null,null,200
2003년 09월 03일 09시,0,22.7,110.5,996,null,null,null,null,null,서,33,null
