일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2003년 10월 21일 09시,0,20.8,143.9,994,18,65,190,약,소형,북,4,null
2003년 10월 21일 09시,24,23.3,147.2,null,null,null,null,null,null,null,null,200
2003년 10월 21일 09시,48,25.5,150.5,null,null,null,null,null,null,null,null,300
2003년 10월 21일 09시,72,29,154.5,null,null,null,null,null,null,null,null,450
2003년 10월 22일 09시,0,22.2,146.3,980,28,101,350,중,중형,동,5,null
2003년 10월 22일 09시,24,24.7,149.3,null,null,null,null,null,null,null,null,200
2003년 10월 22일 09시,48,28.5,154.5,null,null,null,null,null,null,null,null,400
2003년 10월 22일 09시,72,32.6,163.4,null,null,null,null,null,null,null,null,600
2003년 10월 23일 09시,0,24.8,148.8,960,36,130,450,강,중형,북동,20,null
2003년 10월 23일 09시,24,28.5,152.5,null,null,null,null,null,null,null,null,200
2003년 10월 23일 09시,48,31.5,160.5,null,null,null,null,null,null,null,null,400
2003년 10월 23일 09시,72,32.1,167,null,null,null,null,null,null,null,null,600
2003년 10월 24일 09시,0,29.2,154.1,930,49,176,440,매우강,중형,동북동,31,null
2003년 10월 24일 09시,24,31.5,160,null,null,null,null,null,null,null,null,200
2003년 10월 24일 09시,48,30.5,164.9,null,null,null,null,null,null,null,null,400
2003년 10월 24일 09시,72,29,168,null,null,null,null,null,null,null,null,600
2003년 10월 25일 09시,0,30,163.4,935,46,166,480,매우강,중형,동남동,33,null
2003년 10월 25일 09시,24,28.5,174.4,null,null,null,null,null,null,null,null,200
2003년 10월 25일 09시,48,24.2,179.4,null,null,null,null,null,null,null,null,300
2003년 10월 25일 09시,72,19.8,177.3,null,null,null,null,null,null,null,null,600
2003년 10월 26일 09시,0,25.2,169.5,965,36,130,450,강,중형,남남동,35,null
2003년 10월 26일 09시,24,21.6,162.4,null,null,null,null,null,null,null,null,200
2003년 10월 26일 09시,48,21.3,155.1,null,null,null,null,null,null,null,null,400
2003년 10월 26일 09시,72,22.3,148.5,null,null,null,null,null,null,null,null,600
2003년 10월 27일 09시,0,22.8,166,975,31,112,370,중,중형,서,26,null
2003년 10월 27일 09시,24,22,158.5,null,null,null,null,null,null,null,null,200
2003년 10월 27일 09시,48,24,150.5,null,null,null,null,null,null,null,null,400
2003년 10월 27일 09시,72,28.5,152,null,null,null,null,null,null,null,null,500
2003년 10월 28일 09시,0,21.9,158.2,975,31,112,400,중,중형,서,41,null
2003년 10월 28일 09시,24,22.3,152.4,null,null,null,null,null,null,null,null,200
2003년 10월 28일 09시,48,24.6,148.7,null,null,null,null,null,null,null,null,350
2003년 10월 28일 09시,72,27.3,151.9,null,null,null,null,null,null,null,null,500
2003년 10월 29일 09시,0,23.1,150.4,955,39,140,400,강,중형,서북서,30,null
2003년 10월 29일 09시,24,26.5,149.7,null,null,null,null,null,null,null,null,200
2003년 10월 29일 09시,48,29.8,156.4,null,null,null,null,null,null,null,null,400
2003년 10월 29일 09시,72,32,167.2,null,null,null,null,null,null,null,null,650
2003년 10월 30일 09시,0,26.7,150.2,940,44,158,600,매우강,대형,북동,22,null
2003년 10월 30일 09시,24,30,156.7,null,null,null,null,null,null,null,null,200
2003년 10월 30일 09시,48,30.1,166.7,null,null,null,null,null,null,null,null,400
2003년 10월 30일 09시,72,29,174.4,null,null,null,null,null,null,null,null,600
2003년 10월 31일 09시,0,30.8,159.5,975,31,112,390,중,중형,동북동,43,null
2003년 10월 31일 09시,12,31.2,165.5,null,null,null,null,null,null,null,null,120
2003년 10월 31일 09시,24,31.7,172.5,null,null,null,null,null,null,null,null,200
2003년 10월 31일 09시,36,33.5,178.5,null,null,null,null,null,null,null,null,350
2003년 10월 31일 21시,0,32.7,168,986,null,null,null,null,null,동북동,56,null
