일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2011년 06월 10일 03시,0,16.5,117.9,1000,18,65,150,약,소형,북북서,12,0
2011년 06월 10일 03시,24,20.8,116.9,994,21,76,180,약,소형,북북서,21,150
2011년 06월 10일 03시,48,25.1,118.1,1002,-1,-4,0,-,-,북북동,21,0
2011년 06월 10일 09시,0,18.9,117.6,1000,18,65,150,약,소형,북,45,0
2011년 06월 10일 09시,24,22.9,117.4,994,21,76,180,약,소형,북,19,150
2011년 06월 10일 09시,48,26.4,118.3,1004,-1,-4,0,-,-,북북동,17,0
2011년 06월 10일 15시,0,20.1,117.1,996,19,68,150,약,소형,북북서,24,0
2011년 06월 10일 15시,24,23.9,117,994,21,76,180,약,소형,북,18,150
2011년 06월 10일 15시,48,26.9,118.1,1004,-1,-4,0,-,-,북북동,15,0
2011년 06월 10일 21시,0,21.4,117,996,19,68,150,약,소형,북,25,0
2011년 06월 10일 21시,24,26.5,117,1000,-1,-4,0,-,-,북,24,0
2011년 06월 11일 03시,0,22.5,116.9,998,18,65,120,약,소형,북,21,0
2011년 06월 11일 03시,24,27.1,117.2,1002,-1,-4,0,-,-,북,22,0
2011년 06월 11일 09시,0,23.7,117,1000,18,65,100,약,소형,북,23,0
2011년 06월 11일 09시,24,28.2,118.8,1004,-1,-4,0,-,-,북북동,23,0
2011년 06월 11일 15시,0,25.1,117.6,1002,-1,-4,0,-,-,북북동,28,0
