일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2018년 08월 12일 03시,0,20.7,143.5,998,19,68,180,약,소형,북북서,21,null
2018년 08월 12일 03시,24,25,139.6,1000,18,65,170,약,소형,북서,26,110
2018년 08월 12일 03시,48,28.1,137.1,1002,15,54,0,-,-,북서,18,0
2018년 08월 12일 09시,0,21.5,143,996,20,72,180,약,소형,북북서,17,null
2018년 08월 12일 09시,24,26.1,139.5,998,19,68,170,약,소형,북서,26,110
2018년 08월 12일 09시,48,29.2,134.5,1002,15,54,0,-,-,서북서,25,0
2018년 08월 12일 15시,0,22.9,141.9,996,20,72,180,약,소형,북서,32,null
2018년 08월 12일 15시,24,27.2,138.2,998,18,65,170,약,소형,북서,25,110
2018년 08월 12일 15시,48,30,132.6,1002,15,54,0,-,-,서북서,26,0
2018년 08월 12일 21시,0,23.5,141.6,996,20,72,200,약,소형,북북서,12,null
2018년 08월 12일 21시,24,28.1,136.8,998,19,68,180,약,소형,북서,29,110
2018년 08월 12일 21시,48,30.4,131.7,1002,17,61,0,-,-,서북서,26,0
2018년 08월 13일 03시,0,24.4,140.9,996,20,72,200,약,소형,북서,20,null
2018년 08월 13일 03시,24,29.1,135.8,998,19,68,180,약,소형,북서,30,110
2018년 08월 13일 03시,48,30.8,130.9,1002,15,54,0,-,-,서북서,21,0
2018년 08월 13일 09시,0,25.3,139.8,996,20,72,200,약,소형,북서,25,null
2018년 08월 13일 09시,24,29.7,134.4,998,19,68,180,약,소형,북서,30,110
2018년 08월 13일 09시,48,31.1,129.6,1002,15,54,0,-,-,서북서,20,0
2018년 08월 13일 15시,0,26.4,138.7,994,21,76,180,약,소형,북서,27,null
2018년 08월 13일 15시,24,30.2,132.9,998,19,68,160,약,소형,서북서,25,110
2018년 08월 13일 15시,48,31.5,128.1,1002,15,54,0,-,-,서북서,20,0
2018년 08월 13일 21시,0,27.1,138.2,994,21,76,180,약,소형,북서,15,null
2018년 08월 13일 21시,24,30.6,131.7,998,19,68,160,약,소형,서북서,27,110
2018년 08월 13일 21시,48,31.6,127.5,1002,15,54,0,-,-,서북서,17,0
2018년 08월 14일 03시,0,28.3,137.2,994,21,76,180,약,소형,북서,28,null
2018년 08월 14일 03시,24,31.4,129.9,1000,16,58,0,-,-,서북서,33,0
2018년 08월 14일 09시,0,29.3,136.2,994,21,76,170,약,소형,북서,25,null
2018년 08월 14일 09시,24,32.2,129.7,1002,13,47,0,-,-,서북서,29,0
2018년 08월 14일 15시,0,30,134.7,996,20,72,150,약,소형,서북서,27,null
2018년 08월 14일 15시,24,33.5,128.8,1002,13,47,0,-,-,서북서,28,0
2018년 08월 14일 21시,0,31.4,133.3,996,20,72,150,약,소형,북서,34,null
2018년 08월 14일 21시,24,33.8,129,1002,13,47,0,-,-,서북서,20,0
2018년 08월 15일 03시,0,32.3,131.4,1000,18,65,100,약,소형,서북서,34,null
2018년 08월 15일 03시,24,34.7,129.3,1004,12,43,0,-,-,북서,14,0
2018년 08월 15일 09시,0,34,130,1002,15,54,0,-,-,북서,38,null
