일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2016년 08월 19일 15시,0,17.7,141.8,996,18,65,230,약,소형,북서,0,0
2016년 08월 19일 15시,24,22.2,141.9,992,20,72,250,약,소형,북,21,140
2016년 08월 19일 15시,48,29.1,141.6,980,29,104,260,중,소형,북,32,230
2016년 08월 19일 15시,72,34.5,139.3,975,32,115,270,중,소형,북북서,27,320
2016년 08월 19일 15시,96,41.6,143.7,985,27,97,250,중,소형,북북동,37,460
2016년 08월 19일 15시,120,48.6,152,990,-1,-4,0,-,-,북동,42,0
2016년 08월 19일 21시,0,18.9,141,994,20,72,230,약,소형,북북서,26,0
2016년 08월 19일 21시,24,24.5,141.6,990,24,86,250,약,소형,북,25,140
2016년 08월 19일 21시,48,30.4,141.2,980,29,104,260,중,소형,북,27,230
2016년 08월 19일 21시,72,35.5,139.2,980,29,104,250,중,소형,북북서,25,320
2016년 08월 19일 21시,96,42.8,144.1,985,27,97,230,중,소형,북동,38,460
2016년 08월 19일 21시,120,51.4,152.5,990,-1,-4,0,-,-,북동,48,0
2016년 08월 20일 03시,0,19.7,140.3,992,23,83,230,약,소형,북서,19,0
2016년 08월 20일 03시,24,26.1,141.2,980,29,104,260,중,소형,북,30,140
2016년 08월 20일 03시,48,32.3,140,985,27,97,250,중,소형,북,29,230
2016년 08월 20일 03시,72,37.7,140.5,985,27,97,240,중,소형,북,25,320
2016년 08월 20일 03시,96,46.5,145.6,990,-1,-4,0,-,-,북북동,45,0
2016년 08월 20일 09시,0,20.1,140.6,992,23,83,230,약,소형,북동,9,0
2016년 08월 20일 09시,24,27.3,140.4,980,29,104,260,중,소형,북,31,140
2016년 08월 20일 09시,48,33.9,138.8,980,29,104,250,중,소형,북북서,31,230
2016년 08월 20일 09시,72,39.7,140.8,985,27,97,230,중,소형,북북동,28,320
2016년 08월 20일 09시,96,48.2,146.2,994,-1,-4,0,-,-,북북동,43,0
2016년 08월 20일 15시,0,21.8,140.4,990,24,86,230,약,소형,북,32,0
2016년 08월 20일 15시,24,28.7,140.3,980,29,104,260,중,소형,북,32,140
2016년 08월 20일 15시,48,34.7,138.8,980,29,104,250,중,소형,북북서,28,230
2016년 08월 20일 15시,72,41.6,142,985,27,97,230,중,소형,북북동,34,320
2016년 08월 20일 15시,96,50.7,148.9,996,-1,-4,0,-,-,북동,48,0
2016년 08월 20일 21시,0,23.7,141.2,990,24,86,230,약,소형,북북동,38,0
2016년 08월 20일 21시,24,30.4,139.7,980,29,104,250,중,소형,북북서,32,140
2016년 08월 20일 21시,48,36.4,139.2,980,29,104,220,중,소형,북,28,230
2016년 08월 20일 21시,72,44.1,143.3,992,-1,-4,0,-,-,북북동,39,0
2016년 08월 21일 03시,0,25.8,140.9,990,24,86,230,약,소형,북,39,0
2016년 08월 21일 03시,24,33.2,139.8,980,29,104,250,중,소형,북,34,140
2016년 08월 21일 03시,48,40.2,141.5,980,29,104,220,중,소형,북북동,33,230
2016년 08월 21일 03시,72,54,148.7,990,-1,-4,0,-,-,북북동,68,0
2016년 08월 21일 09시,0,28,140.6,990,24,86,230,약,소형,북,41,0
2016년 08월 21일 09시,24,35.1,139.7,985,27,97,250,중,소형,북,33,140
2016년 08월 21일 09시,48,44.3,143.7,990,-1,-4,0,-,-,북북동,45,0
2016년 08월 21일 15시,0,29.9,139.9,985,27,97,250,중,소형,북북서,37,0
2016년 08월 21일 15시,24,36.1,139.9,985,27,97,250,중,소형,북,29,140
2016년 08월 21일 15시,48,48.5,145.9,990,-1,-4,0,-,-,북북동,61,0
2016년 08월 21일 21시,0,31.6,139.5,985,27,97,250,중,소형,북북서,32,0
2016년 08월 21일 21시,24,37.5,140,990,24,86,150,약,소형,북,27,140
2016년 08월 21일 21시,48,49.9,147.7,992,-1,-4,0,-,-,북북동,63,0
2016년 08월 22일 03시,0,33.1,139,985,27,97,250,중,소형,북북서,29,0
2016년 08월 22일 03시,24,40.4,141.7,990,24,86,150,약,소형,북북동,35,140
2016년 08월 22일 03시,48,54.4,149.6,992,-1,-4,0,-,-,북북동,69,0
2016년 08월 22일 09시,0,34.5,139.3,985,27,97,250,중,소형,북북동,26,0
2016년 08월 22일 09시,24,44.5,143.3,990,-1,-4,0,-,-,북북동,49,0
2016년 08월 22일 15시,0,35.8,140,985,27,97,230,중,소형,북북동,26,0
2016년 08월 22일 15시,24,45.3,144.1,994,-1,-4,0,-,-,북북동,46,0
2016년 08월 22일 21시,0,37.8,140.5,990,24,86,220,약,소형,북북동,38,0
2016년 08월 22일 21시,24,51.1,148.5,994,-1,-4,0,-,-,북북동,64,0
2016년 08월 23일 03시,0,40.4,141.6,992,23,83,220,약,소형,북북동,51,0
2016년 08월 23일 03시,24,53.7,149.3,994,-1,-4,0,-,-,북북동,66,0
2016년 08월 23일 09시,0,44.5,143.6,994,-1,-4,0,-,-,북북동,81,0
