일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2017년 11월 10일 03시,0,14.2,120.1,1000,18,65,120,약,소형,서북서,25,0
2017년 11월 10일 03시,24,16.4,116.4,992,23,83,150,약,소형,서북서,19,140
2017년 11월 10일 03시,48,17.5,113.5,980,29,104,200,중,소형,서북서,14,230
2017년 11월 10일 03시,72,17.3,111.8,985,27,97,180,중,소형,서,7,320
2017년 11월 10일 03시,96,16.9,110.5,990,24,86,150,약,소형,서남서,5,460
2017년 11월 10일 03시,120,16.4,109.5,996,20,72,120,약,소형,서남서,5,550
2017년 11월 10일 09시,0,14.8,119.2,998,19,68,120,약,소형,서북서,20,0
2017년 11월 10일 09시,24,16.7,115.6,990,24,86,150,약,소형,서북서,18,140
2017년 11월 10일 09시,48,17.4,112.5,980,29,104,200,중,소형,서북서,14,230
2017년 11월 10일 09시,72,17.3,111.3,985,27,97,180,중,소형,서,5,320
2017년 11월 10일 09시,96,16.9,110.1,992,23,83,150,약,소형,서남서,6,460
2017년 11월 10일 09시,120,16.4,108.8,998,19,68,120,약,소형,서남서,6,550
2017년 11월 10일 15시,0,15.3,118.3,998,19,68,120,약,소형,서북서,19,0
2017년 11월 10일 15시,24,17.3,114.7,990,24,86,150,약,소형,서북서,19,140
2017년 11월 10일 15시,48,17.6,112.1,980,29,104,200,중,소형,서,12,230
2017년 11월 10일 15시,72,17.1,110.4,985,27,97,180,중,소형,서남서,8,320
2017년 11월 10일 15시,96,16.7,109.6,992,23,83,130,약,소형,서남서,4,460
2017년 11월 10일 15시,120,16.2,107.8,1000,-1,-4,0,-,-,서남서,8,0
2017년 11월 10일 21시,0,16.7,117.5,996,20,72,130,약,소형,북북서,28,0
2017년 11월 10일 21시,24,17.6,114.3,985,27,97,150,중,소형,서북서,14,140
2017년 11월 10일 21시,48,17.6,111.8,990,24,86,120,약,소형,서,11,230
2017년 11월 10일 21시,72,16.8,109.7,992,23,83,100,약,소형,서남서,10,320
2017년 11월 10일 21시,96,15.7,108.1,1000,-1,-4,0,-,-,서남서,11,0
2017년 11월 11일 03시,0,17.4,116.9,992,23,83,130,약,소형,북서,17,0
2017년 11월 11일 03시,24,18.2,113.7,985,27,97,150,중,소형,서북서,15,140
2017년 11월 11일 03시,48,17.5,111.1,990,24,86,120,약,소형,서,12,230
2017년 11월 11일 03시,72,16.4,109.2,998,-1,-4,0,-,-,서남서,10,0
2017년 11월 11일 09시,0,17.7,116.2,990,24,86,130,약,소형,서북서,14,0
2017년 11월 11일 09시,24,18.1,112.8,985,27,97,150,중,소형,서,15,140
2017년 11월 11일 09시,48,17.1,110.4,990,24,86,120,약,소형,서남서,12,230
2017년 11월 11일 09시,72,15.7,108.3,1000,-1,-4,0,-,-,남서,11,0
2017년 11월 11일 15시,0,17.8,115.7,990,24,86,130,약,소형,서북서,9,0
2017년 11월 11일 15시,24,18.1,112,985,27,97,150,중,소형,서,16,140
2017년 11월 11일 15시,48,16.7,109.6,994,21,76,120,약,소형,서남서,12,230
2017년 11월 11일 15시,72,15.4,107.7,1002,-1,-4,0,-,-,남서,10,0
2017년 11월 11일 21시,0,17.8,115.1,990,24,86,130,약,소형,서,11,0
2017년 11월 11일 21시,24,17.4,111.7,990,24,86,130,약,소형,서,16,140
2017년 11월 11일 21시,48,15.8,108.9,1002,-1,-4,0,-,-,서남서,13,0
2017년 11월 12일 03시,0,18,114,996,20,72,130,약,소형,서,20,0
2017년 11월 12일 03시,24,16.9,110.8,998,19,68,130,약,소형,서남서,13,140
2017년 11월 12일 03시,48,15.1,107.9,1006,-1,-4,0,-,-,서남서,15,0
2017년 11월 12일 09시,0,17.9,113.1,1000,18,65,100,약,소형,서,16,0
2017년 11월 12일 09시,24,16.9,110.4,1006,-1,-4,0,-,-,서남서,13,0
2017년 11월 12일 15시,0,17.6,112.3,1004,-1,-4,0,-,-,서남서,15,0
