일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2013년 11월 04일 09시,0,6,152.1,1000,18,65,150,약,소형,서,22,0
2013년 11월 04일 09시,24,7.1,146.8,990,24,86,200,약,소형,서북서,25,150
2013년 11월 04일 09시,48,8.6,141,975,34,122,250,강,소형,서북서,27,250
2013년 11월 04일 09시,72,10.3,134.9,960,40,144,300,강,중형,서북서,29,400
2013년 11월 04일 09시,96,12.1,127.3,950,43,155,330,강,중형,서북서,36,550
2013년 11월 04일 09시,120,13.8,118.8,950,43,155,330,강,중형,서북서,39,700
2013년 11월 04일 15시,0,6.3,150.4,998,18,65,160,약,소형,서,32,0
2013년 11월 04일 15시,24,7.4,145.2,985,27,97,230,중,소형,서북서,26,140
2013년 11월 04일 15시,48,8.7,139.6,970,36,130,270,강,소형,서북서,27,230
2013년 11월 04일 15시,72,10.5,133.4,960,40,144,300,강,중형,서북서,29,320
2013년 11월 04일 15시,96,12.1,125.7,945,45,162,350,매우강,중형,서북서,36,460
2013년 11월 04일 15시,120,13.9,117.7,950,43,155,330,강,중형,서북서,37,550
2013년 11월 04일 21시,0,6.3,148.7,996,19,68,170,약,소형,서,31,0
2013년 11월 04일 21시,24,7.5,144.4,985,27,97,230,중,소형,서북서,21,150
2013년 11월 04일 21시,48,9,138.4,970,36,130,270,강,소형,서북서,28,250
2013년 11월 04일 21시,72,11,130.6,950,43,155,300,강,중형,서북서,37,400
2013년 11월 04일 21시,96,12.4,123.5,945,45,162,350,매우강,중형,서,33,550
2013년 11월 04일 21시,120,13.8,116.2,950,43,155,330,강,중형,서,34,700
2013년 11월 05일 03시,0,6.5,147.7,990,24,86,200,약,소형,서북서,19,0
2013년 11월 05일 03시,24,7.3,142.5,975,34,122,250,강,소형,서,24,150
2013년 11월 05일 03시,48,9.1,136.2,960,40,144,330,강,중형,서북서,30,250
2013년 11월 05일 03시,72,10.9,128.3,940,47,169,370,매우강,중형,서북서,37,400
2013년 11월 05일 03시,96,12.8,121.6,945,45,162,350,매우강,중형,서북서,31,550
2013년 11월 05일 03시,120,14.1,114.1,950,43,155,330,강,중형,서,35,700
2013년 11월 05일 09시,0,6.5,146.3,985,27,97,200,중,소형,서,26,0
2013년 11월 05일 09시,24,7.8,141.1,965,38,137,250,강,소형,서북서,25,150
2013년 11월 05일 09시,48,9.6,134.2,950,43,155,300,강,중형,서북서,33,250
2013년 11월 05일 09시,72,11.7,126.5,940,47,169,350,매우강,중형,서북서,36,400
2013년 11월 05일 09시,96,13.3,119.3,945,45,162,300,매우강,중형,서북서,32,550
2013년 11월 05일 09시,120,15.2,112.1,950,43,155,300,강,중형,서북서,34,700
2013년 11월 05일 15시,0,6.5,144.7,975,34,122,240,강,소형,서,29,0
2013년 11월 05일 15시,24,7.8,139.2,960,40,144,280,강,소형,서북서,26,150
2013년 11월 05일 15시,48,10.1,132.2,940,47,169,320,매우강,중형,서북서,34,250
2013년 11월 05일 15시,72,12,124.6,945,45,162,280,매우강,소형,서북서,36,400
2013년 11월 05일 15시,96,14,117.2,945,45,162,300,매우강,중형,서북서,35,550
2013년 11월 05일 15시,120,16.3,110.3,955,41,148,280,강,소형,서북서,33,700
2013년 11월 05일 21시,0,6.8,143.1,975,34,122,240,강,소형,서,30,0
2013년 11월 05일 21시,24,8.5,136.7,960,40,144,280,강,소형,서북서,30,150
2013년 11월 05일 21시,48,10.4,129.9,940,47,169,320,매우강,중형,서북서,32,250
2013년 11월 05일 21시,72,12.1,122.9,945,45,162,300,매우강,중형,서북서,33,400
2013년 11월 05일 21시,96,14.1,115.8,945,45,162,300,매우강,중형,서북서,33,550
2013년 11월 05일 21시,120,16.4,108.9,955,41,148,280,강,소형,서북서,33,700
2013년 11월 06일 03시,0,7.1,141.3,955,41,148,300,강,중형,서,34,0
2013년 11월 06일 03시,24,8.9,134.4,945,45,162,330,매우강,중형,서북서,33,150
2013년 11월 06일 03시,48,10.7,127.6,935,48,173,350,매우강,중형,서북서,32,250
2013년 11월 06일 03시,72,12.7,120.5,945,45,162,330,매우강,중형,서북서,33,400
2013년 11월 06일 03시,96,14.8,113.4,950,43,155,320,강,중형,서북서,33,550
2013년 11월 06일 03시,120,17.5,107,965,38,137,260,강,소형,서북서,31,700
2013년 11월 06일 09시,0,7.4,139.7,945,45,162,300,매우강,중형,서,30,0
2013년 11월 06일 09시,24,9.2,133.2,920,53,191,360,매우강,중형,서북서,31,150
2013년 11월 06일 09시,48,11.3,125.9,925,51,184,350,매우강,중형,서북서,34,250
2013년 11월 06일 09시,72,13.1,118.4,940,47,169,300,매우강,중형,서북서,35,400
2013년 11월 06일 09시,96,15.7,111.4,950,43,155,280,강,소형,서북서,33,550
2013년 11월 06일 09시,120,18,105.6,975,34,122,250,강,소형,서북서,28,700
2013년 11월 06일 15시,0,7.6,137.9,930,50,180,320,매우강,중형,서,33,0
2013년 11월 06일 15시,24,9.3,131.4,915,54,194,360,매우강,중형,서북서,31,140
2013년 11월 06일 15시,48,11.4,124.4,930,50,180,320,매우강,중형,서북서,33,230
2013년 11월 06일 15시,72,13.4,116.8,940,47,169,300,매우강,중형,서북서,36,320
2013년 11월 06일 15시,96,16.2,109.8,955,41,148,260,강,소형,서북서,34,460
2013년 11월 06일 15시,120,18.9,103.7,985,27,97,220,중,소형,서북서,30,550
2013년 11월 06일 21시,0,8,136.2,915,54,194,300,매우강,중형,서북서,32,0
2013년 11월 06일 21시,24,9.9,129.5,905,57,205,320,매우강,중형,서북서,32,140
2013년 11월 06일 21시,48,12.1,122.5,930,50,180,280,매우강,소형,서북서,33,230
2013년 11월 06일 21시,72,14.3,115.1,940,47,169,270,매우강,소형,서북서,35,320
2013년 11월 06일 21시,96,17,108.1,955,41,148,250,강,소형,서북서,34,460
2013년 11월 06일 21시,120,19.4,102,994,21,76,150,약,소형,서북서,29,550
2013년 11월 07일 03시,0,8.2,134.4,905,57,205,300,매우강,중형,서,33,0
2013년 11월 07일 03시,24,10.4,127.5,900,59,212,320,매우강,중형,서북서,33,140
2013년 11월 07일 03시,48,12.6,120.3,935,48,173,280,매우강,소형,서북서,34,230
2013년 11월 07일 03시,72,14.9,113.4,945,45,162,270,매우강,소형,서북서,33,320
2013년 11월 07일 03시,96,17.1,107.4,965,38,137,250,강,소형,서북서,28,460
2013년 11월 07일 03시,120,20.3,102.3,996,19,68,150,약,소형,서북서,27,550
2013년 11월 07일 09시,0,8.7,132.8,900,59,212,330,매우강,중형,서북서,31,0
2013년 11월 07일 09시,24,10.9,125.8,900,59,212,330,매우강,중형,서북서,33,140
2013년 11월 07일 09시,48,13.1,118.3,940,47,169,270,매우강,소형,서북서,35,230
2013년 11월 07일 09시,72,15.5,111.5,950,43,155,260,강,소형,서북서,32,320
