일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2004년 06월 07일 09시,0,16.5,118.6,992,21,76,60,약,소형,북북동,5,null
2004년 06월 07일 09시,24,18.2,119.1,990,23,83,null,약,null,null,null,170
2004년 06월 07일 09시,48,20.2,119.7,985,27,97,null,중,null,null,null,280
2004년 06월 07일 09시,72,22.2,120.6,null,null,null,null,null,null,null,null,410
2004년 06월 08일 09시,0,18.5,119.4,980,28,101,170,중,소형,북북동,12,null
2004년 06월 08일 09시,24,20.4,119.8,980,30,108,null,중,null,null,null,150
2004년 06월 08일 09시,48,21.8,119.6,985,27,97,null,중,null,null,null,280
2004년 06월 08일 09시,72,21.9,117.8,null,null,null,null,null,null,null,null,430
2004년 06월 09일 09시,0,21,121.4,960,33,119,220,강,소형,북동,18,null
2004년 06월 09일 09시,24,23.9,123.5,980,30,108,null,중,null,null,null,180
2004년 06월 09일 09시,48,26.3,125.1,985,27,97,null,중,null,null,null,300
2004년 06월 09일 09시,72,28.6,126.7,null,null,null,null,null,null,null,null,530
2004년 06월 10일 09시,0,25.9,126.2,960,39,140,200,강,소형,북동,28,null
2004년 06월 10일 09시,12,28.4,127.7,960,39,140,null,강,null,null,null,150
2004년 06월 10일 09시,24,31,128.9,965,37,133,null,강,null,null,null,200
2004년 06월 10일 09시,36,33.9,131,970,35,126,null,강,null,null,null,250
2004년 06월 10일 09시,48,36.4,133.7,975,33,119,null,강,null,null,null,300
2004년 06월 10일 21시,0,28.5,128.9,975,32,115,180,중,소형,북동,33,null
2004년 06월 10일 21시,12,31.5,131.1,985,27,97,null,중,null,null,null,150
2004년 06월 10일 21시,24,34.3,133.2,992,17,61,null,약,null,null,null,250
2004년 06월 11일 03시,0,29.7,130.6,980,30,108,170,중,소형,북동,33,null
2004년 06월 11일 03시,24,32.9,132.9,990,23,83,null,약,null,null,null,150
2004년 06월 11일 03시,48,35.5,135.9,995,16,58,null,null,null,null,null,250
2004년 06월 11일 09시,0,31.1,132.2,990,23,83,180,약,소형,북동,34,null
2004년 06월 11일 09시,12,34.6,135.8,995,19,68,null,약,null,null,null,100
2004년 06월 11일 09시,24,37.3,140.8,1000,15,54,null,null,null,null,null,180
2004년 06월 11일 18시,0,33.7,134.4,1000,null,null,null,null,null,북북동,40,null
