일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2002년 06월 08일 15시,0,21.2,122.9,998,18,65,160,약,소형,북동,13,null
2002년 06월 08일 15시,24,22,124.7,null,null,null,null,null,null,null,null,170
2002년 06월 08일 15시,48,24.5,126,null,null,null,null,null,null,null,null,330
2002년 06월 09일 15시,0,23.3,124.8,975,30,108,180,중,소형,북,13,null
2002년 06월 09일 15시,24,26.7,127.8,null,null,null,null,null,null,null,null,170
2002년 06월 09일 15시,48,29.9,131.3,null,null,null,null,null,null,null,null,330
2002년 06월 10일 09시,0,25.7,126,975,31,112,100,중,소형,북북동,20,null
2002년 06월 10일 09시,24,31.1,131.6,null,null,null,null,null,null,null,null,170
2002년 06월 10일 09시,48,36.3,141.7,null,null,null,null,null,null,null,null,330
2002년 06월 10일 21시,0,28.2,128.2,985,25,90,80,중,소형,북동,40,null
2002년 06월 10일 21시,24,33.4,137,null,null,null,null,null,null,null,null,140
2002년 06월 11일 09시,0,32.2,132.8,998,18,65,70,약,소형,북동,65,null
2002년 06월 11일 09시,24,37.2,147.2,null,null,null,null,null,null,null,null,200
2002년 06월 11일 15시,0,34.4,135.8,999,15,54,null,null,null,북동,52,null
