일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2021년 10월 08일 03시,0,17.4,111.1,994,18,65,250,-,소형,동,2,null
2021년 10월 08일 03시,12,18.2,110.9,994,19,68,250,-,소형,북북서,7,60
2021년 10월 08일 03시,24,18.8,110.5,992,20,72,260,-,소형,북북서,6,110
2021년 10월 08일 03시,36,19.3,109.8,992,20,72,260,-,소형,북서,8,140
2021년 10월 08일 03시,48,19.6,108.7,990,21,76,270,-,소형,서북서,10,170
2021년 10월 08일 03시,72,19,106,996,19,68,250,-,소형,서남서,12,230
2021년 10월 08일 03시,96,17.9,104.8,1002,15,54,0,-,-,남서,7,0
2021년 10월 08일 09시,0,17.3,111,994,18,65,250,-,소형,서남서,8,null
2021년 10월 08일 09시,12,18.5,110.8,992,20,72,260,-,소형,북,11,60
2021년 10월 08일 09시,24,19.1,110.2,992,21,76,260,-,소형,북서,7,110
2021년 10월 08일 09시,36,19.5,109.4,990,21,76,270,-,소형,서북서,9,140
2021년 10월 08일 09시,48,19.5,108.1,990,21,76,270,-,소형,서,11,170
2021년 10월 08일 09시,72,18.7,105.6,996,20,72,250,-,소형,서남서,12,230
2021년 10월 08일 09시,96,17.7,104.6,1004,15,54,0,-,-,남서,6,0
2021년 10월 08일 15시,0,18.2,110.7,992,20,72,260,-,소형,북서,18,null
2021년 10월 08일 15시,12,18.8,110.5,992,21,76,260,-,소형,북북서,6,60
2021년 10월 08일 15시,24,19.7,109.9,990,22,79,270,-,소형,북서,10,110
2021년 10월 08일 15시,36,19.8,108.9,990,22,79,270,-,소형,서,9,140
2021년 10월 08일 15시,48,19.6,107.4,990,22,79,270,-,소형,서,13,170
2021년 10월 08일 15시,72,18.6,105.1,998,19,68,250,-,소형,서남서,11,230
2021년 10월 08일 15시,96,17.6,104,1004,15,54,0,-,-,남서,7,0
2021년 10월 08일 21시,0,19.3,110.6,992,20,72,260,-,소형,북,22,null
2021년 10월 08일 21시,12,19.8,110.3,990,22,79,270,-,소형,북북서,5,60
2021년 10월 08일 21시,24,20.2,109.5,990,24,86,270,-,소형,서북서,8,110
2021년 10월 08일 21시,36,20.3,108.2,990,24,86,270,-,소형,서,11,140
2021년 10월 08일 21시,48,19.9,106.7,992,23,83,260,-,소형,서남서,13,170
2021년 10월 08일 21시,72,18.9,104.8,1000,15,54,0,-,-,서남서,10,0
2021년 10월 09일 03시,0,19.4,110.1,992,20,72,260,-,소형,서북서,11,null
2021년 10월 09일 03시,12,19.9,110,990,24,86,270,-,소형,북,4,60
2021년 10월 09일 03시,24,20.3,108.7,990,24,86,270,-,소형,서북서,12,110
2021년 10월 09일 03시,36,20.2,107.3,990,24,86,270,-,소형,서,12,140
2021년 10월 09일 03시,48,19.8,106,994,21,76,250,-,소형,서남서,12,170
2021년 10월 09일 03시,72,18.4,104,1004,15,54,0,-,-,남서,11,0
2021년 10월 09일 09시,0,19.6,109.9,992,20,72,260,-,소형,북북서,6,null
2021년 10월 09일 09시,12,20.1,109.5,992,20,72,260,-,소형,북서,6,60
2021년 10월 09일 09시,24,20.3,108,994,20,72,260,-,소형,서,13,110
2021년 10월 09일 09시,36,20.1,106.7,998,19,68,260,-,소형,서,12,140
2021년 10월 09일 09시,48,19.5,105.5,1002,15,54,0,-,-,서남서,12,0
2021년 10월 09일 15시,0,19.8,109.9,992,23,83,260,-,소형,북,4,null
2021년 10월 09일 15시,12,20.3,108.8,992,23,83,260,-,소형,서북서,11,60
2021년 10월 09일 15시,24,20.2,107.3,996,20,72,230,-,소형,서,13,110
2021년 10월 09일 15시,36,19.9,106.1,998,19,68,200,-,소형,서남서,11,140
2021년 10월 09일 15시,48,19.1,105,1002,15,54,0,-,-,남서,12,0
2021년 10월 09일 21시,0,20.2,109.4,994,21,76,250,-,소형,서북서,19,null
2021년 10월 09일 21시,12,20.3,108.1,994,21,76,250,-,소형,서,12,60
2021년 10월 09일 21시,24,20.1,106.7,996,20,72,220,-,소형,서,12,110
2021년 10월 09일 21시,36,19.4,105.5,1000,15,54,0,-,-,서남서,12,0
2021년 10월 10일 03시,0,20.5,108.7,994,21,76,250,-,소형,서북서,12,null
2021년 10월 10일 03시,12,20.2,107.4,994,21,76,240,-,소형,서남서,12,60
2021년 10월 10일 03시,24,19.8,106,998,19,68,220,-,소형,서남서,13,110
2021년 10월 10일 03시,36,19.2,105,1002,15,54,0,-,-,서남서,10,0
2021년 10월 10일 09시,0,20.4,108.1,994,21,76,250,-,소형,서남서,11,null
2021년 10월 10일 09시,12,20,106.5,996,20,72,230,-,소형,서남서,14,60
2021년 10월 10일 09시,24,19.4,105.5,1002,15,54,0,-,-,서남서,11,0
2021년 10월 10일 15시,0,20.4,107.1,994,21,76,200,-,소형,서,14,null
2021년 10월 10일 15시,12,19.7,105.9,998,19,68,150,-,소형,서남서,12,60
2021년 10월 10일 15시,24,19.2,105.1,1002,15,54,0,-,-,서남서,8,0
2021년 10월 10일 21시,0,20.6,106.2,1000,15,54,0,-,-,서북서,16,null
