일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2013년 08월 06일 21시,0,15.8,110.4,998,18,65,170,약,소형,서북서,26,0
2013년 08월 06일 21시,24,19.6,107.9,994,21,76,180,약,소형,북북서,21,140
2013년 08월 06일 21시,48,20.6,105.2,1002,-1,-4,0,-,-,서북서,14,0
2013년 08월 07일 03시,0,16.8,109.2,996,19,68,210,약,소형,북서,28,0
2013년 08월 07일 03시,24,20.2,106.8,994,21,76,200,약,소형,북서,19,140
2013년 08월 07일 03시,48,21.9,103.4,1002,-1,-4,0,-,-,서북서,17,0
2013년 08월 07일 09시,0,17.8,108.7,994,21,76,220,약,소형,북북서,21,0
2013년 08월 07일 09시,24,21,105.2,1000,-1,-4,0,-,-,북서,21,0
2013년 08월 07일 15시,0,18.8,107.3,992,22,79,220,약,소형,북서,31,0
2013년 08월 07일 15시,24,21.4,104,1002,-1,-4,0,-,-,북서,19,0
2013년 08월 07일 21시,0,19.4,106.5,994,21,76,200,약,소형,북서,18,0
2013년 08월 07일 21시,24,21.3,102.8,1004,-1,-4,0,-,-,서북서,18,0
2013년 08월 08일 03시,0,20,105.4,996,19,68,180,약,소형,서북서,22,0
2013년 08월 08일 03시,24,21.5,102,1004,-1,-4,0,-,-,서북서,17,0
2013년 08월 08일 09시,0,20,104.3,1000,-1,-4,0,-,-,서,19,0
