일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2001년 09월 22일 21시,0,19.6,124.4,998,18,65,130,약,소형,null,null,null
2001년 09월 22일 21시,24,19.7,123.5,null,null,null,null,null,null,null,null,170
2001년 09월 22일 21시,48,20.5,123,null,null,null,null,null,null,null,null,330
2001년 09월 23일 15시,0,19.2,122.3,985,23,83,200,약,소형,서,10,null
2001년 09월 23일 15시,24,19,121.6,null,null,null,null,null,null,null,null,170
2001년 09월 23일 15시,48,20.5,120.4,null,null,null,null,null,null,null,null,340
2001년 09월 24일 15시,0,19.8,121.5,965,35,126,400,강,중형,null,null,null
2001년 09월 24일 15시,24,21.2,119.6,null,null,null,null,null,null,null,null,170
2001년 09월 24일 15시,48,22.8,117.6,null,null,null,null,null,null,null,null,340
2001년 09월 25일 15시,0,20.8,121.9,960,35,126,600,강,대형,북,6,null
2001년 09월 25일 15시,24,22,120.8,null,null,null,null,null,null,null,null,170
2001년 09월 25일 15시,48,23.2,119.6,null,null,null,null,null,null,null,null,340
2001년 09월 26일 15시,0,22.2,120.9,970,34,122,400,강,중형,북북서,10,null
2001년 09월 26일 15시,24,23.6,120.2,null,null,null,null,null,null,null,null,170
2001년 09월 26일 15시,48,24.6,119.7,null,null,null,null,null,null,null,null,340
2001년 09월 27일 15시,0,24.1,120.3,990,23,83,300,약,중형,북북서,8,null
2001년 09월 27일 15시,24,24.5,120.3,null,null,null,null,null,null,null,null,170
2001년 09월 27일 15시,48,25.2,120.3,null,null,null,null,null,null,null,null,340
2001년 09월 28일 09시,0,24,120,996,18,65,280,약,소형,null,null,null
2001년 09월 28일 09시,24,24.5,120.3,null,null,null,null,null,null,null,null,170
2001년 09월 28일 09시,48,25,120.6,null,null,null,null,null,null,null,null,340
2001년 09월 28일 15시,0,23.9,120.8,996,18,65,280,약,소형,null,null,null
2001년 09월 28일 15시,24,24.7,120.6,null,null,null,null,null,null,null,null,170
2001년 09월 28일 15시,48,25.6,120.7,null,null,null,null,null,null,null,null,340
2001년 09월 28일 21시,0,24,121.1,998,18,65,280,약,소형,null,null,null
2001년 09월 28일 21시,24,24.9,120.8,null,null,null,null,null,null,null,null,170
2001년 09월 28일 21시,48,26,121.2,null,null,null,null,null,null,null,null,340
2001년 09월 29일 03시,0,24.8,121,998,18,65,230,약,소형,북,10,null
2001년 09월 29일 03시,24,26.4,121.6,null,null,null,null,null,null,null,null,170
2001년 09월 29일 03시,48,28.6,124.4,null,null,null,null,null,null,null,null,340
2001년 09월 29일 09시,0,25.4,120.7,998,18,65,230,약,소형,북,14,null
2001년 09월 29일 09시,24,27.2,120.8,null,null,null,null,null,null,null,null,190
2001년 09월 29일 09시,48,29.6,123.8,null,null,null,null,null,null,null,null,400
2001년 09월 29일 15시,0,26,120.2,998,18,65,200,약,소형,북서,14,null
2001년 09월 29일 15시,24,27.5,121.5,null,null,null,null,null,null,null,null,190
2001년 09월 29일 15시,48,29.6,124,null,null,null,null,null,null,null,null,400
2001년 09월 29일 21시,0,26.3,120.1,1000,17,61,null,약,null,북,5,null
