일시,,위도(N),경도(E),중심기압,초속(m/s),시속(km/h),강풍반경(km)[예외반경],강도,크기,진행방향,이동속도(km/h),70% 확률 반경(km)
2004년 11월 29일 09시,0,6.4,147.7,992,18,65,330,약,중형,서,20,null
2004년 11월 29일 09시,24,9,142,980,30,108,null,중,null,null,null,150
2004년 11월 29일 09시,48,11,136,970,35,126,null,강,null,null,null,250
2004년 11월 29일 09시,72,13,129,null,null,null,null,null,null,null,null,400
2004년 11월 30일 09시,0,8.6,141,985,23,83,410,약,중형,서북서,40,null
2004년 11월 30일 09시,24,11.1,134.3,970,35,126,null,강,null,null,null,150
2004년 11월 30일 09시,48,13.2,128.2,965,37,133,null,강,null,null,null,250
2004년 11월 30일 09시,72,15.4,123.1,null,null,null,null,null,null,null,null,400
2004년 12월 01일 09시,0,11.7,132.7,940,43,155,500,강,대형,서북서,49,null
2004년 12월 01일 09시,24,14.4,125.7,940,43,155,null,강,null,null,null,150
2004년 12월 01일 09시,48,17.1,120.9,945,41,148,null,강,null,null,null,250
2004년 12월 01일 09시,72,20,118.2,null,null,null,null,null,null,null,null,400
2004년 12월 02일 09시,0,14.3,125,945,41,148,535,강,대형,서북서,33,null
2004년 12월 02일 09시,24,17.2,119.2,965,37,133,null,강,null,null,null,150
2004년 12월 02일 09시,48,20.3,119,980,30,108,null,중,null,null,null,250
2004년 12월 02일 09시,72,24.1,125.9,null,null,null,null,null,null,null,null,400
2004년 12월 03일 09시,0,18,119.1,970,33,119,440,강,중형,북서,28,null
2004년 12월 03일 09시,24,20.3,118.5,990,23,83,null,약,null,null,null,150
2004년 12월 03일 09시,48,24.3,125.9,995,17,61,null,약,null,null,null,250
2004년 12월 04일 09시,0,22.6,120.7,992,23,83,440,약,중형,동북동,26,null
2004년 12월 04일 09시,24,25.9,127.9,998,16,58,null,null,null,null,null,150
2004년 12월 04일 15시,0,23,123,1000,null,null,null,null,null,동북동,37,null
